#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-10T01:07:20 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-10T01:07:20	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=1000
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146/iso&HTTPPRM:&-out.max=50&-out.form=HTML Table&-oc.form=sexa&
#-source=J/A+A/537/A146/iso
#-order=I
#-out=logAge
#logAge=6.5
#-out=iso
#iso=iso
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=1000	

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	logAge	(F4.1)	Initial age	[ucd=time.age]
#Column	iso	(A3)	Isochrone for this age	[ucd=meta.ref.url]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
logAge	iso	Zini	logL	logTe
 6.5	iso	0.014	  0.315	3.806
 6.5	iso	0.014	  0.328	3.808
 6.5	iso	0.014	  0.340	3.810
 6.5	iso	0.014	  0.353	3.811
 6.5	iso	0.014	  0.365	3.813
 6.5	iso	0.014	  0.390	3.816
 6.5	iso	0.014	  0.414	3.819
 6.5	iso	0.014	  0.438	3.822
 6.5	iso	0.014	  0.462	3.825
 6.5	iso	0.014	  0.473	3.826
 6.5	iso	0.014	  0.484	3.828
 6.5	iso	0.014	  0.495	3.830
 6.5	iso	0.014	  0.506	3.831
 6.5	iso	0.014	  0.517	3.833
 6.5	iso	0.014	  0.528	3.834
 6.5	iso	0.014	  0.539	3.836
 6.5	iso	0.014	  0.550	3.838
 6.5	iso	0.014	  0.560	3.839
 6.5	iso	0.014	  0.581	3.843
 6.5	iso	0.014	  0.602	3.846
 6.5	iso	0.014	  0.623	3.849
 6.5	iso	0.014	  0.644	3.852
 6.5	iso	0.014	  0.664	3.855
 6.5	iso	0.014	  0.684	3.859
 6.5	iso	0.014	  0.703	3.863
 6.5	iso	0.014	  0.721	3.867
 6.5	iso	0.014	  0.740	3.871
 6.5	iso	0.014	  0.758	3.875
 6.5	iso	0.014	  0.767	3.877
 6.5	iso	0.014	  0.776	3.879
 6.5	iso	0.014	  0.785	3.881
 6.5	iso	0.014	  0.803	3.885
 6.5	iso	0.014	  0.821	3.889
 6.5	iso	0.014	  0.838	3.893
 6.5	iso	0.014	  0.856	3.897
 6.5	iso	0.014	  0.873	3.901
 6.5	iso	0.014	  0.890	3.905
 6.5	iso	0.014	  0.907	3.908
 6.5	iso	0.014	  0.923	3.912
 6.5	iso	0.014	  0.939	3.915
 6.5	iso	0.014	  0.955	3.919
 6.5	iso	0.014	  0.970	3.922
 6.5	iso	0.014	  0.986	3.925
 6.5	iso	0.014	  1.001	3.928
 6.5	iso	0.014	  1.016	3.932
 6.5	iso	0.014	  1.031	3.935
 6.5	iso	0.014	  1.046	3.938
 6.5	iso	0.014	  1.060	3.941
 6.5	iso	0.014	  1.075	3.944
 6.5	iso	0.014	  1.090	3.947
 6.5	iso	0.014	  1.104	3.950
 6.5	iso	0.014	  1.118	3.954
 6.5	iso	0.014	  1.132	3.956
 6.5	iso	0.014	  1.146	3.960
 6.5	iso	0.014	  1.160	3.962
 6.5	iso	0.014	  1.174	3.965
 6.5	iso	0.014	  1.188	3.968
 6.5	iso	0.014	  1.202	3.971
 6.5	iso	0.014	  1.215	3.974
 6.5	iso	0.014	  1.240	3.979
 6.5	iso	0.014	  1.266	3.984
 6.5	iso	0.014	  1.290	3.989
 6.5	iso	0.014	  1.315	3.994
 6.5	iso	0.014	  1.339	3.998
 6.5	iso	0.014	  1.363	4.003
 6.5	iso	0.014	  1.386	4.008
 6.5	iso	0.014	  1.432	4.017
 6.5	iso	0.014	  1.477	4.025
 6.5	iso	0.014	  1.521	4.034
 6.5	iso	0.014	  1.564	4.042
 6.5	iso	0.014	  1.605	4.050
 6.5	iso	0.014	  1.644	4.058
 6.5	iso	0.014	  1.682	4.064
 6.5	iso	0.014	  1.719	4.071
 6.5	iso	0.014	  1.756	4.078
 6.5	iso	0.014	  1.826	4.091
 6.5	iso	0.014	  1.894	4.103
 6.5	iso	0.014	  1.957	4.114
 6.5	iso	0.014	  2.018	4.125
 6.5	iso	0.014	  2.077	4.135
 6.5	iso	0.014	  2.134	4.145
 6.5	iso	0.014	  2.188	4.154
 6.5	iso	0.014	  2.241	4.163
 6.5	iso	0.014	  2.293	4.172
 6.5	iso	0.014	  2.343	4.181
 6.5	iso	0.014	  2.390	4.189
 6.5	iso	0.014	  2.435	4.196
 6.5	iso	0.014	  2.479	4.204
 6.5	iso	0.014	  2.521	4.211
 6.5	iso	0.014	  2.563	4.218
 6.5	iso	0.014	  2.603	4.224
 6.5	iso	0.014	  2.643	4.231
 6.5	iso	0.014	  2.682	4.237
 6.5	iso	0.014	  2.719	4.244
 6.5	iso	0.014	  2.755	4.249
 6.5	iso	0.014	  2.790	4.255
 6.5	iso	0.014	  2.824	4.260
 6.5	iso	0.014	  2.858	4.266
 6.5	iso	0.014	  2.890	4.271
 6.5	iso	0.014	  2.923	4.276
 6.5	iso	0.014	  2.954	4.281
 6.5	iso	0.014	  2.985	4.286
 6.5	iso	0.014	  3.015	4.291
 6.5	iso	0.014	  3.045	4.295
 6.5	iso	0.014	  3.074	4.300
 6.5	iso	0.014	  3.103	4.305
 6.5	iso	0.014	  3.131	4.309
 6.5	iso	0.014	  3.159	4.313
 6.5	iso	0.014	  3.186	4.318
 6.5	iso	0.014	  3.213	4.322
 6.5	iso	0.014	  3.239	4.326
 6.5	iso	0.014	  3.264	4.330
 6.5	iso	0.014	  3.288	4.334
 6.5	iso	0.014	  3.312	4.337
 6.5	iso	0.014	  3.336	4.341
 6.5	iso	0.014	  3.359	4.344
 6.5	iso	0.014	  3.382	4.348
 6.5	iso	0.014	  3.405	4.352
 6.5	iso	0.014	  3.427	4.355
 6.5	iso	0.014	  3.449	4.358
 6.5	iso	0.014	  3.471	4.362
 6.5	iso	0.014	  3.492	4.365
 6.5	iso	0.014	  3.514	4.368
 6.5	iso	0.014	  3.534	4.371
 6.5	iso	0.014	  3.555	4.374
 6.5	iso	0.014	  3.575	4.378
 6.5	iso	0.014	  3.596	4.380
 6.5	iso	0.014	  3.615	4.383
 6.5	iso	0.014	  3.633	4.386
 6.5	iso	0.014	  3.652	4.389
 6.5	iso	0.014	  3.670	4.392
 6.5	iso	0.014	  3.688	4.394
 6.5	iso	0.014	  3.706	4.397
 6.5	iso	0.014	  3.723	4.400
 6.5	iso	0.014	  3.740	4.402
 6.5	iso	0.014	  3.758	4.405
 6.5	iso	0.014	  3.775	4.407
 6.5	iso	0.014	  3.792	4.410
 6.5	iso	0.014	  3.808	4.412
 6.5	iso	0.014	  3.825	4.415
 6.5	iso	0.014	  3.841	4.417
 6.5	iso	0.014	  3.857	4.420
 6.5	iso	0.014	  3.873	4.422
 6.5	iso	0.014	  3.889	4.424
 6.5	iso	0.014	  3.905	4.427
 6.5	iso	0.014	  3.920	4.429
 6.5	iso	0.014	  3.936	4.431
 6.5	iso	0.014	  3.951	4.433
 6.5	iso	0.014	  3.966	4.436
 6.5	iso	0.014	  3.981	4.438
 6.5	iso	0.014	  3.996	4.440
 6.5	iso	0.014	  4.011	4.442
 6.5	iso	0.014	  4.025	4.444
 6.5	iso	0.014	  4.038	4.446
 6.5	iso	0.014	  4.052	4.448
 6.5	iso	0.014	  4.065	4.450
 6.5	iso	0.014	  4.078	4.452
 6.5	iso	0.014	  4.091	4.453
 6.5	iso	0.014	  4.104	4.455
 6.5	iso	0.014	  4.117	4.457
 6.5	iso	0.014	  4.130	4.459
 6.5	iso	0.014	  4.142	4.460
 6.5	iso	0.014	  4.155	4.462
 6.5	iso	0.014	  4.167	4.464
 6.5	iso	0.014	  4.179	4.466
 6.5	iso	0.014	  4.192	4.467
 6.5	iso	0.014	  4.204	4.469
 6.5	iso	0.014	  4.216	4.471
 6.5	iso	0.014	  4.228	4.472
 6.5	iso	0.014	  4.240	4.474
 6.5	iso	0.014	  4.251	4.475
 6.5	iso	0.014	  4.263	4.477
 6.5	iso	0.014	  4.275	4.479
 6.5	iso	0.014	  4.286	4.480
 6.5	iso	0.014	  4.298	4.482
 6.5	iso	0.014	  4.309	4.483
 6.5	iso	0.014	  4.320	4.485
 6.5	iso	0.014	  4.331	4.486
 6.5	iso	0.014	  4.342	4.488
 6.5	iso	0.014	  4.352	4.489
 6.5	iso	0.014	  4.362	4.490
 6.5	iso	0.014	  4.372	4.491
 6.5	iso	0.014	  4.382	4.493
 6.5	iso	0.014	  4.392	4.494
 6.5	iso	0.014	  4.402	4.495
 6.5	iso	0.014	  4.412	4.496
 6.5	iso	0.014	  4.422	4.498
 6.5	iso	0.014	  4.431	4.499
 6.5	iso	0.014	  4.441	4.500
 6.5	iso	0.014	  4.450	4.501
 6.5	iso	0.014	  4.460	4.502
 6.5	iso	0.014	  4.470	4.504
 6.5	iso	0.014	  4.479	4.505
 6.5	iso	0.014	  4.488	4.506
 6.5	iso	0.014	  4.498	4.507
 6.5	iso	0.014	  4.507	4.508
 6.5	iso	0.014	  4.516	4.509
 6.5	iso	0.014	  4.525	4.510
 6.5	iso	0.014	  4.534	4.512
 6.5	iso	0.014	  4.543	4.513
 6.5	iso	0.014	  4.552	4.514
 6.5	iso	0.014	  4.561	4.515
 6.5	iso	0.014	  4.570	4.516
 6.5	iso	0.014	  4.579	4.517
 6.5	iso	0.014	  4.588	4.518
 6.5	iso	0.014	  4.596	4.519
 6.5	iso	0.014	  4.605	4.520
 6.5	iso	0.014	  4.614	4.521
 6.5	iso	0.014	  4.622	4.522
 6.5	iso	0.014	  4.631	4.523
 6.5	iso	0.014	  4.639	4.524
 6.5	iso	0.014	  4.648	4.525
 6.5	iso	0.014	  4.656	4.526
 6.5	iso	0.014	  4.664	4.527
 6.5	iso	0.014	  4.673	4.528
 6.5	iso	0.014	  4.681	4.529
 6.5	iso	0.014	  4.689	4.530
 6.5	iso	0.014	  4.697	4.531
 6.5	iso	0.014	  4.706	4.532
 6.5	iso	0.014	  4.713	4.533
 6.5	iso	0.014	  4.721	4.533
 6.5	iso	0.014	  4.728	4.534
 6.5	iso	0.014	  4.735	4.535
 6.5	iso	0.014	  4.742	4.536
 6.5	iso	0.014	  4.749	4.536
 6.5	iso	0.014	  4.756	4.537
 6.5	iso	0.014	  4.764	4.538
 6.5	iso	0.014	  4.770	4.539
 6.5	iso	0.014	  4.778	4.539
 6.5	iso	0.014	  4.784	4.540
 6.5	iso	0.014	  4.791	4.541
 6.5	iso	0.014	  4.798	4.541
 6.5	iso	0.014	  4.805	4.542
 6.5	iso	0.014	  4.812	4.543
 6.5	iso	0.014	  4.819	4.543
 6.5	iso	0.014	  4.825	4.544
 6.5	iso	0.014	  4.832	4.545
 6.5	iso	0.014	  4.839	4.545
 6.5	iso	0.014	  4.845	4.546
 6.5	iso	0.014	  4.852	4.547
 6.5	iso	0.014	  4.859	4.547
 6.5	iso	0.014	  4.865	4.548
 6.5	iso	0.014	  4.872	4.548
 6.5	iso	0.014	  4.878	4.549
 6.5	iso	0.014	  4.885	4.550
 6.5	iso	0.014	  4.891	4.550
 6.5	iso	0.014	  4.897	4.551
 6.5	iso	0.014	  4.904	4.551
 6.5	iso	0.014	  4.910	4.552
 6.5	iso	0.014	  4.916	4.552
 6.5	iso	0.014	  4.923	4.553
 6.5	iso	0.014	  4.929	4.554
 6.5	iso	0.014	  4.935	4.554
 6.5	iso	0.014	  4.941	4.555
 6.5	iso	0.014	  4.947	4.555
 6.5	iso	0.014	  4.954	4.556
 6.5	iso	0.014	  4.960	4.556
 6.5	iso	0.014	  4.966	4.557
 6.5	iso	0.014	  4.972	4.557
 6.5	iso	0.014	  4.978	4.558
 6.5	iso	0.014	  4.984	4.558
 6.5	iso	0.014	  4.990	4.559
 6.5	iso	0.014	  4.995	4.559
 6.5	iso	0.014	  5.000	4.560
 6.5	iso	0.014	  5.006	4.560
 6.5	iso	0.014	  5.011	4.560
 6.5	iso	0.014	  5.016	4.561
 6.5	iso	0.014	  5.022	4.561
 6.5	iso	0.014	  5.027	4.562
 6.5	iso	0.014	  5.032	4.562
 6.5	iso	0.014	  5.037	4.562
 6.5	iso	0.014	  5.042	4.562
 6.5	iso	0.014	  5.048	4.563
 6.5	iso	0.014	  5.053	4.563
 6.5	iso	0.014	  5.058	4.564
 6.5	iso	0.014	  5.063	4.564
 6.5	iso	0.014	  5.068	4.564
 6.5	iso	0.014	  5.073	4.564
 6.5	iso	0.014	  5.078	4.565
 6.5	iso	0.014	  5.083	4.565
 6.5	iso	0.014	  5.088	4.565
 6.5	iso	0.014	  5.093	4.566
 6.5	iso	0.014	  5.098	4.566
 6.5	iso	0.014	  5.103	4.566
 6.5	iso	0.014	  5.108	4.566
 6.5	iso	0.014	  5.113	4.567
 6.5	iso	0.014	  5.118	4.567
 6.5	iso	0.014	  5.122	4.567
 6.5	iso	0.014	  5.127	4.568
 6.5	iso	0.014	  5.132	4.568
 6.5	iso	0.014	  5.137	4.568
 6.5	iso	0.014	  5.142	4.568
 6.5	iso	0.014	  5.146	4.569
 6.5	iso	0.014	  5.151	4.569
 6.5	iso	0.014	  5.156	4.569
 6.5	iso	0.014	  5.161	4.569
 6.5	iso	0.014	  5.165	4.570
 6.5	iso	0.014	  5.170	4.570
 6.5	iso	0.014	  5.174	4.570
 6.5	iso	0.014	  5.179	4.570
 6.5	iso	0.014	  5.184	4.570
 6.5	iso	0.014	  5.188	4.570
 6.5	iso	0.014	  5.193	4.571
 6.5	iso	0.014	  5.197	4.571
 6.5	iso	0.014	  5.202	4.571
 6.5	iso	0.014	  5.206	4.571
 6.5	iso	0.014	  5.211	4.571
 6.5	iso	0.014	  5.216	4.572
 6.5	iso	0.014	  5.220	4.572
 6.5	iso	0.014	  5.224	4.572
 6.5	iso	0.014	  5.229	4.572
 6.5	iso	0.014	  5.233	4.572
 6.5	iso	0.014	  5.238	4.572
 6.5	iso	0.014	  5.242	4.572
 6.5	iso	0.014	  5.246	4.572
 6.5	iso	0.014	  5.251	4.573
 6.5	iso	0.014	  5.255	4.573
 6.5	iso	0.014	  5.259	4.573
 6.5	iso	0.014	  5.263	4.573
 6.5	iso	0.014	  5.268	4.573
 6.5	iso	0.014	  5.272	4.573
 6.5	iso	0.014	  5.276	4.573
 6.5	iso	0.014	  5.279	4.573
 6.5	iso	0.014	  5.283	4.573
 6.5	iso	0.014	  5.287	4.573
 6.5	iso	0.014	  5.291	4.573
 6.5	iso	0.014	  5.294	4.573
 6.5	iso	0.014	  5.298	4.573
 6.5	iso	0.014	  5.302	4.573
 6.5	iso	0.014	  5.306	4.573
 6.5	iso	0.014	  5.309	4.573
 6.5	iso	0.014	  5.313	4.573
 6.5	iso	0.014	  5.317	4.573
 6.5	iso	0.014	  5.320	4.573
 6.5	iso	0.014	  5.324	4.573
 6.5	iso	0.014	  5.328	4.573
 6.5	iso	0.014	  5.331	4.573
 6.5	iso	0.014	  5.335	4.573
 6.5	iso	0.014	  5.338	4.573
 6.5	iso	0.014	  5.342	4.573
 6.5	iso	0.014	  5.346	4.573
 6.5	iso	0.014	  5.349	4.573
 6.5	iso	0.014	  5.353	4.573
 6.5	iso	0.014	  5.356	4.573
 6.5	iso	0.014	  5.360	4.573
 6.5	iso	0.014	  5.364	4.573
 6.5	iso	0.014	  5.367	4.573
 6.5	iso	0.014	  5.370	4.573
 6.5	iso	0.014	  5.374	4.573
 6.5	iso	0.014	  5.377	4.573
 6.5	iso	0.014	  5.381	4.572
 6.5	iso	0.014	  5.384	4.572
 6.5	iso	0.014	  5.388	4.572
 6.5	iso	0.014	  5.391	4.572
 6.5	iso	0.014	  5.395	4.572
 6.5	iso	0.014	  5.398	4.572
 6.5	iso	0.014	  5.402	4.572
 6.5	iso	0.014	  5.405	4.572
 6.5	iso	0.014	  5.408	4.572
 6.5	iso	0.014	  5.412	4.572
 6.5	iso	0.014	  5.415	4.571
 6.5	iso	0.014	  5.418	4.571
 6.5	iso	0.014	  5.422	4.571
 6.5	iso	0.014	  5.425	4.571
 6.5	iso	0.014	  5.428	4.571
 6.5	iso	0.014	  5.431	4.571
 6.5	iso	0.014	  5.435	4.571
 6.5	iso	0.014	  5.438	4.570
 6.5	iso	0.014	  5.441	4.570
 6.5	iso	0.014	  5.444	4.570
 6.5	iso	0.014	  5.448	4.570
 6.5	iso	0.014	  5.451	4.570
 6.5	iso	0.014	  5.454	4.570
 6.5	iso	0.014	  5.457	4.569
 6.5	iso	0.014	  5.460	4.569
 6.5	iso	0.014	  5.464	4.569
 6.5	iso	0.014	  5.467	4.569
 6.5	iso	0.014	  5.470	4.568
 6.5	iso	0.014	  5.473	4.568
 6.5	iso	0.014	  5.476	4.568
 6.5	iso	0.014	  5.480	4.568
 6.5	iso	0.014	  5.483	4.568
 6.5	iso	0.014	  5.486	4.567
 6.5	iso	0.014	  5.489	4.567
 6.5	iso	0.014	  5.492	4.567
 6.5	iso	0.014	  5.495	4.567
 6.5	iso	0.014	  5.498	4.566
 6.5	iso	0.014	  5.501	4.566
 6.5	iso	0.014	  5.504	4.566
 6.5	iso	0.014	  5.506	4.566
 6.5	iso	0.014	  5.509	4.566
 6.5	iso	0.014	  5.512	4.565
 6.5	iso	0.014	  5.514	4.565
 6.5	iso	0.014	  5.517	4.565
 6.5	iso	0.014	  5.520	4.565
 6.5	iso	0.014	  5.522	4.564
 6.5	iso	0.014	  5.525	4.564
 6.5	iso	0.014	  5.528	4.564
 6.5	iso	0.014	  5.530	4.564
 6.5	iso	0.014	  5.533	4.563
 6.5	iso	0.014	  5.536	4.563
 6.5	iso	0.014	  5.538	4.563
 6.5	iso	0.014	  5.541	4.562
 6.5	iso	0.014	  5.543	4.562
 6.5	iso	0.014	  5.546	4.562
 6.5	iso	0.014	  5.548	4.562
 6.5	iso	0.014	  5.551	4.561
 6.5	iso	0.014	  5.554	4.561
 6.5	iso	0.014	  5.556	4.560
 6.5	iso	0.014	  5.559	4.560
 6.5	iso	0.014	  5.561	4.560
 6.5	iso	0.014	  5.564	4.560
 6.5	iso	0.014	  5.566	4.559
 6.5	iso	0.014	  5.569	4.559
 6.5	iso	0.014	  5.571	4.559
 6.5	iso	0.014	  5.574	4.558
 6.5	iso	0.014	  5.576	4.558
 6.5	iso	0.014	  5.579	4.558
 6.5	iso	0.014	  5.581	4.557
 6.5	iso	0.014	  5.584	4.557
 6.5	iso	0.014	  5.586	4.556
 6.5	iso	0.014	  5.589	4.556
 6.5	iso	0.014	  5.591	4.556
 6.5	iso	0.014	  5.594	4.556
 6.5	iso	0.014	  5.596	4.555
 6.5	iso	0.014	  5.598	4.555
 6.5	iso	0.014	  5.601	4.554
 6.5	iso	0.014	  5.603	4.554
 6.5	iso	0.014	  5.606	4.554
 6.5	iso	0.014	  5.608	4.553
 6.5	iso	0.014	  5.611	4.553
 6.5	iso	0.014	  5.613	4.552
 6.5	iso	0.014	  5.615	4.552
 6.5	iso	0.014	  5.618	4.552
 6.5	iso	0.014	  5.620	4.551
 6.5	iso	0.014	  5.622	4.551
 6.5	iso	0.014	  5.625	4.550
 6.5	iso	0.014	  5.627	4.550
 6.5	iso	0.014	  5.630	4.549
 6.5	iso	0.014	  5.632	4.549
 6.5	iso	0.014	  5.634	4.548
 6.5	iso	0.014	  5.636	4.548
 6.5	iso	0.014	  5.639	4.548
 6.5	iso	0.014	  5.641	4.547
 6.5	iso	0.014	  5.644	4.546
 6.5	iso	0.014	  5.646	4.546
 6.5	iso	0.014	  5.648	4.546
 6.5	iso	0.014	  5.650	4.545
 6.5	iso	0.014	  5.653	4.545
 6.5	iso	0.014	  5.655	4.544
 6.5	iso	0.014	  5.657	4.544
 6.5	iso	0.014	  5.660	4.543
 6.5	iso	0.014	  5.662	4.543
 6.5	iso	0.014	  5.664	4.542
 6.5	iso	0.014	  5.666	4.542
 6.5	iso	0.014	  5.668	4.541
 6.5	iso	0.014	  5.671	4.540
 6.5	iso	0.014	  5.673	4.540
 6.5	iso	0.014	  5.675	4.539
 6.5	iso	0.014	  5.678	4.539
 6.5	iso	0.014	  5.680	4.538
 6.5	iso	0.014	  5.682	4.538
 6.5	iso	0.014	  5.684	4.537
 6.5	iso	0.014	  5.686	4.536
 6.5	iso	0.014	  5.688	4.536
 6.5	iso	0.014	  5.691	4.535
 6.5	iso	0.014	  5.693	4.535
 6.5	iso	0.014	  5.695	4.534
 6.5	iso	0.014	  5.697	4.534
 6.5	iso	0.014	  5.700	4.533
 6.5	iso	0.014	  5.702	4.532
 6.5	iso	0.014	  5.704	4.532
 6.5	iso	0.014	  5.706	4.531
 6.5	iso	0.014	  5.708	4.530
 6.5	iso	0.014	  5.710	4.530
 6.5	iso	0.014	  5.712	4.529
 6.5	iso	0.014	  5.715	4.528
 6.5	iso	0.014	  5.717	4.528
 6.5	iso	0.014	  5.719	4.527
 6.5	iso	0.014	  5.721	4.526
 6.5	iso	0.014	  5.723	4.526
 6.5	iso	0.014	  5.725	4.525
 6.5	iso	0.014	  5.727	4.524
 6.5	iso	0.014	  5.729	4.524
 6.5	iso	0.014	  5.732	4.523
 6.5	iso	0.014	  5.734	4.522
 6.5	iso	0.014	  5.736	4.522
 6.5	iso	0.014	  5.738	4.521
 6.5	iso	0.014	  5.740	4.520
 6.5	iso	0.014	  5.742	4.519
 6.5	iso	0.014	  5.744	4.518
 6.5	iso	0.014	  5.746	4.518
 6.5	iso	0.014	  5.748	4.517
