#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T23:52:02 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T23:52:02	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&&-ref=VIZ654d5c4f1a99a0&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=20
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
 20.00	 0.014	  4.857	4.484
 20.00	 0.014	  4.860	4.482
 20.00	 0.014	  4.864	4.480
 20.00	 0.014	  4.868	4.478
 20.00	 0.014	  4.871	4.476
 20.00	 0.014	  4.875	4.473
 20.00	 0.014	  4.879	4.471
 20.00	 0.014	  4.882	4.469
 20.00	 0.014	  4.886	4.466
 20.00	 0.014	  4.889	4.464
 20.00	 0.014	  4.893	4.461
 20.00	 0.014	  4.897	4.459
 20.00	 0.014	  4.900	4.456
 20.00	 0.014	  4.903	4.454
 20.00	 0.014	  4.907	4.451
 20.00	 0.014	  4.910	4.448
 20.00	 0.014	  4.914	4.445
 20.00	 0.014	  4.917	4.442
 20.00	 0.014	  4.921	4.440
 20.00	 0.014	  4.924	4.437
 20.00	 0.014	  4.928	4.434
 20.00	 0.014	  4.931	4.431
 20.00	 0.014	  4.935	4.428
 20.00	 0.014	  4.938	4.426
 20.00	 0.014	  4.942	4.423
 20.00	 0.014	  4.945	4.421
 20.00	 0.014	  4.949	4.420
 20.00	 0.014	  4.953	4.417
 20.00	 0.014	  4.954	4.417
 20.00	 0.014	  4.954	4.417
 20.00	 0.014	  4.955	4.417
 20.00	 0.014	  4.955	4.417
 20.00	 0.014	  4.956	4.418
 20.00	 0.014	  4.956	4.418
 20.00	 0.014	  4.957	4.418
 20.00	 0.014	  4.957	4.418
 20.00	 0.014	  4.958	4.419
 20.00	 0.014	  4.958	4.419
 20.00	 0.014	  4.959	4.419
 20.00	 0.014	  4.960	4.420
 20.00	 0.014	  4.960	4.420
 20.00	 0.014	  4.961	4.421
 20.00	 0.014	  4.962	4.422
 20.00	 0.014	  4.963	4.423
 20.00	 0.014	  4.963	4.424
 20.00	 0.014	  4.964	4.425
 20.00	 0.014	  4.966	4.427
 20.00	 0.014	  4.967	4.429
 20.00	 0.014	  4.969	4.431
 20.00	 0.014	  4.971	4.434
 20.00	 0.014	  4.974	4.439
 20.00	 0.014	  4.980	4.446
 20.00	 0.014	  5.001	4.467
 20.00	 0.014	  5.001	4.467
 20.00	 0.014	  5.001	4.467
 20.00	 0.014	  5.002	4.467
 20.00	 0.014	  5.002	4.467
 20.00	 0.014	  5.001	4.466
 20.00	 0.014	  5.001	4.465
 20.00	 0.014	  5.001	4.464
 20.00	 0.014	  5.000	4.461
 20.00	 0.014	  4.999	4.459
 20.00	 0.014	  4.999	4.458
 20.00	 0.014	  4.999	4.456
 20.00	 0.014	  5.000	4.454
 20.00	 0.014	  5.000	4.452
 20.00	 0.014	  5.001	4.450
 20.00	 0.014	  5.001	4.448
 20.00	 0.014	  5.001	4.445
 20.00	 0.014	  5.002	4.441
 20.00	 0.014	  5.003	4.439
 20.00	 0.014	  5.004	4.436
 20.00	 0.014	  5.005	4.434
 20.00	 0.014	  5.007	4.429
 20.00	 0.014	  5.008	4.427
 20.00	 0.014	  5.009	4.424
 20.00	 0.014	  5.010	4.421
 20.00	 0.014	  5.013	4.416
 20.00	 0.014	  5.014	4.414
 20.00	 0.014	  5.015	4.411
 20.00	 0.014	  5.016	4.408
 20.00	 0.014	  5.017	4.406
 20.00	 0.014	  5.019	4.400
 20.00	 0.014	  5.020	4.398
 20.00	 0.014	  5.021	4.395
 20.00	 0.014	  5.022	4.392
 20.00	 0.014	  5.024	4.386
 20.00	 0.014	  5.025	4.383
 20.00	 0.014	  5.025	4.380
 20.00	 0.014	  5.026	4.377
 20.00	 0.014	  5.027	4.371
 20.00	 0.014	  5.028	4.368
 20.00	 0.014	  5.029	4.365
 20.00	 0.014	  5.029	4.362
 20.00	 0.014	  5.031	4.359
 20.00	 0.014	  5.033	4.353
 20.00	 0.014	  5.034	4.350
 20.00	 0.014	  5.034	4.347
 20.00	 0.014	  5.035	4.344
 20.00	 0.014	  5.036	4.338
 20.00	 0.014	  5.037	4.335
 20.00	 0.014	  5.037	4.331
 20.00	 0.014	  5.038	4.328
 20.00	 0.014	  5.038	4.322
 20.00	 0.014	  5.039	4.318
 20.00	 0.014	  5.039	4.315
 20.00	 0.014	  5.039	4.311
 20.00	 0.014	  5.040	4.304
 20.00	 0.014	  5.040	4.301
 20.00	 0.014	  5.040	4.297
 20.00	 0.014	  5.040	4.294
 20.00	 0.014	  5.041	4.290
 20.00	 0.014	  5.041	4.283
 20.00	 0.014	  5.041	4.279
 20.00	 0.014	  5.042	4.275
 20.00	 0.014	  5.042	4.271
 20.00	 0.014	  5.044	4.264
 20.00	 0.014	  5.044	4.262
 20.00	 0.014	  5.045	4.256
 20.00	 0.014	  5.045	4.252
 20.00	 0.014	  5.046	4.246
 20.00	 0.014	  5.047	4.243
 20.00	 0.014	  5.048	4.239
 20.00	 0.014	  5.049	4.234
 20.00	 0.014	  5.050	4.230
 20.00	 0.014	  5.052	4.225
 20.00	 0.014	  5.053	4.221
 20.00	 0.014	  5.054	4.217
 20.00	 0.014	  5.056	4.213
 20.00	 0.014	  5.057	4.209
 20.00	 0.014	  5.059	4.206
 20.00	 0.014	  5.060	4.202
 20.00	 0.014	  5.062	4.199
 20.00	 0.014	  5.079	4.111
 20.00	 0.014	  5.078	4.089
 20.00	 0.014	  5.076	4.075
 20.00	 0.014	  5.075	4.062
 20.00	 0.014	  5.075	4.049
 20.00	 0.014	  5.074	4.035
 20.00	 0.014	  5.072	4.017
 20.00	 0.014	  5.072	3.998
 20.00	 0.014	  5.071	3.977
 20.00	 0.014	  5.070	3.957
 20.00	 0.014	  5.069	3.928
 20.00	 0.014	  5.068	3.903
 20.00	 0.014	  5.069	3.876
 20.00	 0.014	  5.069	3.850
 20.00	 0.014	  5.068	3.808
 20.00	 0.014	  5.064	3.735
 20.00	 0.014	  5.031	3.577
 20.00	 0.014	  5.035	3.572
 20.00	 0.014	  5.036	3.571
 20.00	 0.014	  5.036	3.571
 20.00	 0.014	  5.036	3.570
 20.00	 0.014	  5.036	3.570
 20.00	 0.014	  5.036	3.570
 20.00	 0.014	  5.036	3.570
 20.00	 0.014	  5.036	3.570
 20.00	 0.014	  5.037	3.570
 20.00	 0.014	  5.037	3.570
 20.00	 0.014	  5.037	3.570
 20.00	 0.014	  5.037	3.570
 20.00	 0.014	  5.037	3.570
 20.00	 0.014	  5.037	3.570
 20.00	 0.014	  5.037	3.570
 20.00	 0.014	  5.037	3.570
 20.00	 0.014	  5.037	3.569
 20.00	 0.014	  5.037	3.569
 20.00	 0.014	  5.037	3.569
 20.00	 0.014	  5.037	3.569
 20.00	 0.014	  5.037	3.569
 20.00	 0.014	  5.037	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.039	3.569
 20.00	 0.014	  5.039	3.569
 20.00	 0.014	  5.038	3.569
 20.00	 0.014	  5.039	3.569
 20.00	 0.014	  5.039	3.570
 20.00	 0.014	  5.039	3.570
 20.00	 0.014	  5.039	3.570
 20.00	 0.014	  5.039	3.570
 20.00	 0.014	  5.039	3.570
 20.00	 0.014	  5.039	3.570
 20.00	 0.014	  5.039	3.570
 20.00	 0.014	  5.038	3.570
 20.00	 0.014	  5.038	3.570
 20.00	 0.014	  5.037	3.570
 20.00	 0.014	  5.038	3.570
 20.00	 0.014	  5.039	3.570
 20.00	 0.014	  5.038	3.570
 20.00	 0.014	  5.038	3.570
 20.00	 0.014	  5.037	3.571
 20.00	 0.014	  5.038	3.570
 20.00	 0.014	  5.038	3.571
 20.00	 0.014	  5.038	3.571
 20.00	 0.014	  5.037	3.571
 20.00	 0.014	  5.037	3.571
 20.00	 0.014	  5.037	3.571
 20.00	 0.014	  5.037	3.571
 20.00	 0.014	  5.037	3.572
 20.00	 0.014	  5.037	3.572
 20.00	 0.014	  5.037	3.572
 20.00	 0.014	  5.036	3.573
 20.00	 0.014	  5.036	3.572
 20.00	 0.014	  5.036	3.573
 20.00	 0.014	  5.036	3.573
 20.00	 0.014	  5.035	3.573
 20.00	 0.014	  5.034	3.573
 20.00	 0.014	  5.034	3.574
 20.00	 0.014	  5.033	3.574
 20.00	 0.014	  5.033	3.574
 20.00	 0.014	  5.033	3.574
 20.00	 0.014	  5.033	3.574
 20.00	 0.014	  5.033	3.575
 20.00	 0.014	  5.033	3.575
 20.00	 0.014	  5.032	3.575
 20.00	 0.014	  5.032	3.575
 20.00	 0.014	  5.032	3.575
 20.00	 0.014	  5.033	3.575
 20.00	 0.014	  5.032	3.575
 20.00	 0.014	  5.032	3.575
 20.00	 0.014	  5.032	3.575
 20.00	 0.014	  5.031	3.575
 20.00	 0.014	  5.031	3.575
 20.00	 0.014	  5.031	3.575
 20.00	 0.014	  5.030	3.575
 20.00	 0.014	  5.031	3.575
 20.00	 0.014	  5.031	3.575
 20.00	 0.014	  5.030	3.576
 20.00	 0.014	  5.030	3.576
 20.00	 0.014	  5.030	3.576
 20.00	 0.014	  5.030	3.576
 20.00	 0.014	  5.030	3.576
 20.00	 0.014	  5.031	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.575
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.030	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.028	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.577
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.030	3.576
 20.00	 0.014	  5.030	3.577
 20.00	 0.014	  5.029	3.576
 20.00	 0.014	  5.030	3.577
 20.00	 0.014	  5.031	3.576
 20.00	 0.014	  5.031	3.576
 20.00	 0.014	  5.032	3.577
 20.00	 0.014	  5.031	3.576
 20.00	 0.014	  5.032	3.576
 20.00	 0.014	  5.033	3.576
 20.00	 0.014	  5.034	3.576
 20.00	 0.014	  5.034	3.576
 20.00	 0.014	  5.035	3.576
 20.00	 0.014	  5.036	3.576
 20.00	 0.014	  5.038	3.576
 20.00	 0.014	  5.041	3.576
 20.00	 0.014	  5.057	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.059	3.574
 20.00	 0.014	  5.178	3.573
 20.00	 0.014	  5.180	3.573
 20.00	 0.014	  5.181	3.572
 20.00	 0.014	  5.181	3.572
 20.00	 0.014	  5.181	3.573
 20.00	 0.014	  5.181	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.185	3.573
 20.00	 0.014	  5.178	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  5.183	3.573
 20.00	 0.014	  5.183	3.573
 20.00	 0.014	  5.183	3.573
 20.00	 0.014	  5.183	3.573
 20.00	 0.014	  5.183	3.573
 20.00	 0.014	  5.183	3.573
 20.00	 0.014	  5.184	3.573
 20.00	 0.014	  5.182	3.573
 20.00	 0.014	  4.610	4.542
 20.00	 0.014	  4.608	4.541
 20.00	 0.014	  4.613	4.539
 20.00	 0.014	  4.617	4.538
 20.00	 0.014	  4.623	4.536
 20.00	 0.014	  4.628	4.535
 20.00	 0.014	  4.633	4.535
 20.00	 0.014	  4.638	4.534
 20.00	 0.014	  4.644	4.533
 20.00	 0.014	  4.649	4.533
 20.00	 0.014	  4.655	4.532
 20.00	 0.014	  4.660	4.531
 20.00	 0.014	  4.666	4.531
 20.00	 0.014	  4.671	4.530
 20.00	 0.014	  4.677	4.530
 20.00	 0.014	  4.682	4.529
 20.00	 0.014	  4.688	4.528
 20.00	 0.014	  4.693	4.528
 20.00	 0.014	  4.699	4.527
 20.00	 0.014	  4.704	4.526
 20.00	 0.014	  4.710	4.526
 20.00	 0.014	  4.715	4.525
 20.00	 0.014	  4.721	4.524
 20.00	 0.014	  4.726	4.524
 20.00	 0.014	  4.732	4.523
 20.00	 0.014	  4.737	4.522
 20.00	 0.014	  4.743	4.521
 20.00	 0.014	  4.749	4.520
 20.00	 0.014	  4.754	4.519
 20.00	 0.014	  4.760	4.518
 20.00	 0.014	  4.765	4.517
 20.00	 0.014	  4.771	4.516
 20.00	 0.014	  4.777	4.515
 20.00	 0.014	  4.783	4.514
 20.00	 0.014	  4.788	4.513
 20.00	 0.014	  4.794	4.512
 20.00	 0.014	  4.800	4.511
 20.00	 0.014	  4.805	4.510
 20.00	 0.014	  4.811	4.508
 20.00	 0.014	  4.817	4.507
 20.00	 0.014	  4.822	4.506
 20.00	 0.014	  4.828	4.504
 20.00	 0.014	  4.834	4.503
 20.00	 0.014	  4.839	4.502
 20.00	 0.014	  4.845	4.500
 20.00	 0.014	  4.851	4.499
 20.00	 0.014	  4.856	4.497
 20.00	 0.014	  4.862	4.496
 20.00	 0.014	  4.868	4.494
 20.00	 0.014	  4.873	4.492
 20.00	 0.014	  4.879	4.491
 20.00	 0.014	  4.884	4.489
 20.00	 0.014	  4.890	4.487
 20.00	 0.014	  4.896	4.485
 20.00	 0.014	  4.901	4.483
 20.00	 0.014	  4.907	4.481
 20.00	 0.014	  4.912	4.479
 20.00	 0.014	  4.918	4.477
 20.00	 0.014	  4.923	4.475
 20.00	 0.014	  4.928	4.473
 20.00	 0.014	  4.934	4.471
 20.00	 0.014	  4.939	4.468
 20.00	 0.014	  4.944	4.466
 20.00	 0.014	  4.950	4.463
 20.00	 0.014	  4.955	4.461
 20.00	 0.014	  4.960	4.459
 20.00	 0.014	  4.965	4.456
 20.00	 0.014	  4.971	4.453
 20.00	 0.014	  4.976	4.450
 20.00	 0.014	  4.981	4.448
 20.00	 0.014	  4.986	4.445
 20.00	 0.014	  4.991	4.442
 20.00	 0.014	  4.995	4.439
 20.00	 0.014	  5.000	4.437
 20.00	 0.014	  5.005	4.434
 20.00	 0.014	  5.010	4.431
 20.00	 0.014	  5.014	4.428
 20.00	 0.014	  5.019	4.425
 20.00	 0.014	  5.023	4.423
 20.00	 0.014	  5.027	4.420
 20.00	 0.014	  5.031	4.418
 20.00	 0.014	  5.036	4.415
 20.00	 0.014	  5.040	4.414
 20.00	 0.014	  5.044	4.412
 20.00	 0.014	  5.048	4.411
 20.00	 0.014	  5.049	4.411
 20.00	 0.014	  5.050	4.412
 20.00	 0.014	  5.050	4.411
 20.00	 0.014	  5.051	4.411
 20.00	 0.014	  5.051	4.412
 20.00	 0.014	  5.052	4.412
 20.00	 0.014	  5.052	4.412
 20.00	 0.014	  5.053	4.412
 20.00	 0.014	  5.054	4.413
 20.00	 0.014	  5.054	4.413
 20.00	 0.014	  5.055	4.413
 20.00	 0.014	  5.056	4.414
 20.00	 0.014	  5.056	4.414
 20.00	 0.014	  5.057	4.415
 20.00	 0.014	  5.058	4.416
 20.00	 0.014	  5.059	4.417
 20.00	 0.014	  5.059	4.418
 20.00	 0.014	  5.060	4.419
 20.00	 0.014	  5.062	4.420
 20.00	 0.014	  5.063	4.422
 20.00	 0.014	  5.064	4.425
 20.00	 0.014	  5.066	4.429
 20.00	 0.014	  5.069	4.435
 20.00	 0.014	  5.075	4.444
 20.00	 0.014	  5.099	4.467
 20.00	 0.014	  5.097	4.467
 20.00	 0.014	  5.097	4.466
 20.00	 0.014	  5.096	4.466
 20.00	 0.014	  5.095	4.465
 20.00	 0.014	  5.094	4.464
 20.00	 0.014	  5.094	4.463
 20.00	 0.014	  5.094	4.461
 20.00	 0.014	  5.093	4.460
 20.00	 0.014	  5.094	4.457
 20.00	 0.014	  5.095	4.455
 20.00	 0.014	  5.095	4.453
 20.00	 0.014	  5.097	4.449
 20.00	 0.014	  5.097	4.447
 20.00	 0.014	  5.099	4.443
 20.00	 0.014	  5.099	4.441
 20.00	 0.014	  5.101	4.436
 20.00	 0.014	  5.102	4.434
 20.00	 0.014	  5.104	4.428
 20.00	 0.014	  5.104	4.426
 20.00	 0.014	  5.105	4.423
 20.00	 0.014	  5.108	4.418
 20.00	 0.014	  5.109	4.415
 20.00	 0.014	  5.111	4.409
 20.00	 0.014	  5.112	4.406
 20.00	 0.014	  5.115	4.400
 20.00	 0.014	  5.116	4.397
 20.00	 0.014	  5.118	4.391
 20.00	 0.014	  5.119	4.387
 20.00	 0.014	  5.120	4.384
 20.00	 0.014	  5.123	4.378
 20.00	 0.014	  5.124	4.375
 20.00	 0.014	  5.126	4.368
 20.00	 0.014	  5.127	4.365
 20.00	 0.014	  5.129	4.359
 20.00	 0.014	  5.130	4.355
 20.00	 0.014	  5.132	4.349
 20.00	 0.014	  5.133	4.345
 20.00	 0.014	  5.134	4.342
 20.00	 0.014	  5.136	4.335
 20.00	 0.014	  5.136	4.332
 20.00	 0.014	  5.138	4.324
 20.00	 0.014	  5.139	4.321
 20.00	 0.014	  5.141	4.313
 20.00	 0.014	  5.141	4.309
 20.00	 0.014	  5.143	4.302
 20.00	 0.014	  5.143	4.298
 20.00	 0.014	  5.145	4.290
 20.00	 0.014	  5.145	4.286
 20.00	 0.014	  5.146	4.282
 20.00	 0.014	  5.147	4.275
 20.00	 0.014	  5.148	4.271
 20.00	 0.014	  5.149	4.263
 20.00	 0.014	  5.150	4.258
 20.00	 0.014	  5.151	4.249
 20.00	 0.014	  5.151	4.245
 20.00	 0.014	  5.152	4.236
 20.00	 0.014	  5.153	4.231
 20.00	 0.014	  5.153	4.226
 20.00	 0.014	  5.154	4.218
 20.00	 0.014	  5.154	4.213
 20.00	 0.014	  5.155	4.204
 20.00	 0.014	  5.155	4.200
 20.00	 0.014	  5.156	4.191
 20.00	 0.014	  5.156	4.186
 20.00	 0.014	  5.157	4.179
 20.00	 0.014	  5.158	4.172
 20.00	 0.014	  5.158	4.165
 20.00	 0.014	  5.159	4.158
 20.00	 0.014	  5.160	4.152
 20.00	 0.014	  5.161	4.145
 20.00	 0.014	  5.161	4.140
 20.00	 0.014	  5.163	4.133
 20.00	 0.014	  5.164	4.127
 20.00	 0.014	  5.165	4.120
 20.00	 0.014	  5.166	4.115
 20.00	 0.014	  5.167	4.109
 20.00	 0.014	  5.168	4.104
 20.00	 0.014	  5.169	4.099
 20.00	 0.014	  5.170	4.093
 20.00	 0.014	  5.171	4.088
 20.00	 0.014	  5.185	3.916
 20.00	 0.014	  5.186	3.893
 20.00	 0.014	  5.187	3.884
 20.00	 0.014	  5.188	3.876
 20.00	 0.014	  5.189	3.869
 20.00	 0.014	  5.190	3.859
 20.00	 0.014	  5.190	3.844
 20.00	 0.014	  5.191	3.829
 20.00	 0.014	  5.191	3.816
 20.00	 0.014	  5.187	3.750
 20.00	 0.014	  5.168	3.600
 20.00	 0.014	  5.167	3.583
 20.00	 0.014	  5.165	3.579
 20.00	 0.014	  5.164	3.578
 20.00	 0.014	  5.162	3.577
 20.00	 0.014	  5.161	3.577
 20.00	 0.014	  5.160	3.579
 20.00	 0.014	  5.155	3.577
 20.00	 0.014	  5.153	3.578
 20.00	 0.014	  5.152	3.579
 20.00	 0.014	  5.151	3.579
 20.00	 0.014	  5.151	3.579
 20.00	 0.014	  5.151	3.579
 20.00	 0.014	  5.151	3.579
 20.00	 0.014	  5.151	3.579
 20.00	 0.014	  5.151	3.579
 20.00	 0.014	  5.151	3.579
