#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-10T01:07:31 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-10T01:07:31	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=1000
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146/iso&HTTPPRM:&-out.max=50&-out.form=HTML Table&-oc.form=sexa&
#-source=J/A+A/537/A146/iso
#-order=I
#-out=logAge
#logAge=7.5
#-out=iso
#iso=iso
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=1000	

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	logAge	(F4.1)	Initial age	[ucd=time.age]
#Column	iso	(A3)	Isochrone for this age	[ucd=meta.ref.url]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
logAge	iso	Zini	logL	logTe
 7.5	iso	0.014	  0.316	3.806
 7.5	iso	0.014	  0.328	3.808
 7.5	iso	0.014	  0.341	3.810
 7.5	iso	0.014	  0.353	3.811
 7.5	iso	0.014	  0.366	3.813
 7.5	iso	0.014	  0.390	3.816
 7.5	iso	0.014	  0.415	3.819
 7.5	iso	0.014	  0.439	3.822
 7.5	iso	0.014	  0.463	3.825
 7.5	iso	0.014	  0.474	3.826
 7.5	iso	0.014	  0.485	3.828
 7.5	iso	0.014	  0.496	3.830
 7.5	iso	0.014	  0.507	3.831
 7.5	iso	0.014	  0.518	3.833
 7.5	iso	0.014	  0.529	3.835
 7.5	iso	0.014	  0.540	3.836
 7.5	iso	0.014	  0.551	3.838
 7.5	iso	0.014	  0.561	3.840
 7.5	iso	0.014	  0.572	3.841
 7.5	iso	0.014	  0.593	3.844
 7.5	iso	0.014	  0.614	3.848
 7.5	iso	0.014	  0.635	3.851
 7.5	iso	0.014	  0.655	3.854
 7.5	iso	0.014	  0.676	3.857
 7.5	iso	0.014	  0.695	3.861
 7.5	iso	0.014	  0.713	3.865
 7.5	iso	0.014	  0.732	3.869
 7.5	iso	0.014	  0.750	3.874
 7.5	iso	0.014	  0.768	3.878
 7.5	iso	0.014	  0.778	3.880
 7.5	iso	0.014	  0.795	3.884
 7.5	iso	0.014	  0.813	3.888
 7.5	iso	0.014	  0.831	3.891
 7.5	iso	0.014	  0.848	3.895
 7.5	iso	0.014	  0.866	3.899
 7.5	iso	0.014	  0.883	3.903
 7.5	iso	0.014	  0.900	3.907
 7.5	iso	0.014	  0.916	3.910
 7.5	iso	0.014	  0.932	3.914
 7.5	iso	0.014	  0.948	3.917
 7.5	iso	0.014	  0.964	3.920
 7.5	iso	0.014	  0.979	3.924
 7.5	iso	0.014	  0.994	3.927
 7.5	iso	0.014	  1.010	3.930
 7.5	iso	0.014	  1.025	3.933
 7.5	iso	0.014	  1.040	3.936
 7.5	iso	0.014	  1.054	3.940
 7.5	iso	0.014	  1.069	3.943
 7.5	iso	0.014	  1.084	3.946
 7.5	iso	0.014	  1.098	3.949
 7.5	iso	0.014	  1.113	3.952
 7.5	iso	0.014	  1.127	3.955
 7.5	iso	0.014	  1.141	3.958
 7.5	iso	0.014	  1.155	3.961
 7.5	iso	0.014	  1.169	3.964
 7.5	iso	0.014	  1.183	3.966
 7.5	iso	0.014	  1.196	3.969
 7.5	iso	0.014	  1.210	3.972
 7.5	iso	0.014	  1.223	3.975
 7.5	iso	0.014	  1.249	3.980
 7.5	iso	0.014	  1.274	3.984
 7.5	iso	0.014	  1.298	3.989
 7.5	iso	0.014	  1.323	3.994
 7.5	iso	0.014	  1.347	3.998
 7.5	iso	0.014	  1.371	4.002
 7.5	iso	0.014	  1.418	4.011
 7.5	iso	0.014	  1.463	4.019
 7.5	iso	0.014	  1.507	4.027
 7.5	iso	0.014	  1.550	4.035
 7.5	iso	0.014	  1.592	4.043
 7.5	iso	0.014	  1.632	4.050
 7.5	iso	0.014	  1.671	4.056
 7.5	iso	0.014	  1.709	4.062
 7.5	iso	0.014	  1.747	4.069
 7.5	iso	0.014	  1.783	4.075
 7.5	iso	0.014	  1.854	4.086
 7.5	iso	0.014	  1.922	4.098
 7.5	iso	0.014	  1.987	4.108
 7.5	iso	0.014	  2.050	4.118
 7.5	iso	0.014	  2.110	4.127
 7.5	iso	0.014	  2.169	4.136
 7.5	iso	0.014	  2.226	4.145
 7.5	iso	0.014	  2.281	4.153
 7.5	iso	0.014	  2.335	4.162
 7.5	iso	0.014	  2.388	4.170
 7.5	iso	0.014	  2.438	4.177
 7.5	iso	0.014	  2.486	4.184
 7.5	iso	0.014	  2.533	4.191
 7.5	iso	0.014	  2.580	4.198
 7.5	iso	0.014	  2.625	4.204
 7.5	iso	0.014	  2.670	4.211
 7.5	iso	0.014	  2.714	4.217
 7.5	iso	0.014	  2.757	4.223
 7.5	iso	0.014	  2.799	4.228
 7.5	iso	0.014	  2.840	4.234
 7.5	iso	0.014	  2.880	4.238
 7.5	iso	0.014	  2.919	4.243
 7.5	iso	0.014	  2.958	4.248
 7.5	iso	0.014	  2.996	4.252
 7.5	iso	0.014	  3.034	4.256
 7.5	iso	0.014	  3.072	4.260
 7.5	iso	0.014	  3.109	4.264
 7.5	iso	0.014	  3.147	4.268
 7.5	iso	0.014	  3.184	4.271
 7.5	iso	0.014	  3.220	4.274
 7.5	iso	0.014	  3.257	4.277
 7.5	iso	0.014	  3.294	4.279
 7.5	iso	0.014	  3.330	4.281
 7.5	iso	0.014	  3.367	4.283
 7.5	iso	0.014	  3.404	4.284
 7.5	iso	0.014	  3.439	4.285
 7.5	iso	0.014	  3.473	4.286
 7.5	iso	0.014	  3.507	4.286
 7.5	iso	0.014	  3.541	4.285
 7.5	iso	0.014	  3.576	4.284
 7.5	iso	0.014	  3.610	4.282
 7.5	iso	0.014	  3.646	4.279
 7.5	iso	0.014	  3.682	4.275
 7.5	iso	0.014	  3.719	4.271
 7.5	iso	0.014	  3.768	4.280
 7.5	iso	0.014	  3.817	4.270
 7.5	iso	0.014	  3.832	4.253
 7.5	iso	0.014	  3.840	4.237
 7.5	iso	0.014	  3.845	4.221
 7.5	iso	0.014	  3.847	4.204
 7.5	iso	0.014	  3.847	4.185
 7.5	iso	0.014	  3.846	4.174
 7.5	iso	0.014	  3.845	4.163
 7.5	iso	0.014	  3.844	4.157
 7.5	iso	0.014	  3.843	4.154
 7.5	iso	0.014	  3.843	4.151
 7.5	iso	0.014	  3.842	4.148
 7.5	iso	0.014	  3.841	4.144
 7.5	iso	0.014	  3.840	4.141
 7.5	iso	0.014	  3.840	4.137
 7.5	iso	0.014	  3.839	4.134
 7.5	iso	0.014	  3.838	4.130
 7.5	iso	0.014	  3.837	4.127
 7.5	iso	0.014	  3.836	4.123
 7.5	iso	0.014	  3.834	4.119
 7.5	iso	0.014	  3.833	4.114
 7.5	iso	0.014	  3.831	4.110
 7.5	iso	0.014	  3.828	4.102
 7.5	iso	0.014	  3.824	4.092
 7.5	iso	0.014	  3.820	4.082
 7.5	iso	0.014	  3.815	4.071
 7.5	iso	0.014	  3.810	4.060
 7.5	iso	0.014	  3.803	4.047
 7.5	iso	0.014	  3.795	4.033
 7.5	iso	0.014	  3.791	4.026
 7.5	iso	0.014	  3.787	4.018
 7.5	iso	0.014	  3.782	4.010
 7.5	iso	0.014	  3.777	4.002
 7.5	iso	0.014	  3.772	3.993
 7.5	iso	0.014	  3.766	3.984
 7.5	iso	0.014	  3.760	3.974
 7.5	iso	0.014	  3.756	3.968
 7.5	iso	0.014	  3.753	3.963
 7.5	iso	0.014	  3.749	3.958
 7.5	iso	0.014	  3.746	3.953
 7.5	iso	0.014	  3.742	3.947
 7.5	iso	0.014	  3.738	3.941
 7.5	iso	0.014	  3.733	3.934
 7.5	iso	0.014	  3.729	3.928
 7.5	iso	0.014	  3.724	3.921
 7.5	iso	0.014	  3.720	3.914
 7.5	iso	0.014	  3.715	3.907
 7.5	iso	0.014	  3.710	3.900
 7.5	iso	0.014	  3.704	3.893
 7.5	iso	0.014	  3.698	3.885
 7.5	iso	0.014	  3.692	3.876
 7.5	iso	0.014	  3.686	3.868
 7.5	iso	0.014	  3.680	3.859
 7.5	iso	0.014	  3.672	3.849
 7.5	iso	0.014	  3.665	3.839
 7.5	iso	0.014	  3.658	3.829
 7.5	iso	0.014	  3.650	3.818
 7.5	iso	0.014	  3.640	3.807
 7.5	iso	0.014	  3.631	3.795
 7.5	iso	0.014	  3.622	3.783
 7.5	iso	0.014	  3.610	3.769
 7.5	iso	0.014	  3.597	3.754
 7.5	iso	0.014	  3.583	3.738
 7.5	iso	0.014	  3.569	3.723
 7.5	iso	0.014	  3.550	3.709
 7.5	iso	0.014	  3.527	3.696
 7.5	iso	0.014	  3.504	3.683
 7.5	iso	0.014	  3.480	3.670
 7.5	iso	0.014	  3.461	3.662
 7.5	iso	0.014	  3.444	3.657
 7.5	iso	0.014	  3.427	3.651
 7.5	iso	0.014	  3.410	3.646
 7.5	iso	0.014	  3.418	3.640
 7.5	iso	0.014	  3.434	3.635
 7.5	iso	0.014	  3.463	3.629
 7.5	iso	0.014	  3.518	3.621
 7.5	iso	0.014	  3.573	3.614
 7.5	iso	0.014	  3.632	3.609
 7.5	iso	0.014	  3.691	3.603
 7.5	iso	0.014	  3.735	3.599
 7.5	iso	0.014	  3.762	3.596
 7.5	iso	0.014	  3.786	3.594
 7.5	iso	0.014	  3.798	3.593
 7.5	iso	0.014	  3.817	3.591
 7.5	iso	0.014	  3.837	3.589
 7.5	iso	0.014	  3.867	3.588
 7.5	iso	0.014	  3.880	3.587
 7.5	iso	0.014	  3.902	3.585
 7.5	iso	0.014	  3.913	3.585
 7.5	iso	0.014	  3.913	3.585
 7.5	iso	0.014	  3.912	3.585
 7.5	iso	0.014	  3.909	3.585
 7.5	iso	0.014	  3.898	3.586
 7.5	iso	0.014	  3.884	3.588
 7.5	iso	0.014	  3.866	3.589
 7.5	iso	0.014	  3.855	3.590
 7.5	iso	0.014	  3.844	3.591
 7.5	iso	0.014	  3.832	3.593
 7.5	iso	0.014	  3.820	3.594
 7.5	iso	0.014	  3.810	3.596
 7.5	iso	0.014	  3.799	3.598
 7.5	iso	0.014	  3.790	3.599
 7.5	iso	0.014	  3.782	3.600
 7.5	iso	0.014	  3.775	3.602
 7.5	iso	0.014	  3.770	3.603
 7.5	iso	0.014	  3.766	3.604
 7.5	iso	0.014	  3.764	3.605
 7.5	iso	0.014	  3.763	3.606
 7.5	iso	0.014	  3.764	3.606
 7.5	iso	0.014	  3.767	3.608
 7.5	iso	0.014	  3.772	3.610
 7.5	iso	0.014	  3.776	3.611
 7.5	iso	0.014	  3.781	3.612
 7.5	iso	0.014	  3.788	3.614
 7.5	iso	0.014	  3.791	3.614
 7.5	iso	0.014	  3.795	3.615
 7.5	iso	0.014	  3.799	3.617
 7.5	iso	0.014	  3.804	3.618
 7.5	iso	0.014	  3.809	3.620
 7.5	iso	0.014	  3.810	3.621
 7.5	iso	0.014	  3.811	3.622
 7.5	iso	0.014	  3.812	3.623
 7.5	iso	0.014	  3.813	3.624
 7.5	iso	0.014	  3.814	3.625
 7.5	iso	0.014	  3.816	3.626
 7.5	iso	0.014	  3.817	3.627
 7.5	iso	0.014	  3.818	3.628
 7.5	iso	0.014	  3.819	3.629
 7.5	iso	0.014	  3.820	3.630
 7.5	iso	0.014	  3.821	3.631
 7.5	iso	0.014	  3.823	3.632
 7.5	iso	0.014	  3.824	3.633
 7.5	iso	0.014	  3.825	3.634
 7.5	iso	0.014	  3.826	3.635
 7.5	iso	0.014	  3.829	3.637
 7.5	iso	0.014	  3.832	3.638
 7.5	iso	0.014	  3.836	3.640
 7.5	iso	0.014	  3.841	3.642
 7.5	iso	0.014	  3.848	3.643
 7.5	iso	0.014	  3.855	3.644
 7.5	iso	0.014	  3.866	3.646
 7.5	iso	0.014	  3.871	3.647
 7.5	iso	0.014	  3.875	3.648
 7.5	iso	0.014	  3.879	3.649
 7.5	iso	0.014	  3.883	3.651
 7.5	iso	0.014	  3.888	3.652
 7.5	iso	0.014	  3.892	3.654
 7.5	iso	0.014	  3.896	3.656
 7.5	iso	0.014	  3.900	3.657
 7.5	iso	0.014	  3.903	3.658
 7.5	iso	0.014	  3.905	3.659
 7.5	iso	0.014	  3.907	3.663
 7.5	iso	0.014	  3.910	3.666
 7.5	iso	0.014	  3.912	3.669
 7.5	iso	0.014	  3.914	3.672
 7.5	iso	0.014	  3.917	3.676
 7.5	iso	0.014	  3.919	3.679
 7.5	iso	0.014	  3.922	3.682
 7.5	iso	0.014	  3.924	3.686
 7.5	iso	0.014	  3.926	3.689
 7.5	iso	0.014	  3.929	3.692
 7.5	iso	0.014	  3.931	3.696
 7.5	iso	0.014	  3.934	3.699
 7.5	iso	0.014	  3.936	3.702
 7.5	iso	0.014	  3.938	3.705
 7.5	iso	0.014	  3.941	3.709
 7.5	iso	0.014	  3.942	3.713
 7.5	iso	0.014	  3.943	3.718
 7.5	iso	0.014	  3.944	3.723
 7.5	iso	0.014	  3.946	3.728
 7.5	iso	0.014	  3.947	3.733
 7.5	iso	0.014	  3.948	3.738
 7.5	iso	0.014	  3.949	3.743
 7.5	iso	0.014	  3.950	3.748
 7.5	iso	0.014	  3.951	3.753
 7.5	iso	0.014	  3.952	3.758
 7.5	iso	0.014	  3.954	3.762
 7.5	iso	0.014	  3.955	3.767
 7.5	iso	0.014	  3.956	3.772
 7.5	iso	0.014	  3.957	3.777
 7.5	iso	0.014	  3.958	3.782
 7.5	iso	0.014	  3.959	3.787
 7.5	iso	0.014	  3.960	3.790
 7.5	iso	0.014	  3.960	3.793
 7.5	iso	0.014	  3.961	3.796
 7.5	iso	0.014	  3.961	3.799
 7.5	iso	0.014	  3.962	3.802
 7.5	iso	0.014	  3.962	3.805
 7.5	iso	0.014	  3.963	3.808
 7.5	iso	0.014	  3.963	3.811
 7.5	iso	0.014	  3.964	3.814
 7.5	iso	0.014	  3.964	3.817
 7.5	iso	0.014	  3.964	3.820
 7.5	iso	0.014	  3.965	3.823
 7.5	iso	0.014	  3.965	3.826
 7.5	iso	0.014	  3.966	3.829
 7.5	iso	0.014	  3.966	3.832
 7.5	iso	0.014	  3.967	3.835
 7.5	iso	0.014	  3.967	3.837
 7.5	iso	0.014	  3.967	3.838
 7.5	iso	0.014	  3.967	3.840
 7.5	iso	0.014	  3.967	3.842
 7.5	iso	0.014	  3.968	3.844
 7.5	iso	0.014	  3.968	3.845
 7.5	iso	0.014	  3.968	3.849
 7.5	iso	0.014	  3.968	3.852
 7.5	iso	0.014	  3.969	3.856
 7.5	iso	0.014	  3.969	3.859
 7.5	iso	0.014	  3.970	3.862
 7.5	iso	0.014	  3.970	3.864
 7.5	iso	0.014	  3.970	3.866
 7.5	iso	0.014	  3.970	3.868
 7.5	iso	0.014	  3.970	3.870
 7.5	iso	0.014	  3.971	3.872
 7.5	iso	0.014	  3.971	3.874
 7.5	iso	0.014	  3.971	3.876
 7.5	iso	0.014	  3.972	3.879
 7.5	iso	0.014	  3.972	3.881
 7.5	iso	0.014	  3.972	3.883
 7.5	iso	0.014	  3.973	3.886
 7.5	iso	0.014	  3.974	3.889
 7.5	iso	0.014	  3.974	3.892
 7.5	iso	0.014	  3.976	3.894
 7.5	iso	0.014	  3.977	3.896
 7.5	iso	0.014	  3.978	3.898
 7.5	iso	0.014	  3.979	3.901
 7.5	iso	0.014	  3.980	3.903
 7.5	iso	0.014	  3.982	3.905
 7.5	iso	0.014	  3.983	3.907
 7.5	iso	0.014	  3.984	3.909
 7.5	iso	0.014	  3.985	3.910
 7.5	iso	0.014	  3.987	3.914
 7.5	iso	0.014	  3.988	3.918
 7.5	iso	0.014	  3.990	3.921
 7.5	iso	0.014	  3.992	3.923
 7.5	iso	0.014	  3.993	3.926
 7.5	iso	0.014	  3.995	3.929
 7.5	iso	0.014	  3.997	3.932
 7.5	iso	0.014	  3.999	3.936
 7.5	iso	0.014	  4.000	3.939
 7.5	iso	0.014	  4.002	3.943
 7.5	iso	0.014	  4.006	3.950
 7.5	iso	0.014	  4.009	3.956
 7.5	iso	0.014	  4.013	3.963
 7.5	iso	0.014	  4.016	3.970
 7.5	iso	0.014	  4.020	3.977
 7.5	iso	0.014	  4.024	3.984
 7.5	iso	0.014	  4.030	3.994
 7.5	iso	0.014	  4.035	4.000
 7.5	iso	0.014	  4.040	4.006
 7.5	iso	0.014	  4.048	4.014
 7.5	iso	0.014	  4.055	4.017
 7.5	iso	0.014	  4.056	4.011
 7.5	iso	0.014	  4.056	4.007
 7.5	iso	0.014	  4.056	4.001
 7.5	iso	0.014	  4.055	3.993
 7.5	iso	0.014	  4.053	3.984
 7.5	iso	0.014	  4.052	3.978
 7.5	iso	0.014	  4.050	3.972
 7.5	iso	0.014	  4.048	3.964
 7.5	iso	0.014	  4.046	3.956
 7.5	iso	0.014	  4.045	3.951
 7.5	iso	0.014	  4.043	3.946
 7.5	iso	0.014	  4.042	3.943
 7.5	iso	0.014	  4.041	3.940
 7.5	iso	0.014	  4.040	3.937
 7.5	iso	0.014	  4.040	3.934
 7.5	iso	0.014	  4.038	3.931
 7.5	iso	0.014	  4.037	3.928
 7.5	iso	0.014	  4.036	3.924
 7.5	iso	0.014	  4.035	3.921
 7.5	iso	0.014	  4.034	3.917
 7.5	iso	0.014	  4.033	3.915
 7.5	iso	0.014	  4.032	3.913
 7.5	iso	0.014	  4.032	3.911
 7.5	iso	0.014	  4.031	3.909
 7.5	iso	0.014	  4.030	3.906
 7.5	iso	0.014	  4.029	3.904
 7.5	iso	0.014	  4.028	3.902
 7.5	iso	0.014	  4.027	3.899
 7.5	iso	0.014	  4.027	3.897
 7.5	iso	0.014	  4.026	3.895
 7.5	iso	0.014	  4.024	3.892
 7.5	iso	0.014	  4.023	3.889
 7.5	iso	0.014	  4.022	3.886
 7.5	iso	0.014	  4.021	3.884
 7.5	iso	0.014	  4.020	3.880
 7.5	iso	0.014	  4.019	3.877
 7.5	iso	0.014	  4.017	3.874
 7.5	iso	0.014	  4.016	3.871
 7.5	iso	0.014	  4.015	3.869
 7.5	iso	0.014	  4.014	3.867
 7.5	iso	0.014	  4.014	3.865
 7.5	iso	0.014	  4.013	3.863
 7.5	iso	0.014	  4.012	3.862
 7.5	iso	0.014	  4.011	3.860
 7.5	iso	0.014	  4.010	3.858
 7.5	iso	0.014	  4.010	3.856
 7.5	iso	0.014	  4.008	3.854
 7.5	iso	0.014	  4.007	3.851
 7.5	iso	0.014	  4.006	3.849
 7.5	iso	0.014	  4.005	3.847
 7.5	iso	0.014	  4.004	3.844
 7.5	iso	0.014	  4.003	3.842
 7.5	iso	0.014	  4.002	3.840
 7.5	iso	0.014	  4.001	3.838
 7.5	iso	0.014	  4.000	3.835
 7.5	iso	0.014	  3.998	3.832
 7.5	iso	0.014	  3.997	3.829
 7.5	iso	0.014	  3.996	3.826
 7.5	iso	0.014	  3.994	3.824
 7.5	iso	0.014	  3.993	3.821
 7.5	iso	0.014	  3.991	3.818
 7.5	iso	0.014	  3.990	3.815
 7.5	iso	0.014	  3.988	3.812
 7.5	iso	0.014	  3.986	3.808
 7.5	iso	0.014	  3.984	3.804
 7.5	iso	0.014	  3.982	3.801
 7.5	iso	0.014	  3.980	3.797
 7.5	iso	0.014	  3.978	3.793
 7.5	iso	0.014	  3.976	3.789
 7.5	iso	0.014	  3.974	3.786
 7.5	iso	0.014	  3.971	3.782
 7.5	iso	0.014	  3.969	3.778
 7.5	iso	0.014	  3.966	3.773
 7.5	iso	0.014	  3.962	3.768
 7.5	iso	0.014	  3.958	3.762
 7.5	iso	0.014	  3.955	3.757
 7.5	iso	0.014	  3.951	3.752
 7.5	iso	0.014	  3.948	3.747
 7.5	iso	0.014	  3.944	3.742
 7.5	iso	0.014	  3.941	3.737
 7.5	iso	0.014	  3.935	3.731
 7.5	iso	0.014	  3.923	3.725
 7.5	iso	0.014	  3.911	3.718
 7.5	iso	0.014	  3.900	3.712
 7.5	iso	0.014	  3.888	3.705
 7.5	iso	0.014	  3.876	3.698
 7.5	iso	0.014	  3.864	3.692
 7.5	iso	0.014	  3.852	3.685
 7.5	iso	0.014	  3.840	3.679
 7.5	iso	0.014	  3.829	3.672
 7.5	iso	0.014	  3.817	3.666
 7.5	iso	0.014	  3.805	3.659
 7.5	iso	0.014	  3.793	3.652
 7.5	iso	0.014	  3.781	3.646
 7.5	iso	0.014	  3.770	3.639
 7.5	iso	0.014	  3.758	3.633
 7.5	iso	0.014	  3.746	3.626
 7.5	iso	0.014	  3.734	3.620
 7.5	iso	0.014	  3.737	3.617
 7.5	iso	0.014	  3.742	3.616
 7.5	iso	0.014	  3.748	3.616
 7.5	iso	0.014	  3.760	3.614
 7.5	iso	0.014	  3.772	3.613
 7.5	iso	0.014	  3.784	3.612
 7.5	iso	0.014	  3.796	3.611
 7.5	iso	0.014	  3.808	3.609
 7.5	iso	0.014	  3.820	3.608
 7.5	iso	0.014	  3.832	3.607
 7.5	iso	0.014	  3.844	3.606
 7.5	iso	0.014	  3.856	3.604
 7.5	iso	0.014	  3.867	3.603
 7.5	iso	0.014	  3.879	3.602
 7.5	iso	0.014	  3.891	3.600
 7.5	iso	0.014	  3.903	3.599
 7.5	iso	0.014	  3.915	3.598
 7.5	iso	0.014	  3.927	3.596
 7.5	iso	0.014	  3.939	3.595
 7.5	iso	0.014	  3.951	3.594
 7.5	iso	0.014	  3.962	3.593
 7.5	iso	0.014	  3.974	3.591
 7.5	iso	0.014	  3.986	3.590
