#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T23:52:42 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T23:52:42	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&&-ref=VIZ654d5c4f1a99a0&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=85
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
 85.00	 0.014	  6.067	4.555
 85.00	 0.014	  6.069	4.549
 85.00	 0.014	  6.071	4.542
 85.00	 0.014	  6.073	4.536
 85.00	 0.014	  6.075	4.528
 85.00	 0.014	  6.077	4.521
 85.00	 0.014	  6.079	4.513
 85.00	 0.014	  6.081	4.505
 85.00	 0.014	  6.083	4.496
 85.00	 0.014	  6.085	4.486
 85.00	 0.014	  6.088	4.477
 85.00	 0.014	  6.090	4.466
 85.00	 0.014	  6.092	4.456
 85.00	 0.014	  6.094	4.444
 85.00	 0.014	  6.096	4.433
 85.00	 0.014	  6.098	4.420
 85.00	 0.014	  6.098	4.402
 85.00	 0.014	  6.099	4.394
 85.00	 0.014	  6.099	4.386
 85.00	 0.014	  6.100	4.379
 85.00	 0.014	  6.100	4.371
 85.00	 0.014	  6.101	4.363
 85.00	 0.014	  6.102	4.350
 85.00	 0.014	  6.103	4.341
 85.00	 0.014	  6.103	4.333
 85.00	 0.014	  6.104	4.325
 85.00	 0.014	  6.105	4.316
 85.00	 0.014	  6.106	4.308
 85.00	 0.014	  6.106	4.312
 85.00	 0.014	  6.107	4.309
 85.00	 0.014	  6.107	4.310
 85.00	 0.014	  6.107	4.310
 85.00	 0.014	  6.107	4.312
 85.00	 0.014	  6.107	4.313
 85.00	 0.014	  6.108	4.313
 85.00	 0.014	  6.108	4.312
 85.00	 0.014	  6.108	4.313
 85.00	 0.014	  6.108	4.314
 85.00	 0.014	  6.109	4.315
 85.00	 0.014	  6.109	4.315
 85.00	 0.014	  6.110	4.316
 85.00	 0.014	  6.110	4.318
 85.00	 0.014	  6.110	4.320
 85.00	 0.014	  6.111	4.323
 85.00	 0.014	  6.111	4.326
 85.00	 0.014	  6.112	4.331
 85.00	 0.014	  6.112	4.336
 85.00	 0.014	  6.113	4.342
 85.00	 0.014	  6.113	4.352
 85.00	 0.014	  6.114	4.364
 85.00	 0.014	  6.115	4.379
 85.00	 0.014	  6.116	4.405
 85.00	 0.014	  6.146	4.517
 85.00	 0.014	  6.147	4.517
 85.00	 0.014	  6.148	4.517
 85.00	 0.014	  6.148	4.516
 85.00	 0.014	  6.149	4.515
 85.00	 0.014	  6.149	4.514
 85.00	 0.014	  6.149	4.512
 85.00	 0.014	  6.150	4.510
 85.00	 0.014	  6.150	4.507
 85.00	 0.014	  6.150	4.505
 85.00	 0.014	  6.150	4.502
 85.00	 0.014	  6.149	4.499
 85.00	 0.014	  6.149	4.499
 85.00	 0.014	  6.149	4.494
 85.00	 0.014	  6.150	4.490
 85.00	 0.014	  6.150	4.483
 85.00	 0.014	  6.150	4.475
 85.00	 0.014	  6.150	4.465
 85.00	 0.014	  6.151	4.455
 85.00	 0.014	  6.152	4.441
 85.00	 0.014	  6.152	4.426
 85.00	 0.014	  6.153	4.411
 85.00	 0.014	  6.154	4.401
 85.00	 0.014	  6.154	4.391
 85.00	 0.014	  6.155	4.371
 85.00	 0.014	  6.156	4.345
 85.00	 0.014	  6.157	4.330
 85.00	 0.014	  6.158	4.306
 85.00	 0.014	  6.159	4.290
 85.00	 0.014	  6.160	4.262
 85.00	 0.014	  6.161	4.225
 85.00	 0.014	  6.163	4.182
 85.00	 0.014	  6.164	4.128
 85.00	 0.014	  6.165	4.072
 85.00	 0.014	  6.167	3.994
 85.00	 0.014	  6.168	3.907
 85.00	 0.014	  6.170	3.891
 85.00	 0.014	  6.171	3.881
 85.00	 0.014	  6.172	3.876
 85.00	 0.014	  6.173	3.875
 85.00	 0.014	  6.175	3.873
 85.00	 0.014	  6.176	3.872
 85.00	 0.014	  6.178	3.870
 85.00	 0.014	  6.179	3.869
 85.00	 0.014	  6.181	3.868
 85.00	 0.014	  6.182	3.866
 85.00	 0.014	  6.184	3.865
 85.00	 0.014	  6.185	3.864
 85.00	 0.014	  6.187	3.862
 85.00	 0.014	  6.188	3.861
 85.00	 0.014	  6.190	3.860
 85.00	 0.014	  6.190	3.859
 85.00	 0.014	  6.192	3.858
 85.00	 0.014	  6.193	3.859
 85.00	 0.014	  6.194	3.859
 85.00	 0.014	  6.196	3.860
 85.00	 0.014	  6.198	3.860
 85.00	 0.014	  6.200	3.858
 85.00	 0.014	  6.202	3.857
 85.00	 0.014	  6.203	3.860
 85.00	 0.014	  6.206	3.864
 85.00	 0.014	  6.209	3.868
 85.00	 0.014	  6.211	3.867
 85.00	 0.014	  6.213	3.867
 85.00	 0.014	  6.214	3.866
 85.00	 0.014	  6.216	3.867
 85.00	 0.014	  6.218	3.868
 85.00	 0.014	  6.219	3.869
 85.00	 0.014	  6.222	3.871
 85.00	 0.014	  6.222	3.873
 85.00	 0.014	  6.223	3.873
 85.00	 0.014	  6.223	3.874
 85.00	 0.014	  6.224	3.875
 85.00	 0.014	  6.224	3.876
 85.00	 0.014	  6.225	3.878
 85.00	 0.014	  6.227	3.885
 85.00	 0.014	  6.225	3.886
 85.00	 0.014	  6.225	3.887
 85.00	 0.014	  6.226	3.891
 85.00	 0.014	  6.234	3.797
 85.00	 0.014	  6.192	3.870
 85.00	 0.014	  6.171	4.400
 85.00	 0.014	  6.161	4.528
 85.00	 0.014	  6.154	4.608
 85.00	 0.014	  6.105	4.414
 85.00	 0.014	  6.086	4.427
 85.00	 0.014	  6.059	4.437
 85.00	 0.014	  6.037	4.447
 85.00	 0.014	  6.017	4.455
 85.00	 0.014	  6.009	4.572
 85.00	 0.014	  6.002	4.596
 85.00	 0.014	  5.997	4.592
 85.00	 0.014	  5.991	4.591
 85.00	 0.014	  5.984	4.590
 85.00	 0.014	  5.977	4.587
 85.00	 0.014	  5.970	4.586
 85.00	 0.014	  5.962	4.584
 85.00	 0.014	  5.954	4.590
 85.00	 0.014	  5.945	4.595
 85.00	 0.014	  5.936	4.597
 85.00	 0.014	  5.926	4.597
 85.00	 0.014	  5.924	4.598
 85.00	 0.014	  5.922	4.598
 85.00	 0.014	  5.920	4.599
 85.00	 0.014	  5.918	4.600
 85.00	 0.014	  5.916	4.600
 85.00	 0.014	  5.914	4.601
 85.00	 0.014	  5.912	4.602
 85.00	 0.014	  5.910	4.603
 85.00	 0.014	  5.908	4.604
 85.00	 0.014	  5.906	4.605
 85.00	 0.014	  5.904	4.606
 85.00	 0.014	  5.902	4.607
 85.00	 0.014	  5.900	4.608
 85.00	 0.014	  5.898	4.610
 85.00	 0.014	  5.896	4.611
 85.00	 0.014	  5.894	4.612
 85.00	 0.014	  5.892	4.614
 85.00	 0.014	  5.890	4.615
 85.00	 0.014	  5.888	4.617
 85.00	 0.014	  5.886	4.618
 85.00	 0.014	  5.884	4.619
 85.00	 0.014	  5.882	4.621
 85.00	 0.014	  5.880	4.623
 85.00	 0.014	  5.878	4.624
 85.00	 0.014	  5.876	4.626
 85.00	 0.014	  5.874	4.627
 85.00	 0.014	  5.872	4.629
 85.00	 0.014	  5.870	4.631
 85.00	 0.014	  5.868	4.632
 85.00	 0.014	  5.866	4.634
 85.00	 0.014	  5.864	4.636
 85.00	 0.014	  5.862	4.638
 85.00	 0.014	  5.860	4.639
 85.00	 0.014	  5.858	4.641
 85.00	 0.014	  5.856	4.643
 85.00	 0.014	  5.855	4.645
 85.00	 0.014	  5.853	4.647
 85.00	 0.014	  5.851	4.648
 85.00	 0.014	  5.849	4.650
 85.00	 0.014	  5.847	4.652
 85.00	 0.014	  5.845	4.654
 85.00	 0.014	  5.844	4.656
 85.00	 0.014	  5.842	4.658
 85.00	 0.014	  5.840	4.660
 85.00	 0.014	  5.838	4.662
 85.00	 0.014	  5.837	4.664
 85.00	 0.014	  5.835	4.666
 85.00	 0.014	  5.833	4.667
 85.00	 0.014	  5.832	4.669
 85.00	 0.014	  5.830	4.671
 85.00	 0.014	  5.828	4.674
 85.00	 0.014	  5.827	4.676
 85.00	 0.014	  5.825	4.678
 85.00	 0.014	  5.824	4.680
 85.00	 0.014	  5.822	4.682
 85.00	 0.014	  5.820	4.684
 85.00	 0.014	  5.819	4.686
 85.00	 0.014	  5.817	4.689
 85.00	 0.014	  5.816	4.691
 85.00	 0.014	  5.814	4.693
 85.00	 0.014	  5.813	4.695
 85.00	 0.014	  5.812	4.697
 85.00	 0.014	  5.810	4.699
 85.00	 0.014	  5.809	4.701
 85.00	 0.014	  5.807	4.703
 85.00	 0.014	  5.806	4.706
 85.00	 0.014	  5.805	4.708
 85.00	 0.014	  5.803	4.710
 85.00	 0.014	  5.802	4.713
 85.00	 0.014	  5.801	4.715
 85.00	 0.014	  5.800	4.716
 85.00	 0.014	  5.800	4.717
 85.00	 0.014	  5.799	4.718
 85.00	 0.014	  5.799	4.719
 85.00	 0.014	  5.799	4.720
 85.00	 0.014	  5.798	4.721
 85.00	 0.014	  5.798	4.721
 85.00	 0.014	  5.797	4.722
 85.00	 0.014	  5.797	4.723
 85.00	 0.014	  5.797	4.724
 85.00	 0.014	  5.796	4.725
 85.00	 0.014	  5.796	4.726
 85.00	 0.014	  5.796	4.727
 85.00	 0.014	  5.795	4.728
 85.00	 0.014	  5.795	4.730
 85.00	 0.014	  5.794	4.731
 85.00	 0.014	  5.794	4.732
 85.00	 0.014	  5.794	4.733
 85.00	 0.014	  5.793	4.734
 85.00	 0.014	  5.793	4.734
 85.00	 0.014	  5.793	4.735
 85.00	 0.014	  5.792	4.736
 85.00	 0.014	  5.792	4.737
 85.00	 0.014	  5.792	4.737
 85.00	 0.014	  5.791	4.739
 85.00	 0.014	  5.791	4.740
 85.00	 0.014	  5.791	4.740
 85.00	 0.014	  5.791	4.742
 85.00	 0.014	  5.790	4.743
 85.00	 0.014	  5.790	4.744
 85.00	 0.014	  5.790	4.745
 85.00	 0.014	  5.789	4.746
 85.00	 0.014	  5.789	4.747
 85.00	 0.014	  5.789	4.748
 85.00	 0.014	  5.789	4.749
 85.00	 0.014	  5.788	4.750
 85.00	 0.014	  5.788	4.751
 85.00	 0.014	  5.788	4.752
 85.00	 0.014	  5.788	4.753
 85.00	 0.014	  5.788	4.754
 85.00	 0.014	  5.787	4.756
 85.00	 0.014	  5.787	4.757
 85.00	 0.014	  5.787	4.758
 85.00	 0.014	  5.787	4.760
 85.00	 0.014	  5.787	4.761
 85.00	 0.014	  5.787	4.762
 85.00	 0.014	  5.786	4.763
 85.00	 0.014	  5.786	4.765
 85.00	 0.014	  5.786	4.766
 85.00	 0.014	  5.786	4.767
 85.00	 0.014	  5.786	4.768
 85.00	 0.014	  5.786	4.770
 85.00	 0.014	  5.786	4.771
 85.00	 0.014	  5.786	4.772
 85.00	 0.014	  5.786	4.773
 85.00	 0.014	  5.786	4.775
 85.00	 0.014	  5.787	4.776
 85.00	 0.014	  5.787	4.777
 85.00	 0.014	  5.787	4.779
 85.00	 0.014	  5.787	4.780
 85.00	 0.014	  5.788	4.782
 85.00	 0.014	  5.788	4.783
 85.00	 0.014	  5.788	4.785
 85.00	 0.014	  5.789	4.786
 85.00	 0.014	  5.790	4.788
 85.00	 0.014	  5.791	4.790
 85.00	 0.014	  5.792	4.792
 85.00	 0.014	  5.794	4.795
 85.00	 0.014	  5.798	4.799
 85.00	 0.014	  5.837	4.824
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.838	4.825
 85.00	 0.014	  5.914	4.858
 85.00	 0.014	  5.919	4.859
 85.00	 0.014	  5.921	4.860
 85.00	 0.014	  5.923	4.860
 85.00	 0.014	  5.924	4.860
 85.00	 0.014	  5.925	4.861
 85.00	 0.014	  5.926	4.861
 85.00	 0.014	  5.926	4.861
 85.00	 0.014	  5.927	4.861
 85.00	 0.014	  5.928	4.861
 85.00	 0.014	  5.928	4.862
 85.00	 0.014	  5.929	4.862
 85.00	 0.014	  5.929	4.862
 85.00	 0.014	  5.930	4.862
 85.00	 0.014	  5.930	4.862
 85.00	 0.014	  5.930	4.862
 85.00	 0.014	  5.931	4.862
 85.00	 0.014	  5.931	4.862
 85.00	 0.014	  5.932	4.862
 85.00	 0.014	  5.932	4.863
 85.00	 0.014	  5.933	4.863
 85.00	 0.014	  5.933	4.863
 85.00	 0.014	  5.934	4.863
 85.00	 0.014	  5.934	4.863
 85.00	 0.014	  5.935	4.863
 85.00	 0.014	  5.936	4.864
 85.00	 0.014	  5.937	4.864
 85.00	 0.014	  5.938	4.864
 85.00	 0.014	  5.940	4.864
 85.00	 0.014	  5.943	4.864
 85.00	 0.014	  5.955	4.866
 85.00	 0.014	  5.970	4.700
 85.00	 0.014	  5.971	4.702
 85.00	 0.014	  5.971	4.701
 85.00	 0.014	  5.972	4.700
 85.00	 0.014	  5.972	4.699
 85.00	 0.014	  5.972	4.699
 85.00	 0.014	  5.973	4.698
 85.00	 0.014	  5.973	4.697
 85.00	 0.014	  5.973	4.697
 85.00	 0.014	  5.974	4.697
 85.00	 0.014	  5.974	4.696
 85.00	 0.014	  5.975	4.696
 85.00	 0.014	  5.975	4.695
 85.00	 0.014	  5.975	4.695
 85.00	 0.014	  5.976	4.695
 85.00	 0.014	  5.976	4.694
 85.00	 0.014	  5.977	4.694
 85.00	 0.014	  5.977	4.694
 85.00	 0.014	  5.978	4.693
 85.00	 0.014	  5.978	4.693
 85.00	 0.014	  5.979	4.693
 85.00	 0.014	  5.979	4.692
 85.00	 0.014	  5.979	4.692
 85.00	 0.014	  5.980	4.692
 85.00	 0.014	  5.980	4.692
 85.00	 0.014	  5.981	4.691
 85.00	 0.014	  5.981	4.691
 85.00	 0.014	  5.982	4.691
 85.00	 0.014	  5.982	4.691
 85.00	 0.014	  5.983	4.690
 85.00	 0.014	  5.983	4.690
 85.00	 0.014	  5.984	4.690
 85.00	 0.014	  5.984	4.690
 85.00	 0.014	  5.984	4.689
 85.00	 0.014	  5.985	4.689
 85.00	 0.014	  5.985	4.689
 85.00	 0.014	  5.986	4.689
 85.00	 0.014	  5.986	4.689
 85.00	 0.014	  5.987	4.689
 85.00	 0.014	  5.987	4.688
 85.00	 0.014	  5.988	4.688
 85.00	 0.014	  5.988	4.688
 85.00	 0.014	  5.989	4.688
 85.00	 0.014	  5.989	4.688
 85.00	 0.014	  5.990	4.687
 85.00	 0.014	  5.990	4.687
 85.00	 0.014	  5.991	4.687
 85.00	 0.014	  5.991	4.687
 85.00	 0.014	  5.992	4.687
 85.00	 0.014	  5.992	4.686
 85.00	 0.014	  5.993	4.686
 85.00	 0.014	  5.993	4.686
 85.00	 0.014	  5.994	4.686
 85.00	 0.014	  5.994	4.686
 85.00	 0.014	  5.995	4.686
 85.00	 0.014	  5.996	4.686
 85.00	 0.014	  5.996	4.686
 85.00	 0.014	  5.997	4.685
 85.00	 0.014	  5.997	4.685
 85.00	 0.014	  5.998	4.685
 85.00	 0.014	  5.998	4.685
 85.00	 0.014	  5.999	4.685
 85.00	 0.014	  5.999	4.685
 85.00	 0.014	  6.000	4.685
 85.00	 0.014	  6.000	4.685
 85.00	 0.014	  6.001	4.685
 85.00	 0.014	  6.001	4.684
 85.00	 0.014	  6.002	4.684
 85.00	 0.014	  6.002	4.684
 85.00	 0.014	  6.003	4.684
 85.00	 0.014	  6.004	4.684
 85.00	 0.014	  6.004	4.684
 85.00	 0.014	  6.005	4.684
 85.00	 0.014	  6.005	4.684
 85.00	 0.014	  6.006	4.684
 85.00	 0.014	  6.006	4.684
 85.00	 0.014	  6.007	4.684
 85.00	 0.014	  6.007	4.684
 85.00	 0.014	  6.008	4.684
 85.00	 0.014	  6.009	4.684
 85.00	 0.014	  6.009	4.684
 85.00	 0.014	  6.010	4.684
 85.00	 0.014	  6.010	4.683
 85.00	 0.014	  6.011	4.683
 85.00	 0.014	  6.011	4.683
 85.00	 0.014	  6.020	4.684
 85.00	 0.014	  6.029	4.685
 85.00	 0.014	  6.038	4.687
 85.00	 0.014	  6.047	4.689
 85.00	 0.014	  6.057	4.693
 85.00	 0.014	  6.066	4.697
 85.00	 0.014	  6.074	4.701
 85.00	 0.014	  6.083	4.704
 85.00	 0.014	  6.094	4.708
 85.00	 0.014	  6.103	4.713
 85.00	 0.014	  6.112	4.718
 85.00	 0.014	  6.122	4.723
 85.00	 0.014	  6.131	4.728
 85.00	 0.014	  6.139	4.733
 85.00	 0.014	  6.147	4.547
 85.00	 0.014	  6.154	4.546
 85.00	 0.014	  6.161	4.544
 85.00	 0.014	  6.168	4.541
 85.00	 0.014	  6.174	4.540
 85.00	 0.014	  6.180	4.538
 85.00	 0.014	  6.186	4.534
 85.00	 0.014	  6.193	4.530
 85.00	 0.014	  6.200	4.525
 85.00	 0.014	  6.208	4.522
 85.00	 0.014	  6.236	4.331
 85.00	 0.014	  6.237	4.333
 85.00	 0.014	  6.239	4.335
 85.00	 0.014	  6.240	4.336
 85.00	 0.014	  6.241	4.338
 85.00	 0.014	  6.241	4.339
 85.00	 0.014	  6.242	4.341
 85.00	 0.014	  6.243	4.342
 85.00	 0.014	  6.244	4.344
 85.00	 0.014	  6.245	4.345
 85.00	 0.014	  6.246	4.347
 85.00	 0.014	  6.246	4.348
 85.00	 0.014	  6.247	4.350
 85.00	 0.014	  6.248	4.351
 85.00	 0.014	  6.248	4.352
 85.00	 0.014	  6.249	4.354
 85.00	 0.014	  6.250	4.355
 85.00	 0.014	  6.250	4.356
 85.00	 0.014	  6.251	4.357
 85.00	 0.014	  6.251	4.359
 85.00	 0.014	  6.252	4.360
 85.00	 0.014	  6.252	4.361
 85.00	 0.014	  6.253	4.362
 85.00	 0.014	  6.253	4.362
 85.00	 0.014	  6.254	4.363
 85.00	 0.014	  6.254	4.363
 85.00	 0.014	  6.255	4.364
 85.00	 0.014	  6.255	4.365
 85.00	 0.014	  6.255	4.365
 85.00	 0.014	  6.256	4.366
 85.00	 0.014	  6.256	4.366
 85.00	 0.014	  6.257	4.366
 85.00	 0.014	  6.257	4.367
 85.00	 0.014	  6.258	4.367
 85.00	 0.014	  6.258	4.367
 85.00	 0.014	  6.259	4.367
 85.00	 0.014	  6.259	4.367
 85.00	 0.014	  6.260	4.367
 85.00	 0.014	  6.260	4.366
 85.00	 0.014	  6.261	4.366
 85.00	 0.014	  6.262	4.365
 85.00	 0.014	  6.262	4.365
 85.00	 0.014	  6.263	4.364
 85.00	 0.014	  6.264	4.363
 85.00	 0.014	  6.265	4.362
 85.00	 0.014	  6.266	4.360
 85.00	 0.014	  6.267	4.359
 85.00	 0.014	  6.268	4.357
 85.00	 0.014	  6.269	4.356
 85.00	 0.014	  6.271	4.354
 85.00	 0.014	  6.272	4.353
 85.00	 0.014	  6.273	4.352
 85.00	 0.014	  6.274	4.350
 85.00	 0.014	  6.275	4.349
 85.00	 0.014	  6.276	4.347
 85.00	 0.014	  6.277	4.346
 85.00	 0.014	  6.278	4.345
 85.00	 0.014	  6.280	4.344
 85.00	 0.014	  6.281	4.342
 85.00	 0.014	  6.282	4.341
 85.00	 0.014	  6.282	4.340
 85.00	 0.014	  6.283	4.339
 85.00	 0.014	  6.284	4.337
 85.00	 0.014	  6.285	4.336
 85.00	 0.014	  6.285	4.336
 85.00	 0.014	  6.286	4.335
 85.00	 0.014	  6.286	4.334
 85.00	 0.014	  6.287	4.333
 85.00	 0.014	  6.287	4.333
 85.00	 0.014	  6.288	4.332
 85.00	 0.014	  6.288	4.332
 85.00	 0.014	  6.288	4.330
 85.00	 0.014	  6.289	4.329
 85.00	 0.014	  6.289	4.329
 85.00	 0.014	  6.289	4.328
 85.00	 0.014	  6.289	4.328
 85.00	 0.014	  6.289	4.328
 85.00	 0.014	  6.289	4.328
 85.00	 0.014	  6.289	4.328
 85.00	 0.014	  6.289	4.328
 85.00	 0.014	  6.289	4.328
 85.00	 0.014	  6.231	4.389
 85.00	 0.014	  6.204	4.408
 85.00	 0.014	  6.184	4.409
 85.00	 0.014	  6.166	4.414
 85.00	 0.014	  6.147	4.414
 85.00	 0.014	  6.143	4.656
 85.00	 0.014	  6.143	4.646
 85.00	 0.014	  6.142	4.636
 85.00	 0.014	  6.142	4.632
 85.00	 0.014	  6.141	4.617
 85.00	 0.014	  6.140	4.614
 85.00	 0.014	  6.140	4.603
 85.00	 0.014	  6.139	4.604
 85.00	 0.014	  6.138	4.589
 85.00	 0.014	  6.137	4.574
 85.00	 0.014	  6.136	4.551
 85.00	 0.014	  6.133	4.505
 85.00	 0.014	  6.128	4.417
 85.00	 0.014	  6.119	4.309
 85.00	 0.014	  6.114	4.605
 85.00	 0.014	  6.114	4.604
 85.00	 0.014	  6.113	4.604
 85.00	 0.014	  6.113	4.604
 85.00	 0.014	  6.113	4.603
 85.00	 0.014	  6.113	4.603
 85.00	 0.014	  6.113	4.603
 85.00	 0.014	  6.112	4.603
