#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T23:52:16 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T23:52:16	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&&-ref=VIZ654d5c4f1a99a0&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=25
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
 25.00	 0.014	  5.096	4.509
 25.00	 0.014	  5.099	4.507
 25.00	 0.014	  5.103	4.504
 25.00	 0.014	  5.106	4.502
 25.00	 0.014	  5.110	4.499
 25.00	 0.014	  5.114	4.496
 25.00	 0.014	  5.117	4.494
 25.00	 0.014	  5.121	4.491
 25.00	 0.014	  5.124	4.488
 25.00	 0.014	  5.127	4.485
 25.00	 0.014	  5.131	4.482
 25.00	 0.014	  5.134	4.479
 25.00	 0.014	  5.138	4.476
 25.00	 0.014	  5.141	4.472
 25.00	 0.014	  5.144	4.469
 25.00	 0.014	  5.148	4.466
 25.00	 0.014	  5.152	4.462
 25.00	 0.014	  5.155	4.459
 25.00	 0.014	  5.158	4.455
 25.00	 0.014	  5.162	4.452
 25.00	 0.014	  5.165	4.448
 25.00	 0.014	  5.169	4.445
 25.00	 0.014	  5.172	4.441
 25.00	 0.014	  5.176	4.437
 25.00	 0.014	  5.179	4.434
 25.00	 0.014	  5.183	4.431
 25.00	 0.014	  5.186	4.429
 25.00	 0.014	  5.190	4.427
 25.00	 0.014	  5.190	4.427
 25.00	 0.014	  5.191	4.427
 25.00	 0.014	  5.191	4.427
 25.00	 0.014	  5.192	4.427
 25.00	 0.014	  5.192	4.428
 25.00	 0.014	  5.192	4.428
 25.00	 0.014	  5.193	4.428
 25.00	 0.014	  5.193	4.428
 25.00	 0.014	  5.194	4.429
 25.00	 0.014	  5.194	4.429
 25.00	 0.014	  5.195	4.429
 25.00	 0.014	  5.195	4.430
 25.00	 0.014	  5.196	4.430
 25.00	 0.014	  5.197	4.431
 25.00	 0.014	  5.197	4.431
 25.00	 0.014	  5.198	4.432
 25.00	 0.014	  5.199	4.433
 25.00	 0.014	  5.200	4.435
 25.00	 0.014	  5.201	4.436
 25.00	 0.014	  5.202	4.438
 25.00	 0.014	  5.203	4.441
 25.00	 0.014	  5.205	4.444
 25.00	 0.014	  5.208	4.448
 25.00	 0.014	  5.213	4.456
 25.00	 0.014	  5.235	4.480
 25.00	 0.014	  5.233	4.478
 25.00	 0.014	  5.234	4.478
 25.00	 0.014	  5.234	4.478
 25.00	 0.014	  5.234	4.477
 25.00	 0.014	  5.233	4.475
 25.00	 0.014	  5.233	4.475
 25.00	 0.014	  5.234	4.473
 25.00	 0.014	  5.234	4.473
 25.00	 0.014	  5.234	4.470
 25.00	 0.014	  5.234	4.466
 25.00	 0.014	  5.234	4.466
 25.00	 0.014	  5.236	4.463
 25.00	 0.014	  5.238	4.460
 25.00	 0.014	  5.238	4.460
 25.00	 0.014	  5.240	4.456
 25.00	 0.014	  5.242	4.451
 25.00	 0.014	  5.242	4.451
 25.00	 0.014	  5.244	4.448
 25.00	 0.014	  5.245	4.444
 25.00	 0.014	  5.246	4.440
 25.00	 0.014	  5.248	4.437
 25.00	 0.014	  5.248	4.437
 25.00	 0.014	  5.250	4.433
 25.00	 0.014	  5.251	4.429
 25.00	 0.014	  5.253	4.425
 25.00	 0.014	  5.254	4.420
 25.00	 0.014	  5.255	4.416
 25.00	 0.014	  5.255	4.416
 25.00	 0.014	  5.256	4.412
 25.00	 0.014	  5.257	4.407
 25.00	 0.014	  5.258	4.403
 25.00	 0.014	  5.258	4.399
 25.00	 0.014	  5.259	4.395
 25.00	 0.014	  5.260	4.390
 25.00	 0.014	  5.261	4.386
 25.00	 0.014	  5.262	4.381
 25.00	 0.014	  5.262	4.381
 25.00	 0.014	  5.262	4.376
 25.00	 0.014	  5.263	4.372
 25.00	 0.014	  5.264	4.367
 25.00	 0.014	  5.265	4.362
 25.00	 0.014	  5.266	4.357
 25.00	 0.014	  5.266	4.352
 25.00	 0.014	  5.267	4.346
 25.00	 0.014	  5.268	4.341
 25.00	 0.014	  5.269	4.336
 25.00	 0.014	  5.271	4.331
 25.00	 0.014	  5.272	4.326
 25.00	 0.014	  5.272	4.326
 25.00	 0.014	  5.273	4.321
 25.00	 0.014	  5.273	4.315
 25.00	 0.014	  5.274	4.311
 25.00	 0.014	  5.274	4.306
 25.00	 0.014	  5.275	4.301
 25.00	 0.014	  5.275	4.296
 25.00	 0.014	  5.276	4.291
 25.00	 0.014	  5.276	4.286
 25.00	 0.014	  5.276	4.280
 25.00	 0.014	  5.276	4.275
 25.00	 0.014	  5.277	4.270
 25.00	 0.014	  5.277	4.264
 25.00	 0.014	  5.277	4.259
 25.00	 0.014	  5.278	4.253
 25.00	 0.014	  5.279	4.248
 25.00	 0.014	  5.279	4.242
 25.00	 0.014	  5.280	4.237
 25.00	 0.014	  5.281	4.231
 25.00	 0.014	  5.282	4.225
 25.00	 0.014	  5.283	4.220
 25.00	 0.014	  5.284	4.214
 25.00	 0.014	  5.286	4.208
 25.00	 0.014	  5.287	4.202
 25.00	 0.014	  5.288	4.197
 25.00	 0.014	  5.290	4.192
 25.00	 0.014	  5.291	4.187
 25.00	 0.014	  5.292	4.182
 25.00	 0.014	  5.293	4.177
 25.00	 0.014	  5.295	4.173
 25.00	 0.014	  5.296	4.168
 25.00	 0.014	  5.297	4.165
 25.00	 0.014	  5.308	4.019
 25.00	 0.014	  5.307	3.990
 25.00	 0.014	  5.305	3.963
 25.00	 0.014	  5.303	3.937
 25.00	 0.014	  5.302	3.911
 25.00	 0.014	  5.302	3.887
 25.00	 0.014	  5.302	3.869
 25.00	 0.014	  5.302	3.842
 25.00	 0.014	  5.301	3.819
 25.00	 0.014	  5.297	3.770
 25.00	 0.014	  5.289	3.670
 25.00	 0.014	  5.277	3.592
 25.00	 0.014	  5.274	3.586
 25.00	 0.014	  5.271	3.584
 25.00	 0.014	  5.268	3.583
 25.00	 0.014	  5.266	3.584
 25.00	 0.014	  5.263	3.585
 25.00	 0.014	  5.261	3.586
 25.00	 0.014	  5.259	3.593
 25.00	 0.014	  5.257	3.607
 25.00	 0.014	  5.256	3.610
 25.00	 0.014	  5.259	3.622
 25.00	 0.014	  5.254	3.628
 25.00	 0.014	  5.257	3.674
 25.00	 0.014	  5.257	3.814
 25.00	 0.014	  5.257	3.822
 25.00	 0.014	  5.258	3.829
 25.00	 0.014	  5.258	3.838
 25.00	 0.014	  5.258	3.836
 25.00	 0.014	  5.258	3.831
 25.00	 0.014	  5.258	3.826
 25.00	 0.014	  5.256	3.796
 25.00	 0.014	  5.256	3.780
 25.00	 0.014	  5.255	3.763
 25.00	 0.014	  5.254	3.745
 25.00	 0.014	  5.253	3.726
 25.00	 0.014	  5.252	3.704
 25.00	 0.014	  5.250	3.685
 25.00	 0.014	  5.247	3.659
 25.00	 0.014	  5.247	3.650
 25.00	 0.014	  5.246	3.649
 25.00	 0.014	  5.244	3.650
 25.00	 0.014	  5.239	3.648
 25.00	 0.014	  5.229	3.601
 25.00	 0.014	  5.228	3.601
 25.00	 0.014	  5.227	3.600
 25.00	 0.014	  5.226	3.600
 25.00	 0.014	  5.225	3.600
 25.00	 0.014	  5.224	3.600
 25.00	 0.014	  5.223	3.600
 25.00	 0.014	  5.222	3.600
 25.00	 0.014	  5.221	3.600
 25.00	 0.014	  5.220	3.600
 25.00	 0.014	  5.219	3.600
 25.00	 0.014	  5.218	3.601
 25.00	 0.014	  5.217	3.600
 25.00	 0.014	  5.216	3.601
 25.00	 0.014	  5.215	3.601
 25.00	 0.014	  5.214	3.601
 25.00	 0.014	  5.213	3.602
 25.00	 0.014	  5.212	3.602
 25.00	 0.014	  5.210	3.603
 25.00	 0.014	  5.209	3.603
 25.00	 0.014	  5.208	3.603
 25.00	 0.014	  5.207	3.604
 25.00	 0.014	  5.206	3.604
 25.00	 0.014	  5.205	3.605
 25.00	 0.014	  5.203	3.606
 25.00	 0.014	  5.203	3.611
 25.00	 0.014	  5.200	3.612
 25.00	 0.014	  5.199	3.612
 25.00	 0.014	  5.197	3.612
 25.00	 0.014	  5.193	3.826
 25.00	 0.014	  5.193	3.828
 25.00	 0.014	  5.193	3.831
 25.00	 0.014	  5.193	3.835
 25.00	 0.014	  5.193	3.837
 25.00	 0.014	  5.193	3.844
 25.00	 0.014	  5.194	3.846
 25.00	 0.014	  5.194	3.848
 25.00	 0.014	  5.194	3.849
 25.00	 0.014	  5.194	3.851
 25.00	 0.014	  5.194	3.852
 25.00	 0.014	  5.194	3.853
 25.00	 0.014	  5.194	3.854
 25.00	 0.014	  5.195	3.856
 25.00	 0.014	  5.195	3.857
 25.00	 0.014	  5.195	3.858
 25.00	 0.014	  5.195	3.859
 25.00	 0.014	  5.196	3.858
 25.00	 0.014	  5.196	3.859
 25.00	 0.014	  5.196	3.859
 25.00	 0.014	  5.196	3.859
 25.00	 0.014	  5.196	3.859
 25.00	 0.014	  5.196	3.859
 25.00	 0.014	  5.196	3.858
 25.00	 0.014	  5.196	3.858
 25.00	 0.014	  5.196	3.858
 25.00	 0.014	  5.196	3.858
 25.00	 0.014	  5.197	3.858
 25.00	 0.014	  5.197	3.858
 25.00	 0.014	  5.197	3.857
 25.00	 0.014	  5.197	3.857
 25.00	 0.014	  5.197	3.857
 25.00	 0.014	  5.197	3.856
 25.00	 0.014	  5.197	3.857
 25.00	 0.014	  5.197	3.857
 25.00	 0.014	  5.198	3.856
 25.00	 0.014	  5.198	3.856
 25.00	 0.014	  5.198	3.856
 25.00	 0.014	  5.198	3.856
 25.00	 0.014	  5.198	3.855
 25.00	 0.014	  5.198	3.855
 25.00	 0.014	  5.198	3.854
 25.00	 0.014	  5.199	3.854
 25.00	 0.014	  5.199	3.853
 25.00	 0.014	  5.199	3.852
 25.00	 0.014	  5.199	3.851
 25.00	 0.014	  5.199	3.850
 25.00	 0.014	  5.199	3.850
 25.00	 0.014	  5.200	3.849
 25.00	 0.014	  5.200	3.848
 25.00	 0.014	  5.200	3.846
 25.00	 0.014	  5.200	3.845
 25.00	 0.014	  5.200	3.844
 25.00	 0.014	  5.201	3.843
 25.00	 0.014	  5.201	3.842
 25.00	 0.014	  5.201	3.840
 25.00	 0.014	  5.201	3.839
 25.00	 0.014	  5.202	3.839
 25.00	 0.014	  5.202	3.838
 25.00	 0.014	  5.202	3.836
 25.00	 0.014	  5.202	3.834
 25.00	 0.014	  5.203	3.832
 25.00	 0.014	  5.203	3.829
 25.00	 0.014	  5.203	3.826
 25.00	 0.014	  5.204	3.823
 25.00	 0.014	  5.204	3.819
 25.00	 0.014	  5.204	3.820
 25.00	 0.014	  5.204	3.817
 25.00	 0.014	  5.205	3.819
 25.00	 0.014	  5.205	3.821
 25.00	 0.014	  5.205	3.823
 25.00	 0.014	  5.206	3.820
 25.00	 0.014	  5.206	3.821
 25.00	 0.014	  5.207	3.822
 25.00	 0.014	  5.207	3.822
 25.00	 0.014	  5.208	3.820
 25.00	 0.014	  5.208	3.819
 25.00	 0.014	  5.209	3.823
 25.00	 0.014	  5.210	3.821
 25.00	 0.014	  5.210	3.822
 25.00	 0.014	  5.211	3.824
 25.00	 0.014	  5.212	3.822
 25.00	 0.014	  5.213	3.821
 25.00	 0.014	  5.215	3.813
 25.00	 0.014	  5.217	3.796
 25.00	 0.014	  5.220	3.761
 25.00	 0.014	  5.224	3.708
 25.00	 0.014	  5.242	3.617
 25.00	 0.014	  5.255	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.257	3.617
 25.00	 0.014	  5.336	3.624
 25.00	 0.014	  5.373	3.824
 25.00	 0.014	  5.368	4.343
 25.00	 0.014	  5.371	4.341
 25.00	 0.014	  5.371	4.341
 25.00	 0.014	  5.371	4.340
 25.00	 0.014	  5.372	4.340
 25.00	 0.014	  5.372	4.340
 25.00	 0.014	  5.372	4.340
 25.00	 0.014	  5.372	4.340
 25.00	 0.014	  5.372	4.339
 25.00	 0.014	  5.372	4.339
 25.00	 0.014	  5.372	4.339
 25.00	 0.014	  5.373	4.339
 25.00	 0.014	  5.373	4.339
 25.00	 0.014	  5.373	4.339
 25.00	 0.014	  5.373	4.339
 25.00	 0.014	  5.373	4.338
 25.00	 0.014	  5.373	4.338
 25.00	 0.014	  5.373	4.338
 25.00	 0.014	  5.373	4.338
 25.00	 0.014	  5.373	4.338
 25.00	 0.014	  5.373	4.338
 25.00	 0.014	  5.373	4.338
 25.00	 0.014	  5.373	4.338
 25.00	 0.014	  5.373	4.337
 25.00	 0.014	  5.374	4.337
 25.00	 0.014	  5.374	4.337
 25.00	 0.014	  5.374	4.337
 25.00	 0.014	  5.374	4.337
 25.00	 0.014	  5.374	4.336
 25.00	 0.014	  5.375	4.335
 25.00	 0.014	  5.379	4.327
 25.00	 0.014	  4.854	4.578
 25.00	 0.014	  4.859	4.576
 25.00	 0.014	  4.863	4.574
 25.00	 0.014	  4.868	4.573
 25.00	 0.014	  4.873	4.572
 25.00	 0.014	  4.878	4.571
 25.00	 0.014	  4.883	4.570
 25.00	 0.014	  4.889	4.569
 25.00	 0.014	  4.894	4.568
 25.00	 0.014	  4.899	4.568
 25.00	 0.014	  4.904	4.567
 25.00	 0.014	  4.909	4.566
 25.00	 0.014	  4.915	4.566
 25.00	 0.014	  4.920	4.565
 25.00	 0.014	  4.926	4.565
 25.00	 0.014	  4.931	4.564
 25.00	 0.014	  4.936	4.563
 25.00	 0.014	  4.941	4.562
 25.00	 0.014	  4.947	4.562
 25.00	 0.014	  4.952	4.561
 25.00	 0.014	  4.957	4.560
 25.00	 0.014	  4.963	4.559
 25.00	 0.014	  4.968	4.558
 25.00	 0.014	  4.974	4.558
 25.00	 0.014	  4.980	4.557
 25.00	 0.014	  4.985	4.556
 25.00	 0.014	  4.990	4.555
 25.00	 0.014	  4.996	4.554
 25.00	 0.014	  5.002	4.552
 25.00	 0.014	  5.008	4.551
 25.00	 0.014	  5.014	4.550
 25.00	 0.014	  5.019	4.549
 25.00	 0.014	  5.025	4.548
 25.00	 0.014	  5.031	4.546
 25.00	 0.014	  5.036	4.545
 25.00	 0.014	  5.042	4.544
 25.00	 0.014	  5.048	4.543
 25.00	 0.014	  5.054	4.541
 25.00	 0.014	  5.059	4.540
 25.00	 0.014	  5.065	4.539
 25.00	 0.014	  5.071	4.537
 25.00	 0.014	  5.077	4.536
 25.00	 0.014	  5.082	4.534
 25.00	 0.014	  5.088	4.533
 25.00	 0.014	  5.094	4.531
 25.00	 0.014	  5.100	4.530
 25.00	 0.014	  5.106	4.528
 25.00	 0.014	  5.112	4.526
 25.00	 0.014	  5.117	4.524
 25.00	 0.014	  5.123	4.523
 25.00	 0.014	  5.129	4.521
 25.00	 0.014	  5.135	4.519
 25.00	 0.014	  5.141	4.517
 25.00	 0.014	  5.146	4.515
 25.00	 0.014	  5.152	4.513
 25.00	 0.014	  5.158	4.511
 25.00	 0.014	  5.164	4.509
 25.00	 0.014	  5.169	4.507
 25.00	 0.014	  5.175	4.504
 25.00	 0.014	  5.181	4.502
 25.00	 0.014	  5.187	4.500
 25.00	 0.014	  5.192	4.498
 25.00	 0.014	  5.198	4.495
 25.00	 0.014	  5.203	4.493
 25.00	 0.014	  5.208	4.490
 25.00	 0.014	  5.214	4.487
 25.00	 0.014	  5.219	4.485
 25.00	 0.014	  5.224	4.483
 25.00	 0.014	  5.229	4.480
 25.00	 0.014	  5.235	4.477
 25.00	 0.014	  5.240	4.474
 25.00	 0.014	  5.245	4.471
 25.00	 0.014	  5.250	4.468
 25.00	 0.014	  5.255	4.465
 25.00	 0.014	  5.259	4.462
 25.00	 0.014	  5.264	4.459
 25.00	 0.014	  5.269	4.456
 25.00	 0.014	  5.273	4.452
 25.00	 0.014	  5.278	4.449
 25.00	 0.014	  5.282	4.447
 25.00	 0.014	  5.286	4.444
 25.00	 0.014	  5.290	4.441
 25.00	 0.014	  5.294	4.439
 25.00	 0.014	  5.299	4.437
 25.00	 0.014	  5.303	4.436
 25.00	 0.014	  5.303	4.436
 25.00	 0.014	  5.304	4.436
 25.00	 0.014	  5.304	4.437
 25.00	 0.014	  5.305	4.436
 25.00	 0.014	  5.305	4.437
 25.00	 0.014	  5.306	4.437
 25.00	 0.014	  5.306	4.437
 25.00	 0.014	  5.307	4.437
 25.00	 0.014	  5.307	4.438
 25.00	 0.014	  5.308	4.438
 25.00	 0.014	  5.309	4.438
 25.00	 0.014	  5.309	4.439
 25.00	 0.014	  5.310	4.440
 25.00	 0.014	  5.311	4.440
 25.00	 0.014	  5.311	4.441
 25.00	 0.014	  5.312	4.442
 25.00	 0.014	  5.313	4.444
 25.00	 0.014	  5.314	4.445
 25.00	 0.014	  5.315	4.447
 25.00	 0.014	  5.316	4.449
 25.00	 0.014	  5.317	4.453
 25.00	 0.014	  5.319	4.457
 25.00	 0.014	  5.321	4.462
 25.00	 0.014	  5.325	4.471
 25.00	 0.014	  5.352	4.499
 25.00	 0.014	  5.350	4.499
 25.00	 0.014	  5.350	4.499
 25.00	 0.014	  5.349	4.498
 25.00	 0.014	  5.348	4.497
 25.00	 0.014	  5.348	4.496
 25.00	 0.014	  5.347	4.495
 25.00	 0.014	  5.346	4.493
 25.00	 0.014	  5.346	4.490
 25.00	 0.014	  5.347	4.487
 25.00	 0.014	  5.348	4.483
 25.00	 0.014	  5.350	4.479
 25.00	 0.014	  5.350	4.479
 25.00	 0.014	  5.351	4.473
 25.00	 0.014	  5.353	4.468
 25.00	 0.014	  5.355	4.462
 25.00	 0.014	  5.355	4.462
 25.00	 0.014	  5.357	4.457
 25.00	 0.014	  5.358	4.452
 25.00	 0.014	  5.360	4.446
 25.00	 0.014	  5.362	4.441
 25.00	 0.014	  5.363	4.435
 25.00	 0.014	  5.365	4.429
 25.00	 0.014	  5.367	4.423
 25.00	 0.014	  5.369	4.417
 25.00	 0.014	  5.369	4.417
 25.00	 0.014	  5.370	4.411
 25.00	 0.014	  5.372	4.404
 25.00	 0.014	  5.373	4.399
 25.00	 0.014	  5.374	4.394
 25.00	 0.014	  5.377	4.383
 25.00	 0.014	  5.378	4.378
 25.00	 0.014	  5.379	4.372
 25.00	 0.014	  5.380	4.366
 25.00	 0.014	  5.382	4.361
 25.00	 0.014	  5.383	4.355
 25.00	 0.014	  5.384	4.349
 25.00	 0.014	  5.386	4.339
 25.00	 0.014	  5.387	4.334
 25.00	 0.014	  5.388	4.324
 25.00	 0.014	  5.389	4.319
 25.00	 0.014	  5.390	4.314
 25.00	 0.014	  5.392	4.303
 25.00	 0.014	  5.392	4.298
 25.00	 0.014	  5.393	4.289
 25.00	 0.014	  5.395	4.280
 25.00	 0.014	  5.396	4.271
 25.00	 0.014	  5.396	4.266
 25.00	 0.014	  5.397	4.257
 25.00	 0.014	  5.398	4.247
 25.00	 0.014	  5.399	4.237
 25.00	 0.014	  5.400	4.232
 25.00	 0.014	  5.401	4.222
 25.00	 0.014	  5.402	4.211
 25.00	 0.014	  5.402	4.200
 25.00	 0.014	  5.403	4.193
 25.00	 0.014	  5.402	4.185
 25.00	 0.014	  5.402	4.175
 25.00	 0.014	  5.403	4.166
 25.00	 0.014	  5.403	4.156
 25.00	 0.014	  5.404	4.147
 25.00	 0.014	  5.404	4.138
 25.00	 0.014	  5.405	4.128
 25.00	 0.014	  5.406	4.119
 25.00	 0.014	  5.407	4.110
 25.00	 0.014	  5.407	4.101
 25.00	 0.014	  5.408	4.092
 25.00	 0.014	  5.409	4.082
 25.00	 0.014	  5.410	4.073
 25.00	 0.014	  5.412	4.062
 25.00	 0.014	  5.413	4.052
 25.00	 0.014	  5.414	4.041
 25.00	 0.014	  5.415	4.030
 25.00	 0.014	  5.416	4.015
 25.00	 0.014	  5.417	4.001
 25.00	 0.014	  5.418	3.983
 25.00	 0.014	  5.419	3.967
 25.00	 0.014	  5.420	3.948
 25.00	 0.014	  5.421	3.933
 25.00	 0.014	  5.422	3.914
 25.00	 0.014	  5.422	3.899
 25.00	 0.014	  5.417	3.584
 25.00	 0.014	  5.415	3.584
 25.00	 0.014	  5.414	3.585
 25.00	 0.014	  5.412	3.587
 25.00	 0.014	  5.411	3.590
 25.00	 0.014	  5.409	3.592
 25.00	 0.014	  5.406	3.595
 25.00	 0.014	  5.403	3.605
 25.00	 0.014	  5.399	3.637
 25.00	 0.014	  5.395	3.694
 25.00	 0.014	  5.386	3.646
 25.00	 0.014	  5.383	3.762
 25.00	 0.014	  5.384	3.861
 25.00	 0.014	  5.384	3.876
 25.00	 0.014	  5.384	3.878
 25.00	 0.014	  5.384	3.881
 25.00	 0.014	  5.384	3.898
 25.00	 0.014	  5.351	4.158
 25.00	 0.014	  5.343	4.276
 25.00	 0.014	  5.341	4.306
 25.00	 0.014	  5.341	4.309
 25.00	 0.014	  5.341	4.312
 25.00	 0.014	  5.341	4.315
 25.00	 0.014	  5.340	4.318
 25.00	 0.014	  5.340	4.322
 25.00	 0.014	  5.340	4.326
 25.00	 0.014	  5.339	4.329
