#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T23:51:43 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T23:51:43	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&&-ref=VIZ654d5c4f1a99a0&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=7
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
  7.00	 0.014	  3.441	4.275
  7.00	 0.014	  3.444	4.273
  7.00	 0.014	  3.447	4.272
  7.00	 0.014	  3.450	4.270
  7.00	 0.014	  3.453	4.269
  7.00	 0.014	  3.456	4.268
  7.00	 0.014	  3.459	4.266
  7.00	 0.014	  3.462	4.265
  7.00	 0.014	  3.465	4.263
  7.00	 0.014	  3.467	4.261
  7.00	 0.014	  3.470	4.260
  7.00	 0.014	  3.473	4.258
  7.00	 0.014	  3.476	4.257
  7.00	 0.014	  3.479	4.255
  7.00	 0.014	  3.481	4.254
  7.00	 0.014	  3.484	4.252
  7.00	 0.014	  3.487	4.250
  7.00	 0.014	  3.489	4.249
  7.00	 0.014	  3.492	4.247
  7.00	 0.014	  3.495	4.246
  7.00	 0.014	  3.497	4.244
  7.00	 0.014	  3.500	4.243
  7.00	 0.014	  3.503	4.241
  7.00	 0.014	  3.506	4.240
  7.00	 0.014	  3.508	4.239
  7.00	 0.014	  3.512	4.238
  7.00	 0.014	  3.515	4.238
  7.00	 0.014	  3.518	4.237
  7.00	 0.014	  3.519	4.238
  7.00	 0.014	  3.520	4.238
  7.00	 0.014	  3.520	4.238
  7.00	 0.014	  3.521	4.238
  7.00	 0.014	  3.522	4.238
  7.00	 0.014	  3.522	4.238
  7.00	 0.014	  3.523	4.238
  7.00	 0.014	  3.524	4.239
  7.00	 0.014	  3.525	4.239
  7.00	 0.014	  3.526	4.239
  7.00	 0.014	  3.527	4.240
  7.00	 0.014	  3.528	4.240
  7.00	 0.014	  3.529	4.241
  7.00	 0.014	  3.530	4.242
  7.00	 0.014	  3.531	4.242
  7.00	 0.014	  3.533	4.243
  7.00	 0.014	  3.534	4.245
  7.00	 0.014	  3.536	4.246
  7.00	 0.014	  3.538	4.248
  7.00	 0.014	  3.541	4.250
  7.00	 0.014	  3.544	4.253
  7.00	 0.014	  3.548	4.256
  7.00	 0.014	  3.555	4.261
  7.00	 0.014	  3.565	4.269
  7.00	 0.014	  3.583	4.279
  7.00	 0.014	  3.576	4.277
  7.00	 0.014	  3.563	4.271
  7.00	 0.014	  3.555	4.264
  7.00	 0.014	  3.556	4.258
  7.00	 0.014	  3.565	4.252
  7.00	 0.014	  3.574	4.247
  7.00	 0.014	  3.582	4.242
  7.00	 0.014	  3.587	4.239
  7.00	 0.014	  3.594	4.234
  7.00	 0.014	  3.597	4.230
  7.00	 0.014	  3.600	4.227
  7.00	 0.014	  3.604	4.222
  7.00	 0.014	  3.606	4.219
  7.00	 0.014	  3.608	4.215
  7.00	 0.014	  3.609	4.214
  7.00	 0.014	  3.610	4.210
  7.00	 0.014	  3.611	4.207
  7.00	 0.014	  3.613	4.203
  7.00	 0.014	  3.614	4.199
  7.00	 0.014	  3.614	4.197
  7.00	 0.014	  3.615	4.192
  7.00	 0.014	  3.615	4.188
  7.00	 0.014	  3.615	4.186
  7.00	 0.014	  3.616	4.182
  7.00	 0.014	  3.616	4.177
  7.00	 0.014	  3.616	4.175
  7.00	 0.014	  3.616	4.170
  7.00	 0.014	  3.616	4.167
  7.00	 0.014	  3.615	4.162
  7.00	 0.014	  3.614	4.157
  7.00	 0.014	  3.614	4.154
  7.00	 0.014	  3.613	4.149
  7.00	 0.014	  3.612	4.142
  7.00	 0.014	  3.611	4.139
  7.00	 0.014	  3.610	4.133
  7.00	 0.014	  3.608	4.126
  7.00	 0.014	  3.607	4.122
  7.00	 0.014	  3.604	4.114
  7.00	 0.014	  3.601	4.106
  7.00	 0.014	  3.599	4.101
  7.00	 0.014	  3.596	4.092
  7.00	 0.014	  3.591	4.081
  7.00	 0.014	  3.588	4.076
  7.00	 0.014	  3.582	4.064
  7.00	 0.014	  3.575	4.050
  7.00	 0.014	  3.571	4.043
  7.00	 0.014	  3.564	4.030
  7.00	 0.014	  3.556	4.018
  7.00	 0.014	  3.544	3.999
  7.00	 0.014	  3.534	3.984
  7.00	 0.014	  3.522	3.968
  7.00	 0.014	  3.504	3.943
  7.00	 0.014	  3.487	3.922
  7.00	 0.014	  3.463	3.892
  7.00	 0.014	  3.441	3.865
  7.00	 0.014	  3.408	3.826
  7.00	 0.014	  3.368	3.780
  7.00	 0.014	  3.318	3.726
  7.00	 0.014	  3.239	3.681
  7.00	 0.014	  3.171	3.657
  7.00	 0.014	  3.204	3.642
  7.00	 0.014	  3.296	3.627
  7.00	 0.014	  3.433	3.613
  7.00	 0.014	  3.497	3.607
  7.00	 0.014	  3.530	3.604
  7.00	 0.014	  3.551	3.603
  7.00	 0.014	  3.561	3.602
  7.00	 0.014	  3.575	3.600
  7.00	 0.014	  3.588	3.600
  7.00	 0.014	  3.599	3.600
  7.00	 0.014	  3.612	3.599
  7.00	 0.014	  3.618	3.599
  7.00	 0.014	  3.631	3.598
  7.00	 0.014	  3.636	3.598
  7.00	 0.014	  3.646	3.597
  7.00	 0.014	  3.654	3.597
  7.00	 0.014	  3.660	3.596
  7.00	 0.014	  3.664	3.596
  7.00	 0.014	  3.667	3.596
  7.00	 0.014	  3.669	3.596
  7.00	 0.014	  3.653	3.597
  7.00	 0.014	  3.633	3.598
  7.00	 0.014	  3.616	3.600
  7.00	 0.014	  3.604	3.601
  7.00	 0.014	  3.592	3.601
  7.00	 0.014	  3.577	3.602
  7.00	 0.014	  3.562	3.603
  7.00	 0.014	  3.550	3.605
  7.00	 0.014	  3.538	3.607
  7.00	 0.014	  3.523	3.606
  7.00	 0.014	  3.510	3.608
  7.00	 0.014	  3.495	3.610
  7.00	 0.014	  3.483	3.612
  7.00	 0.014	  3.475	3.613
  7.00	 0.014	  3.467	3.615
  7.00	 0.014	  3.461	3.616
  7.00	 0.014	  3.456	3.617
  7.00	 0.014	  3.453	3.619
  7.00	 0.014	  3.448	3.621
  7.00	 0.014	  3.447	3.623
  7.00	 0.014	  3.447	3.623
  7.00	 0.014	  3.448	3.623
  7.00	 0.014	  3.448	3.623
  7.00	 0.014	  3.448	3.624
  7.00	 0.014	  3.448	3.624
  7.00	 0.014	  3.449	3.624
  7.00	 0.014	  3.450	3.626
  7.00	 0.014	  3.451	3.626
  7.00	 0.014	  3.451	3.626
  7.00	 0.014	  3.451	3.626
  7.00	 0.014	  3.453	3.626
  7.00	 0.014	  3.453	3.627
  7.00	 0.014	  3.454	3.627
  7.00	 0.014	  3.454	3.627
  7.00	 0.014	  3.455	3.628
  7.00	 0.014	  3.456	3.628
  7.00	 0.014	  3.457	3.628
  7.00	 0.014	  3.458	3.629
  7.00	 0.014	  3.459	3.629
  7.00	 0.014	  3.460	3.629
  7.00	 0.014	  3.464	3.630
  7.00	 0.014	  3.465	3.631
  7.00	 0.014	  3.467	3.631
  7.00	 0.014	  3.469	3.632
  7.00	 0.014	  3.471	3.632
  7.00	 0.014	  3.477	3.634
  7.00	 0.014	  3.480	3.635
  7.00	 0.014	  3.567	3.666
  7.00	 0.014	  3.579	3.683
  7.00	 0.014	  3.589	3.703
  7.00	 0.014	  3.596	3.724
  7.00	 0.014	  3.601	3.740
  7.00	 0.014	  3.605	3.753
  7.00	 0.014	  3.609	3.763
  7.00	 0.014	  3.612	3.771
  7.00	 0.014	  3.615	3.779
  7.00	 0.014	  3.618	3.785
  7.00	 0.014	  3.620	3.791
  7.00	 0.014	  3.624	3.797
  7.00	 0.014	  3.626	3.803
  7.00	 0.014	  3.629	3.807
  7.00	 0.014	  3.631	3.812
  7.00	 0.014	  3.633	3.815
  7.00	 0.014	  3.635	3.819
  7.00	 0.014	  3.667	3.876
  7.00	 0.014	  3.668	3.878
  7.00	 0.014	  3.670	3.880
  7.00	 0.014	  3.671	3.882
  7.00	 0.014	  3.673	3.884
  7.00	 0.014	  3.674	3.886
  7.00	 0.014	  3.675	3.888
  7.00	 0.014	  3.677	3.890
  7.00	 0.014	  3.678	3.893
  7.00	 0.014	  3.679	3.894
  7.00	 0.014	  3.680	3.896
  7.00	 0.014	  3.681	3.897
  7.00	 0.014	  3.682	3.899
  7.00	 0.014	  3.683	3.900
  7.00	 0.014	  3.684	3.902
  7.00	 0.014	  3.685	3.903
  7.00	 0.014	  3.687	3.905
  7.00	 0.014	  3.688	3.906
  7.00	 0.014	  3.689	3.908
  7.00	 0.014	  3.690	3.910
  7.00	 0.014	  3.692	3.912
  7.00	 0.014	  3.693	3.914
  7.00	 0.014	  3.694	3.915
  7.00	 0.014	  3.695	3.917
  7.00	 0.014	  3.696	3.918
  7.00	 0.014	  3.726	3.966
  7.00	 0.014	  3.726	3.966
  7.00	 0.014	  3.726	3.966
  7.00	 0.014	  3.726	3.966
  7.00	 0.014	  3.726	3.965
  7.00	 0.014	  3.727	3.965
  7.00	 0.014	  3.727	3.965
  7.00	 0.014	  3.727	3.964
  7.00	 0.014	  3.727	3.964
  7.00	 0.014	  3.727	3.963
  7.00	 0.014	  3.727	3.963
  7.00	 0.014	  3.727	3.963
  7.00	 0.014	  3.727	3.962
  7.00	 0.014	  3.727	3.962
  7.00	 0.014	  3.727	3.961
  7.00	 0.014	  3.727	3.960
  7.00	 0.014	  3.727	3.960
  7.00	 0.014	  3.726	3.959
  7.00	 0.014	  3.726	3.958
  7.00	 0.014	  3.726	3.957
  7.00	 0.014	  3.726	3.956
  7.00	 0.014	  3.726	3.955
  7.00	 0.014	  3.725	3.954
  7.00	 0.014	  3.725	3.953
  7.00	 0.014	  3.725	3.952
  7.00	 0.014	  3.724	3.951
  7.00	 0.014	  3.724	3.949
  7.00	 0.014	  3.724	3.948
  7.00	 0.014	  3.723	3.946
  7.00	 0.014	  3.723	3.945
  7.00	 0.014	  3.722	3.943
  7.00	 0.014	  3.722	3.941
  7.00	 0.014	  3.721	3.940
  7.00	 0.014	  3.721	3.938
  7.00	 0.014	  3.720	3.936
  7.00	 0.014	  3.719	3.934
  7.00	 0.014	  3.719	3.932
  7.00	 0.014	  3.718	3.929
  7.00	 0.014	  3.717	3.927
  7.00	 0.014	  3.717	3.925
  7.00	 0.014	  3.716	3.922
  7.00	 0.014	  3.715	3.920
  7.00	 0.014	  3.714	3.917
  7.00	 0.014	  3.713	3.914
  7.00	 0.014	  3.712	3.911
  7.00	 0.014	  3.711	3.908
  7.00	 0.014	  3.710	3.904
  7.00	 0.014	  3.708	3.901
  7.00	 0.014	  3.707	3.897
  7.00	 0.014	  3.706	3.894
  7.00	 0.014	  3.704	3.889
  7.00	 0.014	  3.703	3.885
  7.00	 0.014	  3.701	3.881
  7.00	 0.014	  3.699	3.876
  7.00	 0.014	  3.697	3.870
  7.00	 0.014	  3.695	3.865
  7.00	 0.014	  3.692	3.859
  7.00	 0.014	  3.689	3.852
  7.00	 0.014	  3.686	3.845
  7.00	 0.014	  3.682	3.837
  7.00	 0.014	  3.678	3.827
  7.00	 0.014	  3.673	3.817
  7.00	 0.014	  3.668	3.805
  7.00	 0.014	  3.661	3.791
  7.00	 0.014	  3.653	3.775
  7.00	 0.014	  3.643	3.755
  7.00	 0.014	  3.629	3.729
  7.00	 0.014	  3.609	3.695
  7.00	 0.014	  3.573	3.660
  7.00	 0.014	  3.519	3.644
  7.00	 0.014	  3.465	3.627
  7.00	 0.014	  3.466	3.626
  7.00	 0.014	  3.466	3.625
  7.00	 0.014	  3.467	3.624
  7.00	 0.014	  3.469	3.623
  7.00	 0.014	  3.470	3.623
  7.00	 0.014	  3.472	3.622
  7.00	 0.014	  3.474	3.621
  7.00	 0.014	  3.478	3.620
  7.00	 0.014	  3.480	3.619
  7.00	 0.014	  3.484	3.618
  7.00	 0.014	  3.487	3.617
  7.00	 0.014	  3.492	3.616
  7.00	 0.014	  3.498	3.615
  7.00	 0.014	  3.501	3.614
  7.00	 0.014	  3.507	3.613
  7.00	 0.014	  3.511	3.612
  7.00	 0.014	  3.518	3.611
  7.00	 0.014	  3.524	3.610
  7.00	 0.014	  3.539	3.611
  7.00	 0.014	  3.591	3.603
  7.00	 0.014	  3.709	3.593
  7.00	 0.014	  4.147	3.552
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  4.346	3.541
  7.00	 0.014	  3.211	4.321
  7.00	 0.014	  3.213	4.319
  7.00	 0.014	  3.218	4.318
  7.00	 0.014	  3.223	4.317
  7.00	 0.014	  3.228	4.315
  7.00	 0.014	  3.232	4.314
  7.00	 0.014	  3.237	4.313
  7.00	 0.014	  3.242	4.313
  7.00	 0.014	  3.247	4.312
  7.00	 0.014	  3.252	4.311
  7.00	 0.014	  3.257	4.310
  7.00	 0.014	  3.262	4.310
  7.00	 0.014	  3.267	4.309
  7.00	 0.014	  3.273	4.308
  7.00	 0.014	  3.278	4.308
  7.00	 0.014	  3.283	4.307
  7.00	 0.014	  3.288	4.307
  7.00	 0.014	  3.293	4.306
  7.00	 0.014	  3.299	4.305
  7.00	 0.014	  3.304	4.305
  7.00	 0.014	  3.309	4.304
  7.00	 0.014	  3.314	4.303
  7.00	 0.014	  3.320	4.303
  7.00	 0.014	  3.325	4.302
  7.00	 0.014	  3.330	4.301
  7.00	 0.014	  3.335	4.301
  7.00	 0.014	  3.340	4.300
  7.00	 0.014	  3.345	4.299
  7.00	 0.014	  3.350	4.298
  7.00	 0.014	  3.355	4.298
  7.00	 0.014	  3.360	4.297
  7.00	 0.014	  3.365	4.296
  7.00	 0.014	  3.370	4.295
  7.00	 0.014	  3.375	4.294
  7.00	 0.014	  3.380	4.293
  7.00	 0.014	  3.385	4.293
  7.00	 0.014	  3.390	4.292
  7.00	 0.014	  3.395	4.291
  7.00	 0.014	  3.400	4.290
  7.00	 0.014	  3.405	4.289
  7.00	 0.014	  3.410	4.288
  7.00	 0.014	  3.415	4.287
  7.00	 0.014	  3.419	4.286
  7.00	 0.014	  3.424	4.285
  7.00	 0.014	  3.429	4.284
  7.00	 0.014	  3.434	4.283
  7.00	 0.014	  3.438	4.282
  7.00	 0.014	  3.443	4.281
  7.00	 0.014	  3.448	4.280
  7.00	 0.014	  3.452	4.279
  7.00	 0.014	  3.457	4.277
  7.00	 0.014	  3.461	4.276
  7.00	 0.014	  3.466	4.275
  7.00	 0.014	  3.471	4.274
  7.00	 0.014	  3.475	4.273
  7.00	 0.014	  3.480	4.271
  7.00	 0.014	  3.484	4.270
  7.00	 0.014	  3.489	4.269
  7.00	 0.014	  3.493	4.268
  7.00	 0.014	  3.497	4.266
  7.00	 0.014	  3.501	4.265
  7.00	 0.014	  3.506	4.264
  7.00	 0.014	  3.510	4.262
  7.00	 0.014	  3.514	4.261
  7.00	 0.014	  3.518	4.259
  7.00	 0.014	  3.522	4.258
  7.00	 0.014	  3.526	4.257
  7.00	 0.014	  3.530	4.255
  7.00	 0.014	  3.534	4.254
  7.00	 0.014	  3.538	4.252
  7.00	 0.014	  3.542	4.251
  7.00	 0.014	  3.546	4.249
  7.00	 0.014	  3.550	4.248
  7.00	 0.014	  3.554	4.246
  7.00	 0.014	  3.557	4.245
  7.00	 0.014	  3.561	4.243
  7.00	 0.014	  3.565	4.242
  7.00	 0.014	  3.569	4.241
  7.00	 0.014	  3.572	4.239
  7.00	 0.014	  3.576	4.238
  7.00	 0.014	  3.579	4.237
  7.00	 0.014	  3.583	4.236
  7.00	 0.014	  3.587	4.235
  7.00	 0.014	  3.590	4.235
  7.00	 0.014	  3.594	4.234
  7.00	 0.014	  3.595	4.235
  7.00	 0.014	  3.596	4.235
  7.00	 0.014	  3.596	4.235
  7.00	 0.014	  3.597	4.235
  7.00	 0.014	  3.598	4.235
  7.00	 0.014	  3.599	4.235
  7.00	 0.014	  3.600	4.235
  7.00	 0.014	  3.601	4.235
  7.00	 0.014	  3.602	4.236
  7.00	 0.014	  3.603	4.236
  7.00	 0.014	  3.604	4.236
  7.00	 0.014	  3.605	4.237
  7.00	 0.014	  3.606	4.237
  7.00	 0.014	  3.607	4.238
  7.00	 0.014	  3.608	4.239
  7.00	 0.014	  3.610	4.240
  7.00	 0.014	  3.611	4.241
  7.00	 0.014	  3.613	4.242
  7.00	 0.014	  3.615	4.244
  7.00	 0.014	  3.617	4.246
  7.00	 0.014	  3.621	4.249
  7.00	 0.014	  3.625	4.252
  7.00	 0.014	  3.630	4.257
  7.00	 0.014	  3.640	4.264
  7.00	 0.014	  3.660	4.275
  7.00	 0.014	  3.652	4.272
  7.00	 0.014	  3.640	4.265
  7.00	 0.014	  3.639	4.259
  7.00	 0.014	  3.647	4.252
  7.00	 0.014	  3.658	4.247
  7.00	 0.014	  3.670	4.241
  7.00	 0.014	  3.676	4.237
  7.00	 0.014	  3.682	4.233
  7.00	 0.014	  3.686	4.230
  7.00	 0.014	  3.691	4.225
  7.00	 0.014	  3.694	4.222
  7.00	 0.014	  3.696	4.219
  7.00	 0.014	  3.699	4.217
  7.00	 0.014	  3.701	4.214
  7.00	 0.014	  3.703	4.211
  7.00	 0.014	  3.705	4.207
  7.00	 0.014	  3.706	4.206
  7.00	 0.014	  3.707	4.201
  7.00	 0.014	  3.708	4.199
  7.00	 0.014	  3.709	4.197
  7.00	 0.014	  3.709	4.195
  7.00	 0.014	  3.711	4.190
  7.00	 0.014	  3.711	4.187
  7.00	 0.014	  3.711	4.185
  7.00	 0.014	  3.712	4.182
  7.00	 0.014	  3.713	4.177
  7.00	 0.014	  3.713	4.174
  7.00	 0.014	  3.713	4.171
  7.00	 0.014	  3.714	4.164
  7.00	 0.014	  3.714	4.161
  7.00	 0.014	  3.714	4.158
  7.00	 0.014	  3.714	4.154
  7.00	 0.014	  3.713	4.146
  7.00	 0.014	  3.713	4.142
  7.00	 0.014	  3.712	4.138
  7.00	 0.014	  3.712	4.134
  7.00	 0.014	  3.711	4.124
  7.00	 0.014	  3.710	4.119
  7.00	 0.014	  3.708	4.113
  7.00	 0.014	  3.707	4.108
  7.00	 0.014	  3.704	4.095
  7.00	 0.014	  3.702	4.088
  7.00	 0.014	  3.700	4.081
  7.00	 0.014	  3.694	4.065
  7.00	 0.014	  3.692	4.058
  7.00	 0.014	  3.687	4.045
  7.00	 0.014	  3.681	4.031
  7.00	 0.014	  3.677	4.023
  7.00	 0.014	  3.669	4.006
  7.00	 0.014	  3.659	3.986
  7.00	 0.014	  3.651	3.971
  7.00	 0.014	  3.636	3.946
  7.00	 0.014	  3.623	3.926
  7.00	 0.014	  3.601	3.893
  7.00	 0.014	  3.579	3.861
  7.00	 0.014	  3.551	3.824
  7.00	 0.014	  3.511	3.772
  7.00	 0.014	  3.453	3.705
  7.00	 0.014	  3.363	3.667
  7.00	 0.014	  3.305	3.643
  7.00	 0.014	  3.364	3.637
  7.00	 0.014	  3.431	3.628
  7.00	 0.014	  3.508	3.622
  7.00	 0.014	  3.582	3.618
  7.00	 0.014	  3.606	3.616
  7.00	 0.014	  3.622	3.614
  7.00	 0.014	  3.635	3.612
  7.00	 0.014	  3.640	3.612
  7.00	 0.014	  3.652	3.611
  7.00	 0.014	  3.658	3.610
  7.00	 0.014	  3.663	3.609
  7.00	 0.014	  3.670	3.607
  7.00	 0.014	  3.677	3.606
  7.00	 0.014	  3.682	3.604
  7.00	 0.014	  3.685	3.601
  7.00	 0.014	  3.690	3.601
  7.00	 0.014	  3.694	3.601
  7.00	 0.014	  3.695	3.600
  7.00	 0.014	  3.696	3.599
  7.00	 0.014	  3.697	3.598
  7.00	 0.014	  3.680	3.598
  7.00	 0.014	  3.662	3.599
  7.00	 0.014	  3.648	3.601
  7.00	 0.014	  3.639	3.601
  7.00	 0.014	  3.632	3.602
  7.00	 0.014	  3.625	3.603
  7.00	 0.014	  3.617	3.604
  7.00	 0.014	  3.610	3.605
  7.00	 0.014	  3.602	3.606
  7.00	 0.014	  3.594	3.606
  7.00	 0.014	  3.587	3.607
  7.00	 0.014	  3.581	3.609
  7.00	 0.014	  3.574	3.610
  7.00	 0.014	  3.569	3.611
  7.00	 0.014	  3.564	3.612
  7.00	 0.014	  3.559	3.614
  7.00	 0.014	  3.555	3.615
  7.00	 0.014	  3.553	3.617
  7.00	 0.014	  3.551	3.618
  7.00	 0.014	  3.550	3.619
  7.00	 0.014	  3.550	3.619
  7.00	 0.014	  3.550	3.619
  7.00	 0.014	  3.550	3.619
  7.00	 0.014	  3.550	3.620
  7.00	 0.014	  3.550	3.620
  7.00	 0.014	  3.550	3.620
  7.00	 0.014	  3.551	3.620
