#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T23:50:27 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T23:50:27	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&&-ref=VIZ654d5c4f1a99a0&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=1.35
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
  1.35	 0.014	  0.613	3.816
  1.35	 0.014	  0.614	3.816
  1.35	 0.014	  0.615	3.815
  1.35	 0.014	  0.616	3.815
  1.35	 0.014	  0.617	3.814
  1.35	 0.014	  0.618	3.814
  1.35	 0.014	  0.619	3.813
  1.35	 0.014	  0.620	3.813
  1.35	 0.014	  0.621	3.812
  1.35	 0.014	  0.623	3.812
  1.35	 0.014	  0.624	3.811
  1.35	 0.014	  0.625	3.811
  1.35	 0.014	  0.625	3.810
  1.35	 0.014	  0.626	3.809
  1.35	 0.014	  0.627	3.809
  1.35	 0.014	  0.628	3.808
  1.35	 0.014	  0.629	3.808
  1.35	 0.014	  0.630	3.807
  1.35	 0.014	  0.631	3.807
  1.35	 0.014	  0.632	3.806
  1.35	 0.014	  0.633	3.806
  1.35	 0.014	  0.634	3.805
  1.35	 0.014	  0.635	3.805
  1.35	 0.014	  0.636	3.804
  1.35	 0.014	  0.638	3.804
  1.35	 0.014	  0.639	3.804
  1.35	 0.014	  0.641	3.804
  1.35	 0.014	  0.644	3.803
  1.35	 0.014	  0.645	3.803
  1.35	 0.014	  0.645	3.803
  1.35	 0.014	  0.646	3.803
  1.35	 0.014	  0.647	3.804
  1.35	 0.014	  0.648	3.804
  1.35	 0.014	  0.649	3.804
  1.35	 0.014	  0.650	3.804
  1.35	 0.014	  0.651	3.804
  1.35	 0.014	  0.652	3.804
  1.35	 0.014	  0.654	3.804
  1.35	 0.014	  0.655	3.804
  1.35	 0.014	  0.657	3.804
  1.35	 0.014	  0.659	3.805
  1.35	 0.014	  0.661	3.805
  1.35	 0.014	  0.663	3.805
  1.35	 0.014	  0.666	3.806
  1.35	 0.014	  0.668	3.806
  1.35	 0.014	  0.672	3.807
  1.35	 0.014	  0.676	3.807
  1.35	 0.014	  0.681	3.808
  1.35	 0.014	  0.687	3.809
  1.35	 0.014	  0.694	3.811
  1.35	 0.014	  0.706	3.812
  1.35	 0.014	  0.720	3.815
  1.35	 0.014	  0.738	3.817
  1.35	 0.014	  0.746	3.815
  1.35	 0.014	  0.748	3.815
  1.35	 0.014	  0.750	3.814
  1.35	 0.014	  0.751	3.813
  1.35	 0.014	  0.752	3.813
  1.35	 0.014	  0.753	3.812
  1.35	 0.014	  0.755	3.812
  1.35	 0.014	  0.756	3.811
  1.35	 0.014	  0.757	3.811
  1.35	 0.014	  0.759	3.810
  1.35	 0.014	  0.760	3.810
  1.35	 0.014	  0.761	3.809
  1.35	 0.014	  0.763	3.809
  1.35	 0.014	  0.764	3.808
  1.35	 0.014	  0.766	3.808
  1.35	 0.014	  0.767	3.807
  1.35	 0.014	  0.768	3.807
  1.35	 0.014	  0.770	3.806
  1.35	 0.014	  0.772	3.805
  1.35	 0.014	  0.773	3.805
  1.35	 0.014	  0.775	3.804
  1.35	 0.014	  0.777	3.804
  1.35	 0.014	  0.778	3.803
  1.35	 0.014	  0.780	3.803
  1.35	 0.014	  0.782	3.802
  1.35	 0.014	  0.784	3.802
  1.35	 0.014	  0.786	3.801
  1.35	 0.014	  0.788	3.800
  1.35	 0.014	  0.790	3.800
  1.35	 0.014	  0.792	3.799
  1.35	 0.014	  0.794	3.798
  1.35	 0.014	  0.796	3.797
  1.35	 0.014	  0.798	3.796
  1.35	 0.014	  0.800	3.796
  1.35	 0.014	  0.803	3.795
  1.35	 0.014	  0.804	3.794
  1.35	 0.014	  0.807	3.793
  1.35	 0.014	  0.808	3.792
  1.35	 0.014	  0.811	3.790
  1.35	 0.014	  0.812	3.789
  1.35	 0.014	  0.813	3.788
  1.35	 0.014	  0.814	3.787
  1.35	 0.014	  0.816	3.784
  1.35	 0.014	  0.816	3.783
  1.35	 0.014	  0.816	3.781
  1.35	 0.014	  0.816	3.780
  1.35	 0.014	  0.815	3.776
  1.35	 0.014	  0.814	3.774
  1.35	 0.014	  0.809	3.770
  1.35	 0.014	  0.806	3.768
  1.35	 0.014	  0.801	3.765
  1.35	 0.014	  0.787	3.757
  1.35	 0.014	  0.780	3.754
  1.35	 0.014	  0.764	3.748
  1.35	 0.014	  0.744	3.742
  1.35	 0.014	  0.721	3.735
  1.35	 0.014	  0.698	3.727
  1.35	 0.014	  0.675	3.719
  1.35	 0.014	  0.664	3.712
  1.35	 0.014	  0.662	3.709
  1.35	 0.014	  0.673	3.702
  1.35	 0.014	  0.695	3.696
  1.35	 0.014	  0.726	3.692
  1.35	 0.014	  0.758	3.692
  1.35	 0.014	  0.792	3.688
  1.35	 0.014	  0.831	3.686
  1.35	 0.014	  0.875	3.685
  1.35	 0.014	  0.922	3.684
  1.35	 0.014	  0.973	3.681
  1.35	 0.014	  1.026	3.679
  1.35	 0.014	  1.084	3.677
  1.35	 0.014	  1.155	3.675
  1.35	 0.014	  1.234	3.671
  1.35	 0.014	  1.330	3.665
  1.35	 0.014	  1.449	3.659
  1.35	 0.014	  1.601	3.650
  1.35	 0.014	  1.625	3.649
  1.35	 0.014	  1.838	3.637
  1.35	 0.014	  2.195	3.613
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  3.422	3.500
  1.35	 0.014	  0.452	3.821
  1.35	 0.014	  0.457	3.822
  1.35	 0.014	  0.461	3.822
  1.35	 0.014	  0.464	3.822
  1.35	 0.014	  0.467	3.822
  1.35	 0.014	  0.470	3.823
  1.35	 0.014	  0.473	3.823
  1.35	 0.014	  0.476	3.823
  1.35	 0.014	  0.478	3.823
  1.35	 0.014	  0.481	3.823
  1.35	 0.014	  0.484	3.823
  1.35	 0.014	  0.487	3.823
  1.35	 0.014	  0.490	3.823
  1.35	 0.014	  0.493	3.823
  1.35	 0.014	  0.496	3.823
  1.35	 0.014	  0.499	3.823
  1.35	 0.014	  0.503	3.823
  1.35	 0.014	  0.506	3.823
  1.35	 0.014	  0.509	3.823
  1.35	 0.014	  0.512	3.823
  1.35	 0.014	  0.515	3.823
  1.35	 0.014	  0.518	3.823
  1.35	 0.014	  0.521	3.823
  1.35	 0.014	  0.524	3.823
  1.35	 0.014	  0.527	3.823
  1.35	 0.014	  0.531	3.823
  1.35	 0.014	  0.534	3.823
  1.35	 0.014	  0.537	3.822
  1.35	 0.014	  0.540	3.822
  1.35	 0.014	  0.543	3.822
  1.35	 0.014	  0.547	3.822
  1.35	 0.014	  0.550	3.822
  1.35	 0.014	  0.553	3.821
  1.35	 0.014	  0.556	3.821
  1.35	 0.014	  0.560	3.821
  1.35	 0.014	  0.563	3.820
  1.35	 0.014	  0.566	3.820
  1.35	 0.014	  0.569	3.820
  1.35	 0.014	  0.573	3.819
  1.35	 0.014	  0.576	3.819
  1.35	 0.014	  0.579	3.818
  1.35	 0.014	  0.582	3.817
  1.35	 0.014	  0.585	3.817
  1.35	 0.014	  0.588	3.816
  1.35	 0.014	  0.590	3.815
  1.35	 0.014	  0.593	3.814
  1.35	 0.014	  0.596	3.814
  1.35	 0.014	  0.598	3.813
  1.35	 0.014	  0.601	3.812
  1.35	 0.014	  0.603	3.812
  1.35	 0.014	  0.605	3.811
  1.35	 0.014	  0.608	3.810
  1.35	 0.014	  0.610	3.809
  1.35	 0.014	  0.612	3.809
  1.35	 0.014	  0.614	3.808
  1.35	 0.014	  0.616	3.807
  1.35	 0.014	  0.618	3.806
  1.35	 0.014	  0.619	3.805
  1.35	 0.014	  0.621	3.805
  1.35	 0.014	  0.623	3.804
  1.35	 0.014	  0.624	3.803
  1.35	 0.014	  0.626	3.802
  1.35	 0.014	  0.627	3.801
  1.35	 0.014	  0.628	3.800
  1.35	 0.014	  0.630	3.800
  1.35	 0.014	  0.631	3.799
  1.35	 0.014	  0.632	3.798
  1.35	 0.014	  0.633	3.797
  1.35	 0.014	  0.634	3.796
  1.35	 0.014	  0.635	3.795
  1.35	 0.014	  0.636	3.794
  1.35	 0.014	  0.637	3.793
  1.35	 0.014	  0.638	3.792
  1.35	 0.014	  0.639	3.791
  1.35	 0.014	  0.640	3.790
  1.35	 0.014	  0.640	3.790
  1.35	 0.014	  0.641	3.789
  1.35	 0.014	  0.642	3.788
  1.35	 0.014	  0.643	3.787
  1.35	 0.014	  0.644	3.786
  1.35	 0.014	  0.645	3.786
  1.35	 0.014	  0.647	3.785
  1.35	 0.014	  0.649	3.785
  1.35	 0.014	  0.651	3.784
  1.35	 0.014	  0.654	3.784
  1.35	 0.014	  0.655	3.784
  1.35	 0.014	  0.656	3.784
  1.35	 0.014	  0.657	3.784
  1.35	 0.014	  0.658	3.784
  1.35	 0.014	  0.659	3.784
  1.35	 0.014	  0.660	3.784
  1.35	 0.014	  0.662	3.784
  1.35	 0.014	  0.663	3.784
  1.35	 0.014	  0.664	3.785
  1.35	 0.014	  0.666	3.785
  1.35	 0.014	  0.670	3.785
  1.35	 0.014	  0.672	3.785
  1.35	 0.014	  0.675	3.786
  1.35	 0.014	  0.678	3.786
  1.35	 0.014	  0.681	3.787
  1.35	 0.014	  0.684	3.787
  1.35	 0.014	  0.689	3.788
  1.35	 0.014	  0.694	3.789
  1.35	 0.014	  0.700	3.790
  1.35	 0.014	  0.708	3.792
  1.35	 0.014	  0.719	3.794
  1.35	 0.014	  0.733	3.796
  1.35	 0.014	  0.743	3.798
  1.35	 0.014	  0.756	3.799
  1.35	 0.014	  0.763	3.800
  1.35	 0.014	  0.770	3.797
  1.35	 0.014	  0.772	3.796
  1.35	 0.014	  0.774	3.796
  1.35	 0.014	  0.776	3.795
  1.35	 0.014	  0.778	3.794
  1.35	 0.014	  0.779	3.794
  1.35	 0.014	  0.781	3.793
  1.35	 0.014	  0.782	3.793
  1.35	 0.014	  0.784	3.792
  1.35	 0.014	  0.785	3.792
  1.35	 0.014	  0.787	3.791
  1.35	 0.014	  0.788	3.791
  1.35	 0.014	  0.790	3.790
  1.35	 0.014	  0.791	3.790
  1.35	 0.014	  0.792	3.789
  1.35	 0.014	  0.793	3.789
  1.35	 0.014	  0.795	3.788
  1.35	 0.014	  0.796	3.787
  1.35	 0.014	  0.797	3.787
  1.35	 0.014	  0.798	3.786
  1.35	 0.014	  0.799	3.786
  1.35	 0.014	  0.800	3.785
  1.35	 0.014	  0.801	3.784
  1.35	 0.014	  0.802	3.783
  1.35	 0.014	  0.803	3.783
  1.35	 0.014	  0.803	3.782
  1.35	 0.014	  0.804	3.781
  1.35	 0.014	  0.805	3.780
  1.35	 0.014	  0.805	3.779
  1.35	 0.014	  0.805	3.778
  1.35	 0.014	  0.806	3.777
  1.35	 0.014	  0.806	3.776
  1.35	 0.014	  0.806	3.775
  1.35	 0.014	  0.805	3.774
  1.35	 0.014	  0.805	3.772
  1.35	 0.014	  0.804	3.771
  1.35	 0.014	  0.803	3.769
  1.35	 0.014	  0.802	3.768
  1.35	 0.014	  0.800	3.766
  1.35	 0.014	  0.798	3.764
  1.35	 0.014	  0.795	3.762
  1.35	 0.014	  0.791	3.760
  1.35	 0.014	  0.787	3.758
  1.35	 0.014	  0.782	3.755
  1.35	 0.014	  0.777	3.753
  1.35	 0.014	  0.770	3.751
  1.35	 0.014	  0.762	3.747
  1.35	 0.014	  0.753	3.744
  1.35	 0.014	  0.742	3.741
  1.35	 0.014	  0.731	3.737
  1.35	 0.014	  0.719	3.734
  1.35	 0.014	  0.706	3.729
  1.35	 0.014	  0.693	3.726
  1.35	 0.014	  0.681	3.722
  1.35	 0.014	  0.670	3.718
  1.35	 0.014	  0.660	3.714
  1.35	 0.014	  0.652	3.710
  1.35	 0.014	  0.648	3.708
  1.35	 0.014	  0.644	3.704
  1.35	 0.014	  0.643	3.701
  1.35	 0.014	  0.648	3.696
  1.35	 0.014	  0.660	3.693
  1.35	 0.014	  0.680	3.691
  1.35	 0.014	  0.697	3.689
  1.35	 0.014	  0.721	3.689
  1.35	 0.014	  0.743	3.686
  1.35	 0.014	  0.767	3.684
  1.35	 0.014	  0.792	3.683
  1.35	 0.014	  0.823	3.682
  1.35	 0.014	  0.852	3.681
  1.35	 0.014	  0.882	3.680
  1.35	 0.014	  0.916	3.680
  1.35	 0.014	  0.951	3.679
  1.35	 0.014	  0.991	3.677
  1.35	 0.014	  1.045	3.675
  1.35	 0.014	  1.087	3.674
  1.35	 0.014	  1.126	3.672
  1.35	 0.014	  1.186	3.669
  1.35	 0.014	  1.226	3.668
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
  1.35	 0.014	  1.360	3.661
