#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-10T01:07:46 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-10T01:07:46	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=1000
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146/iso&HTTPPRM:&-out.max=50&-out.form=HTML Table&-oc.form=sexa&
#-source=J/A+A/537/A146/iso
#-order=I
#-out=logAge
#logAge=9.5
#-out=iso
#iso=iso
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=1000	

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	logAge	(F4.1)	Initial age	[ucd=time.age]
#Column	iso	(A3)	Isochrone for this age	[ucd=meta.ref.url]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
logAge	iso	Zini	logL	logTe
 9.5	iso	0.014	  0.640	3.803
 9.5	iso	0.014	  0.650	3.804
 9.5	iso	0.014	  0.664	3.806
 9.5	iso	0.014	  0.673	3.808
 9.5	iso	0.014	  0.686	3.810
 9.5	iso	0.014	  0.697	3.811
 9.5	iso	0.014	  0.711	3.814
 9.5	iso	0.014	  0.735	3.816
 9.5	iso	0.014	  0.746	3.815
 9.5	iso	0.014	  0.755	3.814
 9.5	iso	0.014	  0.771	3.812
 9.5	iso	0.014	  0.788	3.811
 9.5	iso	0.014	  0.805	3.809
 9.5	iso	0.014	  0.823	3.806
 9.5	iso	0.014	  0.832	3.805
 9.5	iso	0.014	  0.841	3.804
 9.5	iso	0.014	  0.851	3.802
 9.5	iso	0.014	  0.860	3.799
 9.5	iso	0.014	  0.869	3.797
 9.5	iso	0.014	  0.873	3.795
 9.5	iso	0.014	  0.877	3.794
 9.5	iso	0.014	  0.881	3.792
 9.5	iso	0.014	  0.884	3.790
 9.5	iso	0.014	  0.886	3.787
 9.5	iso	0.014	  0.887	3.786
 9.5	iso	0.014	  0.888	3.784
 9.5	iso	0.014	  0.887	3.782
 9.5	iso	0.014	  0.887	3.780
 9.5	iso	0.014	  0.886	3.778
 9.5	iso	0.014	  0.884	3.776
 9.5	iso	0.014	  0.883	3.775
 9.5	iso	0.014	  0.882	3.773
 9.5	iso	0.014	  0.880	3.772
 9.5	iso	0.014	  0.878	3.771
 9.5	iso	0.014	  0.876	3.769
 9.5	iso	0.014	  0.874	3.768
 9.5	iso	0.014	  0.870	3.766
 9.5	iso	0.014	  0.866	3.764
 9.5	iso	0.014	  0.862	3.762
 9.5	iso	0.014	  0.859	3.761
 9.5	iso	0.014	  0.857	3.760
 9.5	iso	0.014	  0.854	3.759
 9.5	iso	0.014	  0.852	3.758
 9.5	iso	0.014	  0.850	3.756
 9.5	iso	0.014	  0.847	3.755
 9.5	iso	0.014	  0.843	3.754
 9.5	iso	0.014	  0.839	3.753
 9.5	iso	0.014	  0.834	3.751
 9.5	iso	0.014	  0.830	3.750
 9.5	iso	0.014	  0.826	3.749
 9.5	iso	0.014	  0.822	3.747
 9.5	iso	0.014	  0.818	3.746
 9.5	iso	0.014	  0.814	3.745
 9.5	iso	0.014	  0.810	3.744
 9.5	iso	0.014	  0.805	3.742
 9.5	iso	0.014	  0.801	3.741
 9.5	iso	0.014	  0.796	3.740
 9.5	iso	0.014	  0.792	3.738
 9.5	iso	0.014	  0.787	3.737
 9.5	iso	0.014	  0.782	3.736
 9.5	iso	0.014	  0.778	3.735
 9.5	iso	0.014	  0.773	3.733
 9.5	iso	0.014	  0.768	3.732
 9.5	iso	0.014	  0.764	3.731
 9.5	iso	0.014	  0.760	3.729
 9.5	iso	0.014	  0.755	3.728
 9.5	iso	0.014	  0.751	3.727
 9.5	iso	0.014	  0.747	3.725
 9.5	iso	0.014	  0.744	3.724
 9.5	iso	0.014	  0.740	3.723
 9.5	iso	0.014	  0.737	3.722
 9.5	iso	0.014	  0.734	3.720
 9.5	iso	0.014	  0.731	3.719
 9.5	iso	0.014	  0.728	3.718
 9.5	iso	0.014	  0.726	3.717
 9.5	iso	0.014	  0.725	3.716
 9.5	iso	0.014	  0.723	3.715
 9.5	iso	0.014	  0.722	3.714
 9.5	iso	0.014	  0.720	3.711
 9.5	iso	0.014	  0.719	3.709
 9.5	iso	0.014	  0.721	3.708
 9.5	iso	0.014	  0.724	3.706
 9.5	iso	0.014	  0.727	3.705
 9.5	iso	0.014	  0.730	3.704
 9.5	iso	0.014	  0.733	3.702
 9.5	iso	0.014	  0.737	3.701
 9.5	iso	0.014	  0.749	3.699
 9.5	iso	0.014	  0.760	3.697
 9.5	iso	0.014	  0.773	3.696
 9.5	iso	0.014	  0.787	3.694
 9.5	iso	0.014	  0.818	3.692
 9.5	iso	0.014	  0.850	3.690
 9.5	iso	0.014	  0.866	3.689
 9.5	iso	0.014	  0.901	3.688
 9.5	iso	0.014	  0.938	3.687
 9.5	iso	0.014	  0.976	3.685
 9.5	iso	0.014	  1.016	3.683
 9.5	iso	0.014	  1.059	3.682
 9.5	iso	0.014	  1.082	3.681
 9.5	iso	0.014	  1.130	3.679
 9.5	iso	0.014	  1.183	3.677
 9.5	iso	0.014	  1.212	3.676
 9.5	iso	0.014	  1.242	3.675
 9.5	iso	0.014	  1.275	3.673
 9.5	iso	0.014	  1.308	3.671
 9.5	iso	0.014	  1.346	3.669
 9.5	iso	0.014	  1.366	3.668
 9.5	iso	0.014	  1.387	3.667
 9.5	iso	0.014	  1.407	3.666
 9.5	iso	0.014	  1.429	3.665
 9.5	iso	0.014	  1.454	3.663
 9.5	iso	0.014	  1.479	3.662
 9.5	iso	0.014	  1.504	3.660
 9.5	iso	0.014	  1.529	3.659
 9.5	iso	0.014	  1.556	3.658
 9.5	iso	0.014	  1.585	3.656
 9.5	iso	0.014	  1.614	3.654
 9.5	iso	0.014	  1.643	3.652
 9.5	iso	0.014	  1.672	3.650
 9.5	iso	0.014	  1.694	3.649
 9.5	iso	0.014	  1.707	3.649
 9.5	iso	0.014	  1.713	3.648
 9.5	iso	0.014	  1.726	3.648
 9.5	iso	0.014	  1.748	3.646
 9.5	iso	0.014	  1.770	3.645
 9.5	iso	0.014	  1.792	3.644
 9.5	iso	0.014	  1.814	3.642
 9.5	iso	0.014	  1.836	3.641
 9.5	iso	0.014	  1.858	3.640
 9.5	iso	0.014	  1.881	3.638
 9.5	iso	0.014	  1.903	3.637
 9.5	iso	0.014	  1.925	3.636
 9.5	iso	0.014	  1.941	3.634
 9.5	iso	0.014	  1.959	3.633
 9.5	iso	0.014	  1.978	3.632
 9.5	iso	0.014	  1.997	3.631
 9.5	iso	0.014	  2.016	3.630
 9.5	iso	0.014	  2.034	3.628
 9.5	iso	0.014	  2.053	3.627
 9.5	iso	0.014	  2.072	3.626
 9.5	iso	0.014	  2.091	3.625
 9.5	iso	0.014	  2.110	3.623
 9.5	iso	0.014	  2.128	3.622
 9.5	iso	0.014	  2.147	3.621
 9.5	iso	0.014	  2.166	3.620
 9.5	iso	0.014	  2.185	3.618
 9.5	iso	0.014	  2.204	3.617
 9.5	iso	0.014	  2.222	3.616
 9.5	iso	0.014	  2.241	3.615
 9.5	iso	0.014	  2.260	3.614
 9.5	iso	0.014	  2.279	3.612
 9.5	iso	0.014	  2.323	3.608
 9.5	iso	0.014	  2.383	3.603
 9.5	iso	0.014	  2.443	3.597
 9.5	iso	0.014	  2.502	3.592
 9.5	iso	0.014	  2.562	3.586
 9.5	iso	0.014	  2.622	3.580
 9.5	iso	0.014	  2.682	3.575
 9.5	iso	0.014	  2.742	3.569
 9.5	iso	0.014	  2.801	3.564
 9.5	iso	0.014	  2.861	3.558
 9.5	iso	0.014	  2.921	3.552
 9.5	iso	0.014	  2.981	3.547
 9.5	iso	0.014	  3.040	3.541
 9.5	iso	0.014	  3.100	3.536
 9.5	iso	0.014	  3.220	3.524
 9.5	iso	0.014	 -0.569	3.688
 9.5	iso	0.014	 -0.558	3.689
 9.5	iso	0.014	 -0.548	3.691
 9.5	iso	0.014	 -0.538	3.692
 9.5	iso	0.014	 -0.528	3.694
 9.5	iso	0.014	 -0.518	3.695
 9.5	iso	0.014	 -0.508	3.697
 9.5	iso	0.014	 -0.498	3.698
 9.5	iso	0.014	 -0.488	3.700
 9.5	iso	0.014	 -0.478	3.701
 9.5	iso	0.014	 -0.468	3.703
 9.5	iso	0.014	 -0.458	3.704
 9.5	iso	0.014	 -0.448	3.706
 9.5	iso	0.014	 -0.438	3.707
 9.5	iso	0.014	 -0.429	3.709
 9.5	iso	0.014	 -0.419	3.710
 9.5	iso	0.014	 -0.409	3.712
 9.5	iso	0.014	 -0.399	3.713
 9.5	iso	0.014	 -0.390	3.715
 9.5	iso	0.014	 -0.380	3.716
 9.5	iso	0.014	 -0.370	3.717
 9.5	iso	0.014	 -0.361	3.719
 9.5	iso	0.014	 -0.351	3.720
 9.5	iso	0.014	 -0.341	3.722
 9.5	iso	0.014	 -0.332	3.723
 9.5	iso	0.014	 -0.322	3.724
 9.5	iso	0.014	 -0.313	3.726
 9.5	iso	0.014	 -0.303	3.727
 9.5	iso	0.014	 -0.294	3.728
 9.5	iso	0.014	 -0.284	3.730
 9.5	iso	0.014	 -0.275	3.731
 9.5	iso	0.014	 -0.265	3.732
 9.5	iso	0.014	 -0.256	3.734
 9.5	iso	0.014	 -0.246	3.735
 9.5	iso	0.014	 -0.237	3.736
 9.5	iso	0.014	 -0.228	3.737
 9.5	iso	0.014	 -0.218	3.738
 9.5	iso	0.014	 -0.209	3.740
 9.5	iso	0.014	 -0.190	3.742
 9.5	iso	0.014	 -0.172	3.744
 9.5	iso	0.014	 -0.153	3.747
 9.5	iso	0.014	 -0.135	3.749
 9.5	iso	0.014	 -0.116	3.751
 9.5	iso	0.014	 -0.098	3.754
 9.5	iso	0.014	 -0.080	3.756
 9.5	iso	0.014	 -0.061	3.758
 9.5	iso	0.014	 -0.043	3.760
 9.5	iso	0.014	 -0.025	3.762
 9.5	iso	0.014	 -0.007	3.764
 9.5	iso	0.014	  0.011	3.766
 9.5	iso	0.014	  0.029	3.768
 9.5	iso	0.014	  0.047	3.769
 9.5	iso	0.014	  0.065	3.771
 9.5	iso	0.014	  0.083	3.773
 9.5	iso	0.014	  0.101	3.775
 9.5	iso	0.014	  0.119	3.777
 9.5	iso	0.014	  0.137	3.778
 9.5	iso	0.014	  0.154	3.780
 9.5	iso	0.014	  0.172	3.782
 9.5	iso	0.014	  0.189	3.783
 9.5	iso	0.014	  0.218	3.786
 9.5	iso	0.014	  0.247	3.788
 9.5	iso	0.014	  0.275	3.790
 9.5	iso	0.014	  0.302	3.792
 9.5	iso	0.014	  0.330	3.794
 9.5	iso	0.014	  0.356	3.796
 9.5	iso	0.014	  0.383	3.797
 9.5	iso	0.014	  0.409	3.799
 9.5	iso	0.014	  0.460	3.801
 9.5	iso	0.014	  0.515	3.801
 9.5	iso	0.014	  0.568	3.800
 9.5	iso	0.014	  0.618	3.797
 9.5	iso	0.014	  0.643	3.795
 9.5	iso	0.014	  0.655	3.794
 9.5	iso	0.014	  0.667	3.792
 9.5	iso	0.014	  0.679	3.791
 9.5	iso	0.014	  0.691	3.790
 9.5	iso	0.014	  0.718	3.787
 9.5	iso	0.014	  0.738	3.787
 9.5	iso	0.014	  0.754	3.788
 9.5	iso	0.014	  0.767	3.790
 9.5	iso	0.014	  0.777	3.792
 9.5	iso	0.014	  0.791	3.794
 9.5	iso	0.014	  0.800	3.796
 9.5	iso	0.014	  0.813	3.798
 9.5	iso	0.014	  0.821	3.800
 9.5	iso	0.014	  0.830	3.802
 9.5	iso	0.014	  0.841	3.803
 9.5	iso	0.014	  0.857	3.804
 9.5	iso	0.014	  0.861	3.802
 9.5	iso	0.014	  0.866	3.800
 9.5	iso	0.014	  0.873	3.799
 9.5	iso	0.014	  0.879	3.797
 9.5	iso	0.014	  0.885	3.796
 9.5	iso	0.014	  0.891	3.794
 9.5	iso	0.014	  0.897	3.793
 9.5	iso	0.014	  0.902	3.792
 9.5	iso	0.014	  0.907	3.790
 9.5	iso	0.014	  0.912	3.788
 9.5	iso	0.014	  0.916	3.785
 9.5	iso	0.014	  0.918	3.784
 9.5	iso	0.014	  0.919	3.782
 9.5	iso	0.014	  0.920	3.781
 9.5	iso	0.014	  0.921	3.779
 9.5	iso	0.014	  0.921	3.777
 9.5	iso	0.014	  0.921	3.775
 9.5	iso	0.014	  0.920	3.773
 9.5	iso	0.014	  0.920	3.772
 9.5	iso	0.014	  0.919	3.770
 9.5	iso	0.014	  0.917	3.769
 9.5	iso	0.014	  0.916	3.768
 9.5	iso	0.014	  0.914	3.766
 9.5	iso	0.014	  0.911	3.764
 9.5	iso	0.014	  0.909	3.762
 9.5	iso	0.014	  0.905	3.760
 9.5	iso	0.014	  0.902	3.758
 9.5	iso	0.014	  0.900	3.757
 9.5	iso	0.014	  0.895	3.755
 9.5	iso	0.014	  0.889	3.753
 9.5	iso	0.014	  0.886	3.752
 9.5	iso	0.014	  0.883	3.751
 9.5	iso	0.014	  0.879	3.749
 9.5	iso	0.014	  0.875	3.748
 9.5	iso	0.014	  0.871	3.747
 9.5	iso	0.014	  0.867	3.746
 9.5	iso	0.014	  0.863	3.744
 9.5	iso	0.014	  0.858	3.743
 9.5	iso	0.014	  0.853	3.742
 9.5	iso	0.014	  0.848	3.740
 9.5	iso	0.014	  0.842	3.738
 9.5	iso	0.014	  0.837	3.737
 9.5	iso	0.014	  0.831	3.735
 9.5	iso	0.014	  0.825	3.733
 9.5	iso	0.014	  0.819	3.732
 9.5	iso	0.014	  0.814	3.730
 9.5	iso	0.014	  0.808	3.729
 9.5	iso	0.014	  0.802	3.727
 9.5	iso	0.014	  0.797	3.726
 9.5	iso	0.014	  0.791	3.724
 9.5	iso	0.014	  0.785	3.722
 9.5	iso	0.014	  0.780	3.720
 9.5	iso	0.014	  0.775	3.718
 9.5	iso	0.014	  0.770	3.716
 9.5	iso	0.014	  0.766	3.715
 9.5	iso	0.014	  0.762	3.713
 9.5	iso	0.014	  0.759	3.712
 9.5	iso	0.014	  0.757	3.711
 9.5	iso	0.014	  0.754	3.709
 9.5	iso	0.014	  0.753	3.708
 9.5	iso	0.014	  0.751	3.706
 9.5	iso	0.014	  0.750	3.705
 9.5	iso	0.014	  0.750	3.704
 9.5	iso	0.014	  0.750	3.703
 9.5	iso	0.014	  0.752	3.702
 9.5	iso	0.014	  0.754	3.701
 9.5	iso	0.014	  0.755	3.700
 9.5	iso	0.014	  0.757	3.699
 9.5	iso	0.014	  0.761	3.697
 9.5	iso	0.014	  0.768	3.695
 9.5	iso	0.014	  0.776	3.694
 9.5	iso	0.014	  0.794	3.692
 9.5	iso	0.014	  0.804	3.692
 9.5	iso	0.014	  0.824	3.690
 9.5	iso	0.014	  0.848	3.688
 9.5	iso	0.014	  0.870	3.686
 9.5	iso	0.014	  0.920	3.684
 9.5	iso	0.014	  0.946	3.683
 9.5	iso	0.014	  1.001	3.681
 9.5	iso	0.014	  1.030	3.680
 9.5	iso	0.014	  1.060	3.679
 9.5	iso	0.014	  1.091	3.678
 9.5	iso	0.014	  1.123	3.677
 9.5	iso	0.014	  1.162	3.676
 9.5	iso	0.014	  1.202	3.674
 9.5	iso	0.014	  1.217	3.673
 9.5	iso	0.014	  1.241	3.672
 9.5	iso	0.014	  1.292	3.670
 9.5	iso	0.014	  1.336	3.669

