#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-10T01:07:39 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-10T01:07:39	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=1000
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146/iso&HTTPPRM:&-out.max=50&-out.form=HTML Table&-oc.form=sexa&
#-source=J/A+A/537/A146/iso
#-order=I
#-out=logAge
#logAge=8.5
#-out=iso
#iso=iso
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=1000	

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	logAge	(F4.1)	Initial age	[ucd=time.age]
#Column	iso	(A3)	Isochrone for this age	[ucd=meta.ref.url]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
logAge	iso	Zini	logL	logTe
 8.5	iso	0.014	  0.332	3.807
 8.5	iso	0.014	  0.345	3.809
 8.5	iso	0.014	  0.357	3.810
 8.5	iso	0.014	  0.370	3.812
 8.5	iso	0.014	  0.383	3.814
 8.5	iso	0.014	  0.408	3.817
 8.5	iso	0.014	  0.433	3.820
 8.5	iso	0.014	  0.458	3.823
 8.5	iso	0.014	  0.482	3.826
 8.5	iso	0.014	  0.494	3.828
 8.5	iso	0.014	  0.505	3.829
 8.5	iso	0.014	  0.516	3.831
 8.5	iso	0.014	  0.527	3.833
 8.5	iso	0.014	  0.539	3.834
 8.5	iso	0.014	  0.550	3.836
 8.5	iso	0.014	  0.561	3.838
 8.5	iso	0.014	  0.572	3.839
 8.5	iso	0.014	  0.583	3.841
 8.5	iso	0.014	  0.594	3.842
 8.5	iso	0.014	  0.615	3.846
 8.5	iso	0.014	  0.637	3.849
 8.5	iso	0.014	  0.658	3.852
 8.5	iso	0.014	  0.679	3.855
 8.5	iso	0.014	  0.700	3.858
 8.5	iso	0.014	  0.719	3.862
 8.5	iso	0.014	  0.738	3.866
 8.5	iso	0.014	  0.757	3.870
 8.5	iso	0.014	  0.776	3.874
 8.5	iso	0.014	  0.794	3.878
 8.5	iso	0.014	  0.813	3.881
 8.5	iso	0.014	  0.831	3.885
 8.5	iso	0.014	  0.849	3.889
 8.5	iso	0.014	  0.867	3.892
 8.5	iso	0.014	  0.885	3.896
 8.5	iso	0.014	  0.903	3.899
 8.5	iso	0.014	  0.920	3.903
 8.5	iso	0.014	  0.938	3.906
 8.5	iso	0.014	  0.954	3.909
 8.5	iso	0.014	  0.970	3.912
 8.5	iso	0.014	  0.987	3.915
 8.5	iso	0.014	  1.003	3.918
 8.5	iso	0.014	  1.019	3.920
 8.5	iso	0.014	  1.034	3.923
 8.5	iso	0.014	  1.050	3.926
 8.5	iso	0.014	  1.066	3.928
 8.5	iso	0.014	  1.081	3.931
 8.5	iso	0.014	  1.096	3.933
 8.5	iso	0.014	  1.112	3.936
 8.5	iso	0.014	  1.127	3.938
 8.5	iso	0.014	  1.142	3.940
 8.5	iso	0.014	  1.157	3.943
 8.5	iso	0.014	  1.172	3.945
 8.5	iso	0.014	  1.187	3.948
 8.5	iso	0.014	  1.202	3.950
 8.5	iso	0.014	  1.216	3.952
 8.5	iso	0.014	  1.231	3.954
 8.5	iso	0.014	  1.260	3.958
 8.5	iso	0.014	  1.288	3.962
 8.5	iso	0.014	  1.315	3.966
 8.5	iso	0.014	  1.342	3.970
 8.5	iso	0.014	  1.370	3.973
 8.5	iso	0.014	  1.397	3.977
 8.5	iso	0.014	  1.450	3.984
 8.5	iso	0.014	  1.503	3.990
 8.5	iso	0.014	  1.556	3.996
 8.5	iso	0.014	  1.607	4.000
 8.5	iso	0.014	  1.658	4.005
 8.5	iso	0.014	  1.709	4.008
 8.5	iso	0.014	  1.758	4.011
 8.5	iso	0.014	  1.806	4.012
 8.5	iso	0.014	  1.855	4.012
 8.5	iso	0.014	  1.903	4.011
 8.5	iso	0.014	  1.950	4.008
 8.5	iso	0.014	  1.997	4.003
 8.5	iso	0.014	  2.020	3.999
 8.5	iso	0.014	  2.042	3.994
 8.5	iso	0.014	  2.066	3.989
 8.5	iso	0.014	  2.091	3.984
 8.5	iso	0.014	  2.109	3.986
 8.5	iso	0.014	  2.122	3.990
 8.5	iso	0.014	  2.131	3.994
 8.5	iso	0.014	  2.137	3.997
 8.5	iso	0.014	  2.145	4.001
 8.5	iso	0.014	  2.157	4.008
 8.5	iso	0.014	  2.166	4.014
 8.5	iso	0.014	  2.179	4.021
 8.5	iso	0.014	  2.187	4.025
 8.5	iso	0.014	  2.197	4.030
 8.5	iso	0.014	  2.199	4.034
 8.5	iso	0.014	  2.196	4.026
 8.5	iso	0.014	  2.207	4.019
 8.5	iso	0.014	  2.220	4.012
 8.5	iso	0.014	  2.228	4.004
 8.5	iso	0.014	  2.232	3.997
 8.5	iso	0.014	  2.234	3.991
 8.5	iso	0.014	  2.237	3.985
 8.5	iso	0.014	  2.237	3.982
 8.5	iso	0.014	  2.238	3.978
 8.5	iso	0.014	  2.238	3.974
 8.5	iso	0.014	  2.238	3.969
 8.5	iso	0.014	  2.238	3.966
 8.5	iso	0.014	  2.237	3.964
 8.5	iso	0.014	  2.237	3.961
 8.5	iso	0.014	  2.236	3.958
 8.5	iso	0.014	  2.235	3.954
 8.5	iso	0.014	  2.234	3.951
 8.5	iso	0.014	  2.233	3.949
 8.5	iso	0.014	  2.233	3.947
 8.5	iso	0.014	  2.232	3.945
 8.5	iso	0.014	  2.231	3.943
 8.5	iso	0.014	  2.230	3.941
 8.5	iso	0.014	  2.229	3.939
 8.5	iso	0.014	  2.228	3.936
 8.5	iso	0.014	  2.227	3.934
 8.5	iso	0.014	  2.226	3.932
 8.5	iso	0.014	  2.224	3.929
 8.5	iso	0.014	  2.223	3.926
 8.5	iso	0.014	  2.221	3.923
 8.5	iso	0.014	  2.220	3.920
 8.5	iso	0.014	  2.218	3.917
 8.5	iso	0.014	  2.216	3.914
 8.5	iso	0.014	  2.213	3.910
 8.5	iso	0.014	  2.211	3.906
 8.5	iso	0.014	  2.208	3.903
 8.5	iso	0.014	  2.205	3.899
 8.5	iso	0.014	  2.204	3.897
 8.5	iso	0.014	  2.202	3.894
 8.5	iso	0.014	  2.200	3.892
 8.5	iso	0.014	  2.199	3.890
 8.5	iso	0.014	  2.197	3.888
 8.5	iso	0.014	  2.195	3.885
 8.5	iso	0.014	  2.192	3.883
 8.5	iso	0.014	  2.190	3.880
 8.5	iso	0.014	  2.188	3.877
 8.5	iso	0.014	  2.185	3.874
 8.5	iso	0.014	  2.182	3.871
 8.5	iso	0.014	  2.180	3.868
 8.5	iso	0.014	  2.178	3.866
 8.5	iso	0.014	  2.174	3.862
 8.5	iso	0.014	  2.171	3.859
 8.5	iso	0.014	  2.168	3.856
 8.5	iso	0.014	  2.165	3.852
 8.5	iso	0.014	  2.161	3.849
 8.5	iso	0.014	  2.157	3.845
 8.5	iso	0.014	  2.154	3.841
 8.5	iso	0.014	  2.149	3.837
 8.5	iso	0.014	  2.145	3.833
 8.5	iso	0.014	  2.140	3.829
 8.5	iso	0.014	  2.135	3.825
 8.5	iso	0.014	  2.130	3.820
 8.5	iso	0.014	  2.124	3.815
 8.5	iso	0.014	  2.119	3.811
 8.5	iso	0.014	  2.113	3.806
 8.5	iso	0.014	  2.106	3.801
 8.5	iso	0.014	  2.099	3.796
 8.5	iso	0.014	  2.091	3.791
 8.5	iso	0.014	  2.084	3.786
 8.5	iso	0.014	  2.076	3.780
 8.5	iso	0.014	  2.066	3.776
 8.5	iso	0.014	  2.057	3.772
 8.5	iso	0.014	  2.047	3.768
 8.5	iso	0.014	  2.037	3.764
 8.5	iso	0.014	  2.026	3.760
 8.5	iso	0.014	  2.014	3.756
 8.5	iso	0.014	  2.002	3.753
 8.5	iso	0.014	  1.989	3.749
 8.5	iso	0.014	  1.974	3.745
 8.5	iso	0.014	  1.959	3.742
 8.5	iso	0.014	  1.944	3.738
 8.5	iso	0.014	  1.929	3.735
 8.5	iso	0.014	  1.914	3.732
 8.5	iso	0.014	  1.899	3.729
 8.5	iso	0.014	  1.884	3.726
 8.5	iso	0.014	  1.869	3.724
 8.5	iso	0.014	  1.857	3.721
 8.5	iso	0.014	  1.845	3.718
 8.5	iso	0.014	  1.834	3.715
 8.5	iso	0.014	  1.830	3.712
 8.5	iso	0.014	  1.826	3.710
 8.5	iso	0.014	  1.822	3.707
 8.5	iso	0.014	  1.828	3.704
 8.5	iso	0.014	  1.834	3.702
 8.5	iso	0.014	  1.840	3.699
 8.5	iso	0.014	  1.846	3.697
 8.5	iso	0.014	  1.854	3.695
 8.5	iso	0.014	  1.867	3.693
 8.5	iso	0.014	  1.881	3.691
 8.5	iso	0.014	  1.894	3.689
 8.5	iso	0.014	  1.907	3.687
 8.5	iso	0.014	  1.920	3.685
 8.5	iso	0.014	  1.934	3.684
 8.5	iso	0.014	  1.947	3.683
 8.5	iso	0.014	  1.960	3.682
 8.5	iso	0.014	  1.973	3.680
 8.5	iso	0.014	  1.983	3.679
 8.5	iso	0.014	  1.993	3.678
 8.5	iso	0.014	  2.004	3.677
 8.5	iso	0.014	  2.024	3.675
 8.5	iso	0.014	  2.042	3.674
 8.5	iso	0.014	  2.061	3.672
 8.5	iso	0.014	  2.079	3.670
 8.5	iso	0.014	  2.096	3.668
 8.5	iso	0.014	  2.114	3.667
 8.5	iso	0.014	  2.131	3.666
 8.5	iso	0.014	  2.148	3.664
 8.5	iso	0.014	  2.165	3.663
 8.5	iso	0.014	  2.182	3.662
 8.5	iso	0.014	  2.199	3.660
 8.5	iso	0.014	  2.216	3.659
 8.5	iso	0.014	  2.233	3.658
 8.5	iso	0.014	  2.250	3.656
 8.5	iso	0.014	  2.267	3.655
 8.5	iso	0.014	  2.283	3.654
 8.5	iso	0.014	  2.299	3.652
 8.5	iso	0.014	  2.315	3.651
 8.5	iso	0.014	  2.331	3.650
 8.5	iso	0.014	  2.347	3.648
 8.5	iso	0.014	  2.363	3.647
 8.5	iso	0.014	  2.380	3.646
 8.5	iso	0.014	  2.396	3.644
 8.5	iso	0.014	  2.412	3.643
 8.5	iso	0.014	  2.427	3.642
 8.5	iso	0.014	  2.443	3.641
 8.5	iso	0.014	  2.459	3.640
 8.5	iso	0.014	  2.475	3.638
 8.5	iso	0.014	  2.491	3.638
 8.5	iso	0.014	  2.507	3.636
 8.5	iso	0.014	  2.522	3.635
 8.5	iso	0.014	  2.538	3.634
 8.5	iso	0.014	  2.550	3.633
 8.5	iso	0.014	  2.553	3.633
 8.5	iso	0.014	  2.536	3.634
 8.5	iso	0.014	  2.516	3.636
 8.5	iso	0.014	  2.501	3.637
 8.5	iso	0.014	  2.486	3.638
 8.5	iso	0.014	  2.472	3.639
 8.5	iso	0.014	  2.446	3.641
 8.5	iso	0.014	  2.428	3.642
 8.5	iso	0.014	  2.406	3.644
 8.5	iso	0.014	  2.394	3.645
 8.5	iso	0.014	  2.382	3.646
 8.5	iso	0.014	  2.369	3.648
 8.5	iso	0.014	  2.357	3.649
 8.5	iso	0.014	  2.345	3.650
 8.5	iso	0.014	  2.332	3.651
 8.5	iso	0.014	  2.319	3.652
 8.5	iso	0.014	  2.305	3.654
 8.5	iso	0.014	  2.290	3.655
 8.5	iso	0.014	  2.274	3.656
 8.5	iso	0.014	  2.257	3.658
 8.5	iso	0.014	  2.240	3.659
 8.5	iso	0.014	  2.224	3.660
 8.5	iso	0.014	  2.207	3.662
 8.5	iso	0.014	  2.191	3.663
 8.5	iso	0.014	  2.175	3.664
 8.5	iso	0.014	  2.159	3.666
 8.5	iso	0.014	  2.145	3.667
 8.5	iso	0.014	  2.131	3.668
 8.5	iso	0.014	  2.117	3.670
 8.5	iso	0.014	  2.104	3.671
 8.5	iso	0.014	  2.092	3.672
 8.5	iso	0.014	  2.080	3.673
 8.5	iso	0.014	  2.069	3.674
 8.5	iso	0.014	  2.058	3.675
 8.5	iso	0.014	  2.039	3.677
 8.5	iso	0.014	  2.024	3.679
 8.5	iso	0.014	  2.010	3.680
 8.5	iso	0.014	  1.999	3.682
 8.5	iso	0.014	  1.990	3.683
 8.5	iso	0.014	  1.982	3.684
 8.5	iso	0.014	  1.975	3.685
 8.5	iso	0.014	  1.971	3.686
 8.5	iso	0.014	  1.967	3.688
 8.5	iso	0.014	  1.966	3.689
 8.5	iso	0.014	  1.964	3.690
 8.5	iso	0.014	  1.964	3.691
 8.5	iso	0.014	  1.966	3.693
 8.5	iso	0.014	  1.974	3.694
 8.5	iso	0.014	  1.990	3.694
 8.5	iso	0.014	  2.030	3.695
 8.5	iso	0.014	  2.053	3.696
 8.5	iso	0.014	  2.077	3.697
 8.5	iso	0.014	  2.093	3.698
 8.5	iso	0.014	  2.101	3.700
 8.5	iso	0.014	  2.117	3.701
 8.5	iso	0.014	  2.130	3.703
 8.5	iso	0.014	  2.154	3.704
 8.5	iso	0.014	  2.173	3.702
 8.5	iso	0.014	  2.177	3.702
 8.5	iso	0.014	  2.179	3.700
 8.5	iso	0.014	  2.181	3.699
 8.5	iso	0.014	  2.180	3.697
 8.5	iso	0.014	  2.178	3.696
 8.5	iso	0.014	  2.175	3.695
 8.5	iso	0.014	  2.176	3.694
 8.5	iso	0.014	  2.172	3.692
 8.5	iso	0.014	  2.168	3.690
 8.5	iso	0.014	  2.166	3.689
 8.5	iso	0.014	  2.168	3.688
 8.5	iso	0.014	  2.172	3.688
 8.5	iso	0.014	  2.182	3.687
 8.5	iso	0.014	  2.199	3.686
 8.5	iso	0.014	  2.217	3.684
 8.5	iso	0.014	  2.234	3.682
 8.5	iso	0.014	  2.242	3.681
 8.5	iso	0.014	  2.250	3.680
 8.5	iso	0.014	  2.255	3.678
 8.5	iso	0.014	  2.264	3.676
 8.5	iso	0.014	  2.274	3.674
 8.5	iso	0.014	 -0.590	3.687
 8.5	iso	0.014	 -0.581	3.689
 8.5	iso	0.014	 -0.572	3.690
 8.5	iso	0.014	 -0.562	3.692
 8.5	iso	0.014	 -0.553	3.693
 8.5	iso	0.014	 -0.543	3.694
 8.5	iso	0.014	 -0.534	3.696
 8.5	iso	0.014	 -0.524	3.697
 8.5	iso	0.014	 -0.515	3.699
 8.5	iso	0.014	 -0.506	3.700
 8.5	iso	0.014	 -0.497	3.702
 8.5	iso	0.014	 -0.488	3.703
 8.5	iso	0.014	 -0.479	3.704
 8.5	iso	0.014	 -0.470	3.706
 8.5	iso	0.014	 -0.460	3.707
 8.5	iso	0.014	 -0.452	3.708
 8.5	iso	0.014	 -0.443	3.710
 8.5	iso	0.014	 -0.434	3.711
 8.5	iso	0.014	 -0.425	3.713
 8.5	iso	0.014	 -0.416	3.714
 8.5	iso	0.014	 -0.407	3.715
 8.5	iso	0.014	 -0.398	3.717
 8.5	iso	0.014	 -0.390	3.718
 8.5	iso	0.014	 -0.381	3.719
 8.5	iso	0.014	 -0.372	3.721
 8.5	iso	0.014	 -0.364	3.722
 8.5	iso	0.014	 -0.355	3.723
 8.5	iso	0.014	 -0.346	3.725
 8.5	iso	0.014	 -0.338	3.726
 8.5	iso	0.014	 -0.329	3.727
 8.5	iso	0.014	 -0.321	3.728
 8.5	iso	0.014	 -0.312	3.729
 8.5	iso	0.014	 -0.304	3.731
 8.5	iso	0.014	 -0.295	3.732
 8.5	iso	0.014	 -0.287	3.733
 8.5	iso	0.014	 -0.278	3.734
 8.5	iso	0.014	 -0.270	3.735
 8.5	iso	0.014	 -0.262	3.736
 8.5	iso	0.014	 -0.253	3.738
 8.5	iso	0.014	 -0.245	3.739
 8.5	iso	0.014	 -0.237	3.740
 8.5	iso	0.014	 -0.221	3.742
 8.5	iso	0.014	 -0.204	3.744
 8.5	iso	0.014	 -0.188	3.746
 8.5	iso	0.014	 -0.172	3.749
 8.5	iso	0.014	 -0.156	3.751
 8.5	iso	0.014	 -0.141	3.753
 8.5	iso	0.014	 -0.125	3.755
 8.5	iso	0.014	 -0.109	3.757
 8.5	iso	0.014	 -0.094	3.759
 8.5	iso	0.014	 -0.078	3.761
 8.5	iso	0.014	 -0.063	3.763
 8.5	iso	0.014	 -0.048	3.765
 8.5	iso	0.014	 -0.032	3.766
 8.5	iso	0.014	 -0.017	3.768
 8.5	iso	0.014	 -0.002	3.770
 8.5	iso	0.014	  0.012	3.772
 8.5	iso	0.014	  0.027	3.774
 8.5	iso	0.014	  0.042	3.776
 8.5	iso	0.014	  0.057	3.777
 8.5	iso	0.014	  0.071	3.779
 8.5	iso	0.014	  0.096	3.782
 8.5	iso	0.014	  0.120	3.784
 8.5	iso	0.014	  0.144	3.787
 8.5	iso	0.014	  0.168	3.789
 8.5	iso	0.014	  0.192	3.792
 8.5	iso	0.014	  0.215	3.794
 8.5	iso	0.014	  0.238	3.796
 8.5	iso	0.014	  0.260	3.799
 8.5	iso	0.014	  0.282	3.801
 8.5	iso	0.014	  0.304	3.804
 8.5	iso	0.014	  0.316	3.805
 8.5	iso	0.014	  0.329	3.806
 8.5	iso	0.014	  0.342	3.808
 8.5	iso	0.014	  0.354	3.809
 8.5	iso	0.014	  0.366	3.810
 8.5	iso	0.014	  0.379	3.812
 8.5	iso	0.014	  0.403	3.815
 8.5	iso	0.014	  0.427	3.817
 8.5	iso	0.014	  0.451	3.820
 8.5	iso	0.014	  0.475	3.823
 8.5	iso	0.014	  0.497	3.826
 8.5	iso	0.014	  0.519	3.829
 8.5	iso	0.014	  0.541	3.832
 8.5	iso	0.014	  0.562	3.835
 8.5	iso	0.014	  0.584	3.838
 8.5	iso	0.014	  0.605	3.841
 8.5	iso	0.014	  0.626	3.844
 8.5	iso	0.014	  0.647	3.847
 8.5	iso	0.014	  0.667	3.850
 8.5	iso	0.014	  0.688	3.853
 8.5	iso	0.014	  0.707	3.857
 8.5	iso	0.014	  0.726	3.860
 8.5	iso	0.014	  0.746	3.864
 8.5	iso	0.014	  0.764	3.868
 8.5	iso	0.014	  0.783	3.871
 8.5	iso	0.014	  0.802	3.875
 8.5	iso	0.014	  0.820	3.878
 8.5	iso	0.014	  0.839	3.881
 8.5	iso	0.014	  0.857	3.885
 8.5	iso	0.014	  0.875	3.888
 8.5	iso	0.014	  0.893	3.892
 8.5	iso	0.014	  0.910	3.895
 8.5	iso	0.014	  0.928	3.898
 8.5	iso	0.014	  0.945	3.901
 8.5	iso	0.014	  0.962	3.904
 8.5	iso	0.014	  0.978	3.907
 8.5	iso	0.014	  0.994	3.910
 8.5	iso	0.014	  1.010	3.913
 8.5	iso	0.014	  1.026	3.916
 8.5	iso	0.014	  1.042	3.918
 8.5	iso	0.014	  1.057	3.921
 8.5	iso	0.014	  1.073	3.924
 8.5	iso	0.014	  1.088	3.926
 8.5	iso	0.014	  1.103	3.929
 8.5	iso	0.014	  1.118	3.931
 8.5	iso	0.014	  1.133	3.934
 8.5	iso	0.014	  1.148	3.936
 8.5	iso	0.014	  1.163	3.938
 8.5	iso	0.014	  1.178	3.941
 8.5	iso	0.014	  1.193	3.943
 8.5	iso	0.014	  1.208	3.946
 8.5	iso	0.014	  1.223	3.948
 8.5	iso	0.014	  1.237	3.950
 8.5	iso	0.014	  1.252	3.952
 8.5	iso	0.014	  1.280	3.957
 8.5	iso	0.014	  1.308	3.961
 8.5	iso	0.014	  1.335	3.964
 8.5	iso	0.014	  1.363	3.968
 8.5	iso	0.014	  1.390	3.972
 8.5	iso	0.014	  1.417	3.976
 8.5	iso	0.014	  1.444	3.979
 8.5	iso	0.014	  1.497	3.986
 8.5	iso	0.014	  1.550	3.992
 8.5	iso	0.014	  1.602	3.998
 8.5	iso	0.014	  1.654	4.004
 8.5	iso	0.014	  1.705	4.009
 8.5	iso	0.014	  1.755	4.014
 8.5	iso	0.014	  1.804	4.018
 8.5	iso	0.014	  1.854	4.021
 8.5	iso	0.014	  1.904	4.024
 8.5	iso	0.014	  1.953	4.026
 8.5	iso	0.014	  2.003	4.028
 8.5	iso	0.014	  2.054	4.028
 8.5	iso	0.014	  2.104	4.028
 8.5	iso	0.014	  2.154	4.026
 8.5	iso	0.014	  2.203	4.023
 8.5	iso	0.014	  2.253	4.017
 8.5	iso	0.014	  2.304	4.009
 8.5	iso	0.014	  2.365	4.006
 8.5	iso	0.014	  2.381	4.012
 8.5	iso	0.014	  2.394	4.019
 8.5	iso	0.014	  2.480	4.022
 8.5	iso	0.014	  2.486	4.017
 8.5	iso	0.014	  2.491	4.011
 8.5	iso	0.014	  2.496	4.004
 8.5	iso	0.014	  2.498	4.000
 8.5	iso	0.014	  2.500	3.996
 8.5	iso	0.014	  2.502	3.992
 8.5	iso	0.014	  2.503	3.987
 8.5	iso	0.014	  2.504	3.981
 8.5	iso	0.014	  2.505	3.977
 8.5	iso	0.014	  2.505	3.974
 8.5	iso	0.014	  2.505	3.970
 8.5	iso	0.014	  2.505	3.966
 8.5	iso	0.014	  2.504	3.961
 8.5	iso	0.014	  2.504	3.959
 8.5	iso	0.014	  2.504	3.956
 8.5	iso	0.014	  2.503	3.953
 8.5	iso	0.014	  2.503	3.950
 8.5	iso	0.014	  2.502	3.948
 8.5	iso	0.014	  2.501	3.945
 8.5	iso	0.014	  2.500	3.941
 8.5	iso	0.014	  2.500	3.939
 8.5	iso	0.014	  2.499	3.937
 8.5	iso	0.014	  2.499	3.935
 8.5	iso	0.014	  2.498	3.933
 8.5	iso	0.014	  2.497	3.931
 8.5	iso	0.014	  2.497	3.929
 8.5	iso	0.014	  2.495	3.925
 8.5	iso	0.014	  2.494	3.923
 8.5	iso	0.014	  2.493	3.920
