#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T23:52:29 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T23:52:29	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/537/A146&tab:{J/A+A/537/A146/tables}&tab:{J/A+A/537/A146/iso}&key:source=J/A+A/537/A146&HTTPPRM:&&-ref=VIZ654d5c4f1a99a0&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-source=J/A+A/537/A146/tables,J/A+A/537/A146/iso
#-order=I
#-out=Mini
#Mini=32
#track=track
#-out=Zini
#Zini=0.014
#-out=logL
#-out=logTe
#iso=iso
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	
#INFO	publisher=CDS	
#INFO	creator=Ekstrom S.	
#INFO	related_resource=bibcode:2012A&A...537A.146E	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	
#INFO	publication_id=doi:10.26093/cds/vizier.35370146	
#INFO	publication_date=2012-04-03	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_A_A_537_A146_tables:
#Name: J/A+A/537/A146/tables
#Title: Evolutionary tracks
#Column	Mini	(F6.2)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F6.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
Mini	Zini	logL	logTe
 32.00	 0.014	  5.332	4.529
 32.00	 0.014	  5.336	4.526
 32.00	 0.014	  5.339	4.523
 32.00	 0.014	  5.342	4.520
 32.00	 0.014	  5.345	4.517
 32.00	 0.014	  5.348	4.513
 32.00	 0.014	  5.352	4.510
 32.00	 0.014	  5.355	4.506
 32.00	 0.014	  5.358	4.502
 32.00	 0.014	  5.361	4.499
 32.00	 0.014	  5.364	4.495
 32.00	 0.014	  5.368	4.491
 32.00	 0.014	  5.371	4.487
 32.00	 0.014	  5.374	4.483
 32.00	 0.014	  5.377	4.478
 32.00	 0.014	  5.380	4.474
 32.00	 0.014	  5.383	4.469
 32.00	 0.014	  5.386	4.465
 32.00	 0.014	  5.390	4.460
 32.00	 0.014	  5.393	4.455
 32.00	 0.014	  5.396	4.451
 32.00	 0.014	  5.400	4.446
 32.00	 0.014	  5.403	4.441
 32.00	 0.014	  5.406	4.436
 32.00	 0.014	  5.410	4.431
 32.00	 0.014	  5.413	4.427
 32.00	 0.014	  5.417	4.423
 32.00	 0.014	  5.420	4.422
 32.00	 0.014	  5.421	4.422
 32.00	 0.014	  5.421	4.422
 32.00	 0.014	  5.421	4.422
 32.00	 0.014	  5.422	4.422
 32.00	 0.014	  5.422	4.423
 32.00	 0.014	  5.423	4.423
 32.00	 0.014	  5.423	4.423
 32.00	 0.014	  5.423	4.423
 32.00	 0.014	  5.424	4.424
 32.00	 0.014	  5.424	4.424
 32.00	 0.014	  5.424	4.425
 32.00	 0.014	  5.425	4.425
 32.00	 0.014	  5.425	4.426
 32.00	 0.014	  5.426	4.427
 32.00	 0.014	  5.426	4.427
 32.00	 0.014	  5.427	4.428
 32.00	 0.014	  5.428	4.429
 32.00	 0.014	  5.428	4.431
 32.00	 0.014	  5.429	4.432
 32.00	 0.014	  5.430	4.434
 32.00	 0.014	  5.431	4.436
 32.00	 0.014	  5.433	4.439
 32.00	 0.014	  5.435	4.444
 32.00	 0.014	  5.439	4.451
 32.00	 0.014	  5.460	4.476
 32.00	 0.014	  5.460	4.476
 32.00	 0.014	  5.461	4.477
 32.00	 0.014	  5.461	4.477
 32.00	 0.014	  5.461	4.476
 32.00	 0.014	  5.461	4.476
 32.00	 0.014	  5.461	4.475
 32.00	 0.014	  5.460	4.473
 32.00	 0.014	  5.460	4.472
 32.00	 0.014	  5.460	4.470
 32.00	 0.014	  5.461	4.468
 32.00	 0.014	  5.461	4.466
 32.00	 0.014	  5.461	4.464
 32.00	 0.014	  5.462	4.461
 32.00	 0.014	  5.464	4.457
 32.00	 0.014	  5.465	4.454
 32.00	 0.014	  5.466	4.452
 32.00	 0.014	  5.467	4.449
 32.00	 0.014	  5.469	4.444
 32.00	 0.014	  5.470	4.441
 32.00	 0.014	  5.471	4.438
 32.00	 0.014	  5.471	4.435
 32.00	 0.014	  5.472	4.432
 32.00	 0.014	  5.474	4.425
 32.00	 0.014	  5.474	4.422
 32.00	 0.014	  5.475	4.419
 32.00	 0.014	  5.476	4.415
 32.00	 0.014	  5.477	4.408
 32.00	 0.014	  5.478	4.405
 32.00	 0.014	  5.479	4.401
 32.00	 0.014	  5.480	4.397
 32.00	 0.014	  5.481	4.393
 32.00	 0.014	  5.482	4.385
 32.00	 0.014	  5.483	4.381
 32.00	 0.014	  5.483	4.377
 32.00	 0.014	  5.484	4.373
 32.00	 0.014	  5.485	4.365
 32.00	 0.014	  5.486	4.360
 32.00	 0.014	  5.487	4.356
 32.00	 0.014	  5.487	4.351
 32.00	 0.014	  5.488	4.347
 32.00	 0.014	  5.489	4.338
 32.00	 0.014	  5.489	4.333
 32.00	 0.014	  5.490	4.328
 32.00	 0.014	  5.490	4.323
 32.00	 0.014	  5.491	4.313
 32.00	 0.014	  5.492	4.308
 32.00	 0.014	  5.492	4.303
 32.00	 0.014	  5.493	4.298
 32.00	 0.014	  5.494	4.288
 32.00	 0.014	  5.494	4.283
 32.00	 0.014	  5.494	4.278
 32.00	 0.014	  5.495	4.268
 32.00	 0.014	  5.496	4.263
 32.00	 0.014	  5.496	4.258
 32.00	 0.014	  5.497	4.247
 32.00	 0.014	  5.497	4.242
 32.00	 0.014	  5.498	4.232
 32.00	 0.014	  5.498	4.227
 32.00	 0.014	  5.499	4.217
 32.00	 0.014	  5.499	4.211
 32.00	 0.014	  5.500	4.201
 32.00	 0.014	  5.501	4.195
 32.00	 0.014	  5.501	4.187
 32.00	 0.014	  5.502	4.179
 32.00	 0.014	  5.503	4.169
 32.00	 0.014	  5.503	4.161
 32.00	 0.014	  5.504	4.152
 32.00	 0.014	  5.505	4.143
 32.00	 0.014	  5.507	4.134
 32.00	 0.014	  5.508	4.125
 32.00	 0.014	  5.509	4.115
 32.00	 0.014	  5.510	4.106
 32.00	 0.014	  5.511	4.097
 32.00	 0.014	  5.512	4.087
 32.00	 0.014	  5.514	4.079
 32.00	 0.014	  5.515	4.070
 32.00	 0.014	  5.516	4.060
 32.00	 0.014	  5.517	4.052
 32.00	 0.014	  5.518	4.044
 32.00	 0.014	  5.518	4.036
 32.00	 0.014	  5.505	3.599
 32.00	 0.014	  5.506	3.588
 32.00	 0.014	  5.503	3.587
 32.00	 0.014	  5.499	3.588
 32.00	 0.014	  5.496	3.591
 32.00	 0.014	  5.490	3.597
 32.00	 0.014	  5.485	3.618
 32.00	 0.014	  5.480	3.977
 32.00	 0.014	  5.474	3.992
 32.00	 0.014	  5.465	4.084
 32.00	 0.014	  5.456	4.085
 32.00	 0.014	  5.449	4.007
 32.00	 0.014	  5.444	3.911
 32.00	 0.014	  5.444	3.847
 32.00	 0.014	  5.439	3.781
 32.00	 0.014	  5.427	3.640
 32.00	 0.014	  5.419	3.639
 32.00	 0.014	  5.407	3.639
 32.00	 0.014	  5.396	3.738
 32.00	 0.014	  5.393	3.849
 32.00	 0.014	  5.393	3.858
 32.00	 0.014	  5.392	3.867
 32.00	 0.014	  5.392	3.878
 32.00	 0.014	  5.392	3.887
 32.00	 0.014	  5.386	4.032
 32.00	 0.014	  5.382	4.107
 32.00	 0.014	  5.377	4.189
 32.00	 0.014	  5.371	4.264
 32.00	 0.014	  5.370	4.274
 32.00	 0.014	  5.369	4.287
 32.00	 0.014	  5.369	4.292
 32.00	 0.014	  5.368	4.298
 32.00	 0.014	  5.368	4.304
 32.00	 0.014	  5.367	4.310
 32.00	 0.014	  5.367	4.316
 32.00	 0.014	  5.366	4.324
 32.00	 0.014	  5.365	4.330
 32.00	 0.014	  5.362	4.362
 32.00	 0.014	  5.362	4.369
 32.00	 0.014	  5.361	4.376
 32.00	 0.014	  5.360	4.383
 32.00	 0.014	  5.359	4.390
 32.00	 0.014	  5.359	4.397
 32.00	 0.014	  5.358	4.405
 32.00	 0.014	  5.357	4.413
 32.00	 0.014	  5.357	4.414
 32.00	 0.014	  5.357	4.414
 32.00	 0.014	  5.357	4.414
 32.00	 0.014	  5.357	4.414
 32.00	 0.014	  5.358	4.414
 32.00	 0.014	  5.358	4.414
 32.00	 0.014	  5.358	4.414
 32.00	 0.014	  5.358	4.414
 32.00	 0.014	  5.358	4.414
 32.00	 0.014	  5.358	4.415
 32.00	 0.014	  5.359	4.415
 32.00	 0.014	  5.359	4.415
 32.00	 0.014	  5.360	4.415
 32.00	 0.014	  5.360	4.415
 32.00	 0.014	  5.360	4.415
 32.00	 0.014	  5.360	4.415
 32.00	 0.014	  5.361	4.415
 32.00	 0.014	  5.361	4.415
 32.00	 0.014	  5.361	4.415
 32.00	 0.014	  5.361	4.416
 32.00	 0.014	  5.362	4.415
 32.00	 0.014	  5.362	4.416
 32.00	 0.014	  5.362	4.416
 32.00	 0.014	  5.362	4.416
 32.00	 0.014	  5.363	4.416
 32.00	 0.014	  5.363	4.416
 32.00	 0.014	  5.363	4.416
 32.00	 0.014	  5.363	4.416
 32.00	 0.014	  5.364	4.416
 32.00	 0.014	  5.364	4.417
 32.00	 0.014	  5.365	4.416
 32.00	 0.014	  5.365	4.417
 32.00	 0.014	  5.365	4.417
 32.00	 0.014	  5.366	4.417
 32.00	 0.014	  5.366	4.417
 32.00	 0.014	  5.367	4.417
 32.00	 0.014	  5.367	4.417
 32.00	 0.014	  5.367	4.417
 32.00	 0.014	  5.368	4.418
 32.00	 0.014	  5.369	4.418
 32.00	 0.014	  5.369	4.418
 32.00	 0.014	  5.370	4.418
 32.00	 0.014	  5.370	4.418
 32.00	 0.014	  5.371	4.418
 32.00	 0.014	  5.372	4.418
 32.00	 0.014	  5.372	4.419
 32.00	 0.014	  5.372	4.418
 32.00	 0.014	  5.372	4.419
 32.00	 0.014	  5.372	4.419
 32.00	 0.014	  5.373	4.419
 32.00	 0.014	  5.373	4.419
 32.00	 0.014	  5.373	4.419
 32.00	 0.014	  5.373	4.419
 32.00	 0.014	  5.374	4.419
 32.00	 0.014	  5.374	4.419
 32.00	 0.014	  5.374	4.419
 32.00	 0.014	  5.374	4.419
 32.00	 0.014	  5.375	4.419
 32.00	 0.014	  5.375	4.420
 32.00	 0.014	  5.375	4.419
 32.00	 0.014	  5.376	4.419
 32.00	 0.014	  5.376	4.420
 32.00	 0.014	  5.376	4.419
 32.00	 0.014	  5.376	4.420
 32.00	 0.014	  5.377	4.420
 32.00	 0.014	  5.377	4.420
 32.00	 0.014	  5.377	4.420
 32.00	 0.014	  5.378	4.420
 32.00	 0.014	  5.378	4.420
 32.00	 0.014	  5.378	4.420
 32.00	 0.014	  5.379	4.420
 32.00	 0.014	  5.379	4.420
 32.00	 0.014	  5.379	4.420
 32.00	 0.014	  5.380	4.420
 32.00	 0.014	  5.380	4.420
 32.00	 0.014	  5.380	4.420
 32.00	 0.014	  5.381	4.421
 32.00	 0.014	  5.381	4.420
 32.00	 0.014	  5.381	4.420
 32.00	 0.014	  5.382	4.421
 32.00	 0.014	  5.382	4.421
 32.00	 0.014	  5.383	4.421
 32.00	 0.014	  5.383	4.421
 32.00	 0.014	  5.383	4.421
 32.00	 0.014	  5.384	4.421
 32.00	 0.014	  5.384	4.421
 32.00	 0.014	  5.385	4.421
 32.00	 0.014	  5.385	4.421
 32.00	 0.014	  5.386	4.421
 32.00	 0.014	  5.386	4.421
 32.00	 0.014	  5.387	4.421
 32.00	 0.014	  5.387	4.421
 32.00	 0.014	  5.388	4.422
 32.00	 0.014	  5.388	4.422
 32.00	 0.014	  5.389	4.422
 32.00	 0.014	  5.390	4.422
 32.00	 0.014	  5.390	4.422
 32.00	 0.014	  5.391	4.422
 32.00	 0.014	  5.392	4.422
 32.00	 0.014	  5.392	4.422
 32.00	 0.014	  5.393	4.422
 32.00	 0.014	  5.394	4.422
 32.00	 0.014	  5.394	4.422
 32.00	 0.014	  5.395	4.423
 32.00	 0.014	  5.396	4.423
 32.00	 0.014	  5.397	4.423
 32.00	 0.014	  5.399	4.423
 32.00	 0.014	  5.400	4.423
 32.00	 0.014	  5.401	4.424
 32.00	 0.014	  5.403	4.424
 32.00	 0.014	  5.405	4.424
 32.00	 0.014	  5.408	4.424
 32.00	 0.014	  5.411	4.425
 32.00	 0.014	  5.417	4.425
 32.00	 0.014	  5.465	4.328
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.466	4.322
 32.00	 0.014	  5.525	4.208
 32.00	 0.014	  5.576	4.205
 32.00	 0.014	  5.590	4.292
 32.00	 0.014	  5.551	4.398
 32.00	 0.014	  5.554	4.394
 32.00	 0.014	  5.554	4.394
 32.00	 0.014	  5.554	4.393
 32.00	 0.014	  5.555	4.393
 32.00	 0.014	  5.555	4.392
 32.00	 0.014	  5.555	4.392
 32.00	 0.014	  5.555	4.391
 32.00	 0.014	  5.556	4.389
 32.00	 0.014	  5.557	4.389
 32.00	 0.014	  5.557	4.389
 32.00	 0.014	  5.557	4.388
 32.00	 0.014	  5.557	4.388
 32.00	 0.014	  5.557	4.388
 32.00	 0.014	  5.557	4.388
 32.00	 0.014	  5.557	4.388
 32.00	 0.014	  5.558	4.387
 32.00	 0.014	  5.558	4.387
 32.00	 0.014	  5.558	4.387
 32.00	 0.014	  5.558	4.387
 32.00	 0.014	  5.558	4.387
 32.00	 0.014	  5.558	4.387
 32.00	 0.014	  5.558	4.386
 32.00	 0.014	  5.559	4.386
 32.00	 0.014	  5.559	4.385
 32.00	 0.014	  5.559	4.385
 32.00	 0.014	  5.560	4.384
 32.00	 0.014	  5.565	4.367
 32.00	 0.014	  5.113	4.612
 32.00	 0.014	  5.117	4.610
 32.00	 0.014	  5.122	4.608
 32.00	 0.014	  5.126	4.607
 32.00	 0.014	  5.131	4.605
 32.00	 0.014	  5.136	4.604
 32.00	 0.014	  5.141	4.603
 32.00	 0.014	  5.145	4.603
 32.00	 0.014	  5.150	4.602
 32.00	 0.014	  5.155	4.601
 32.00	 0.014	  5.160	4.600
 32.00	 0.014	  5.165	4.599
 32.00	 0.014	  5.170	4.599
 32.00	 0.014	  5.176	4.598
 32.00	 0.014	  5.181	4.597
 32.00	 0.014	  5.186	4.596
 32.00	 0.014	  5.191	4.595
 32.00	 0.014	  5.196	4.594
 32.00	 0.014	  5.201	4.593
 32.00	 0.014	  5.207	4.593
 32.00	 0.014	  5.212	4.592
 32.00	 0.014	  5.217	4.591
 32.00	 0.014	  5.222	4.590
 32.00	 0.014	  5.228	4.589
 32.00	 0.014	  5.233	4.588
 32.00	 0.014	  5.238	4.587
 32.00	 0.014	  5.244	4.586
 32.00	 0.014	  5.249	4.585
 32.00	 0.014	  5.255	4.583
 32.00	 0.014	  5.260	4.583
 32.00	 0.014	  5.266	4.582
 32.00	 0.014	  5.271	4.580
 32.00	 0.014	  5.277	4.579
 32.00	 0.014	  5.282	4.578
 32.00	 0.014	  5.288	4.577
 32.00	 0.014	  5.294	4.576
 32.00	 0.014	  5.299	4.574
 32.00	 0.014	  5.305	4.573
 32.00	 0.014	  5.311	4.572
 32.00	 0.014	  5.317	4.571
 32.00	 0.014	  5.322	4.569
 32.00	 0.014	  5.328	4.568
 32.00	 0.014	  5.334	4.566
 32.00	 0.014	  5.339	4.565
 32.00	 0.014	  5.345	4.564
 32.00	 0.014	  5.351	4.563
 32.00	 0.014	  5.357	4.561
 32.00	 0.014	  5.363	4.560
 32.00	 0.014	  5.368	4.558
 32.00	 0.014	  5.374	4.557
 32.00	 0.014	  5.380	4.556
 32.00	 0.014	  5.386	4.554
 32.00	 0.014	  5.392	4.553
 32.00	 0.014	  5.398	4.551
 32.00	 0.014	  5.404	4.550
 32.00	 0.014	  5.410	4.548
 32.00	 0.014	  5.415	4.547
 32.00	 0.014	  5.421	4.545
 32.00	 0.014	  5.427	4.544
 32.00	 0.014	  5.433	4.542
 32.00	 0.014	  5.439	4.541
 32.00	 0.014	  5.444	4.539
 32.00	 0.014	  5.450	4.537
 32.00	 0.014	  5.455	4.535
 32.00	 0.014	  5.460	4.534
 32.00	 0.014	  5.465	4.532
 32.00	 0.014	  5.470	4.530
 32.00	 0.014	  5.475	4.527
 32.00	 0.014	  5.480	4.525
 32.00	 0.014	  5.485	4.523
 32.00	 0.014	  5.490	4.520
 32.00	 0.014	  5.495	4.518
 32.00	 0.014	  5.500	4.515
 32.00	 0.014	  5.504	4.512
 32.00	 0.014	  5.509	4.509
 32.00	 0.014	  5.514	4.506
 32.00	 0.014	  5.518	4.502
 32.00	 0.014	  5.522	4.498
 32.00	 0.014	  5.526	4.494
 32.00	 0.014	  5.531	4.490
 32.00	 0.014	  5.535	4.485
 32.00	 0.014	  5.539	4.481
 32.00	 0.014	  5.543	4.478
 32.00	 0.014	  5.547	4.475
 32.00	 0.014	  5.551	4.474
 32.00	 0.014	  5.552	4.474
 32.00	 0.014	  5.552	4.474
 32.00	 0.014	  5.553	4.474
 32.00	 0.014	  5.553	4.474
 32.00	 0.014	  5.553	4.474
 32.00	 0.014	  5.554	4.474
 32.00	 0.014	  5.554	4.475
 32.00	 0.014	  5.555	4.475
 32.00	 0.014	  5.555	4.475
 32.00	 0.014	  5.556	4.476
 32.00	 0.014	  5.556	4.476
 32.00	 0.014	  5.557	4.477
 32.00	 0.014	  5.557	4.477
 32.00	 0.014	  5.558	4.478
 32.00	 0.014	  5.558	4.479
 32.00	 0.014	  5.559	4.480
 32.00	 0.014	  5.560	4.481
 32.00	 0.014	  5.560	4.483
 32.00	 0.014	  5.561	4.485
 32.00	 0.014	  5.562	4.487
 32.00	 0.014	  5.563	4.489
 32.00	 0.014	  5.564	4.493
 32.00	 0.014	  5.566	4.497
 32.00	 0.014	  5.570	4.505
 32.00	 0.014	  5.595	4.539
 32.00	 0.014	  5.595	4.539
 32.00	 0.014	  5.594	4.538
 32.00	 0.014	  5.594	4.538
 32.00	 0.014	  5.594	4.537
 32.00	 0.014	  5.593	4.536
 32.00	 0.014	  5.593	4.534
 32.00	 0.014	  5.593	4.532
 32.00	 0.014	  5.593	4.529
 32.00	 0.014	  5.593	4.525
 32.00	 0.014	  5.594	4.520
 32.00	 0.014	  5.594	4.517
 32.00	 0.014	  5.596	4.511
 32.00	 0.014	  5.599	4.504
 32.00	 0.014	  5.600	4.500
 32.00	 0.014	  5.602	4.493
 32.00	 0.014	  5.604	4.489
 32.00	 0.014	  5.606	4.480
 32.00	 0.014	  5.609	4.472
 32.00	 0.014	  5.610	4.468
 32.00	 0.014	  5.612	4.459
 32.00	 0.014	  5.615	4.450
 32.00	 0.014	  5.616	4.445
 32.00	 0.014	  5.618	4.435
 32.00	 0.014	  5.619	4.431
 32.00	 0.014	  5.621	4.421
 32.00	 0.014	  5.623	4.410
 32.00	 0.014	  5.624	4.405
 32.00	 0.014	  5.626	4.395
 32.00	 0.014	  5.628	4.384
 32.00	 0.014	  5.629	4.378
 32.00	 0.014	  5.630	4.368
 32.00	 0.014	  5.632	4.358
 32.00	 0.014	  5.633	4.348
 32.00	 0.014	  5.635	4.339
 32.00	 0.014	  5.636	4.328
 32.00	 0.014	  5.637	4.319
 32.00	 0.014	  5.639	4.306
 32.00	 0.014	  5.640	4.297
 32.00	 0.014	  5.642	4.284
 32.00	 0.014	  5.643	4.271
 32.00	 0.014	  5.644	4.260
 32.00	 0.014	  5.645	4.248
 32.00	 0.014	  5.644	4.239
 32.00	 0.014	  5.644	4.228
 32.00	 0.014	  5.645	4.214
 32.00	 0.014	  5.645	4.203
 32.00	 0.014	  5.645	4.188
 32.00	 0.014	  5.646	4.172
 32.00	 0.014	  5.647	4.158
 32.00	 0.014	  5.648	4.145
 32.00	 0.014	  5.649	4.132
 32.00	 0.014	  5.650	4.121
 32.00	 0.014	  5.651	4.110
 32.00	 0.014	  5.652	4.099
 32.00	 0.014	  5.653	4.086
 32.00	 0.014	  5.653	4.076
 32.00	 0.014	  5.654	4.061
 32.00	 0.014	  5.655	4.048
 32.00	 0.014	  5.656	4.032
 32.00	 0.014	  5.657	4.010
 32.00	 0.014	  5.657	3.975
 32.00	 0.014	  5.657	3.932
 32.00	 0.014	  5.658	3.888
 32.00	 0.014	  5.658	3.861
 32.00	 0.014	  5.660	3.856
 32.00	 0.014	  5.661	3.853
 32.00	 0.014	  5.663	3.851
 32.00	 0.014	  5.664	3.848
 32.00	 0.014	  5.664	3.846
 32.00	 0.014	  5.665	3.842
 32.00	 0.014	  5.666	3.839
 32.00	 0.014	  5.667	3.836
 32.00	 0.014	  5.668	3.832
 32.00	 0.014	  5.669	3.826
 32.00	 0.014	  5.669	3.820
 32.00	 0.014	  5.668	3.814
 32.00	 0.014	  5.669	3.807
 32.00	 0.014	  5.669	3.802
 32.00	 0.014	  5.670	3.797
 32.00	 0.014	  5.670	3.795
 32.00	 0.014	  5.681	3.769
 32.00	 0.014	  5.677	3.787
 32.00	 0.014	  5.675	3.844
 32.00	 0.014	  5.674	3.866
 32.00	 0.014	  5.673	3.878
 32.00	 0.014	  5.672	3.887
 32.00	 0.014	  5.670	3.899
 32.00	 0.014	  5.651	3.871
 32.00	 0.014	  5.623	3.873
 32.00	 0.014	  5.589	3.929
 32.00	 0.014	  5.580	4.221
 32.00	 0.014	  5.572	4.304
 32.00	 0.014	  5.565	4.321
 32.00	 0.014	  5.558	4.362
 32.00	 0.014	  5.552	4.407
 32.00	 0.014	  5.548	4.441
 32.00	 0.014	  5.545	4.459
 32.00	 0.014	  5.542	4.467
 32.00	 0.014	  5.539	4.476
 32.00	 0.014	  5.538	4.483
 32.00	 0.014	  5.538	4.483
 32.00	 0.014	  5.537	4.484
 32.00	 0.014	  5.537	4.484
 32.00	 0.014	  5.537	4.484
 32.00	 0.014	  5.537	4.485
 32.00	 0.014	  5.537	4.485
 32.00	 0.014	  5.537	4.486
