#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-11-14T21:38:24 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-11-14T21:38:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-source=J/A+A/537/A146/iso&-order=I&-out=logAge&logAge=9.5&-out=iso&iso=iso&-out=Rot&Rot=r&-out=Mini&-out=Zini&Zini=0.014&-out=Mass&-out=logL&-out=logTe&-out=Mbol&-out=Vmag&-out=U-B&-out=B-V&-out=logg&-out=Veq&-out=OOc&-out=logdM/dtm&-out=He4&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	    IVOID of underlying data collection
#INFO	creator=Ekstrom S.	    First author or institution
#INFO	cites=bibcode:2012A&A...537A.146E	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35370146	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-04-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	logAge	(F4.1)	Initial age	[ucd=time.age]
#Column	iso	(A3)	Isochrone for this age	[ucd=meta.ref.url]
#Column	Rot	(A1)	[nr] r for rotation, n for no rotation	[ucd=meta.code]
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	Mass	(F7.3)	Actual mass at the age of the isochrone	[ucd=phys.mass]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
#Column	Mbol	(F7.3)	Bolometric magnitude	[ucd=phys.magAbs.bol]
#Column	Vmag	(F7.3)	V-band absolute magnitude	[ucd=phot.mag;em.opt.V]
#Column	U-B	(F6.3)	U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F6.3)	B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	logg	(F6.3)	Polar effective surface gravity in log scale	[ucd=instr.scale]
#Column	Veq	(F9.2)	Equatorial velocity	[ucd=phys.veloc;pos.eq]
#Column	OOc	(F7.4)	Actual {Omega}_surf_/{Omega}_crit_	[ucd=stat.fit.param]
#Column	logdM/dtm	(F8.3)	Mechanical mass loss in log scale	[ucd=phys.mass.loss]
#Column	He4	(E9.2)	4He surface abundance (mass fraction)	[ucd=phys.abund]
logAge	iso	Rot	Mini	Zini	Mass	logL	logTe	Mbol	Vmag	U-B	B-V	logg	Veq	OOc	logdM/dtm	He4
 9.5	iso	r	  0.871	0.014	  0.871	 -0.380	3.716	  5.700	  5.992	 0.350	 0.819	 4.575	     1.62	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.874	0.014	  0.874	 -0.370	3.717	  5.676	  5.963	 0.343	 0.812	 4.573	     1.63	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.878	0.014	  0.878	 -0.361	3.719	  5.652	  5.934	 0.336	 0.806	 4.570	     1.64	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.882	0.014	  0.882	 -0.351	3.720	  5.627	  5.905	 0.329	 0.799	 4.568	     1.65	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.886	0.014	  0.886	 -0.341	3.722	  5.603	  5.876	 0.322	 0.792	 4.566	     1.67	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.889	0.014	  0.889	 -0.332	3.723	  5.580	  5.847	 0.314	 0.784	 4.564	     1.68	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.893	0.014	  0.893	 -0.322	3.724	  5.556	  5.819	 0.307	 0.777	 4.562	     1.69	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.897	0.014	  0.897	 -0.313	3.726	  5.532	  5.790	 0.300	 0.770	 4.560	     1.70	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.901	0.014	  0.901	 -0.303	3.727	  5.508	  5.762	 0.294	 0.764	 4.558	     1.72	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.904	0.014	  0.904	 -0.294	3.728	  5.484	  5.734	 0.287	 0.757	 4.555	     1.74	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.908	0.014	  0.908	 -0.284	3.730	  5.460	  5.706	 0.281	 0.751	 4.552	     1.75	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.912	0.014	  0.912	 -0.275	3.731	  5.437	  5.678	 0.275	 0.745	 4.549	     1.77	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.915	0.014	  0.915	 -0.265	3.732	  5.413	  5.650	 0.269	 0.739	 4.547	     1.79	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.919	0.014	  0.919	 -0.256	3.734	  5.390	  5.622	 0.263	 0.733	 4.544	     1.81	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.923	0.014	  0.923	 -0.246	3.735	  5.366	  5.594	 0.257	 0.727	 4.541	     1.83	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.927	0.014	  0.927	 -0.237	3.736	  5.342	  5.566	 0.250	 0.720	 4.538	     1.85	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.930	0.014	  0.930	 -0.228	3.737	  5.319	  5.539	 0.244	 0.714	 4.536	     1.87	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.934	0.014	  0.934	 -0.218	3.738	  5.296	  5.511	 0.238	 0.708	 4.533	     1.89	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.938	0.014	  0.938	 -0.209	3.740	  5.272	  5.484	 0.232	 0.702	 4.530	     1.91	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.945	0.014	  0.945	 -0.190	3.742	  5.226	  5.429	 0.220	 0.692	 4.524	     1.95	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.953	0.014	  0.953	 -0.172	3.744	  5.179	  5.375	 0.209	 0.683	 4.518	     1.98	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.960	0.014	  0.960	 -0.153	3.747	  5.133	  5.320	 0.197	 0.674	 4.513	     2.02	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.968	0.014	  0.968	 -0.135	3.749	  5.087	  5.266	 0.186	 0.665	 4.507	     2.05	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.975	0.014	  0.975	 -0.116	3.751	  5.041	  5.212	 0.174	 0.656	 4.501	     2.08	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.983	0.014	  0.983	 -0.098	3.754	  4.995	  5.159	 0.163	 0.647	 4.495	     2.11	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.990	0.014	  0.990	 -0.080	3.756	  4.949	  5.105	 0.151	 0.638	 4.489	     2.14	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  0.997	0.014	  0.997	 -0.061	3.758	  4.903	  5.052	 0.140	 0.629	 4.483	     2.18	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  1.005	0.014	  1.005	 -0.043	3.760	  4.858	  4.999	 0.130	 0.621	 4.476	     2.22	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  1.012	0.014	  1.012	 -0.025	3.762	  4.812	  4.947	 0.120	 0.614	 4.469	     2.26	 0.0000	   0.000	 2.59e-01
 9.5	iso	r	  1.020	0.014	  1.020	 -0.007	3.764	  4.767	  4.896	 0.111	 0.606	 4.461	     2.30	 0.0000	   0.000	 2.59e-01
 9.5	iso	r	  1.027	0.014	  1.027	  0.011	3.766	  4.722	  4.844	 0.102	 0.598	 4.454	     2.35	 0.0000	   0.000	 2.59e-01
 9.5	iso	r	  1.035	0.014	  1.035	  0.029	3.768	  4.677	  4.792	 0.092	 0.591	 4.447	     2.39	 0.0000	   0.000	 2.59e-01
 9.5	iso	r	  1.042	0.014	  1.042	  0.047	3.769	  4.632	  4.741	 0.083	 0.584	 4.439	     2.43	 0.0000	   0.000	 2.59e-01
 9.5	iso	r	  1.050	0.014	  1.050	  0.065	3.771	  4.587	  4.690	 0.074	 0.577	 4.432	     2.47	 0.0000	   0.000	 2.59e-01
 9.5	iso	r	  1.057	0.014	  1.057	  0.083	3.773	  4.542	  4.639	 0.065	 0.570	 4.424	     2.52	 0.0000	   0.000	 2.59e-01
 9.5	iso	r	  1.064	0.014	  1.064	  0.101	3.775	  4.497	  4.588	 0.056	 0.562	 4.416	     2.55	 0.0000	   0.000	 2.59e-01
 9.5	iso	r	  1.072	0.014	  1.072	  0.119	3.777	  4.453	  4.538	 0.047	 0.556	 4.408	     2.59	 0.0000	   0.000	 2.59e-01
 9.5	iso	r	  1.079	0.014	  1.079	  0.137	3.778	  4.408	  4.488	 0.040	 0.549	 4.401	     2.63	 0.0000	   0.000	 2.59e-01
 9.5	iso	r	  1.087	0.014	  1.087	  0.154	3.780	  4.364	  4.439	 0.037	 0.542	 4.393	     2.67	 0.0000	   0.000	 2.59e-01
 9.5	iso	r	  1.094	0.014	  1.094	  0.172	3.782	  4.320	  4.391	 0.034	 0.536	 4.385	     2.71	 0.0000	   0.000	 2.59e-01
 9.5	iso	r	  1.102	0.014	  1.102	  0.189	3.783	  4.277	  4.345	 0.032	 0.531	 4.377	     2.76	 0.0000	   0.000	 2.59e-01
 9.5	iso	r	  1.117	0.014	  1.117	  0.218	3.786	  4.205	  4.267	 0.028	 0.522	 4.363	     2.94	 0.0000	   0.000	 2.60e-01
 9.5	iso	r	  1.132	0.014	  1.132	  0.247	3.788	  4.134	  4.191	 0.024	 0.513	 4.349	     3.11	 0.0000	   0.000	 2.61e-01
 9.5	iso	r	  1.146	0.014	  1.146	  0.275	3.790	  4.063	  4.116	 0.021	 0.505	 4.335	     3.28	 0.0000	   0.000	 2.62e-01
 9.5	iso	r	  1.161	0.014	  1.161	  0.302	3.792	  3.994	  4.042	 0.018	 0.498	 4.321	     3.43	 0.0000	   0.000	 2.63e-01
 9.5	iso	r	  1.176	0.014	  1.176	  0.330	3.794	  3.926	  3.970	 0.015	 0.491	 4.307	     3.62	 0.0000	   0.000	 2.64e-01
 9.5	iso	r	  1.191	0.014	  1.191	  0.356	3.796	  3.859	  3.899	 0.012	 0.485	 4.292	     3.79	 0.0000	   0.000	 2.65e-01
 9.5	iso	r	  1.206	0.014	  1.206	  0.383	3.797	  3.793	  3.829	 0.009	 0.479	 4.278	     3.91	 0.0000	   0.000	 2.66e-01
 9.5	iso	r	  1.221	0.014	  1.221	  0.409	3.799	  3.727	  3.760	 0.007	 0.473	 4.263	     4.05	 0.0000	   0.000	 2.67e-01
 9.5	iso	r	  1.251	0.014	  1.251	  0.460	3.801	  3.599	  3.626	 0.003	 0.464	 4.233	     4.41	 0.0000	   0.000	 2.69e-01
 9.5	iso	r	  1.281	0.014	  1.281	  0.515	3.801	  3.463	  3.490	 0.003	 0.464	 4.188	     4.65	 0.0000	   0.000	 2.69e-01
 9.5	iso	r	  1.310	0.014	  1.310	  0.568	3.800	  3.331	  3.361	 0.005	 0.468	 4.140	     4.96	 0.0000	   0.000	 2.69e-01
 9.5	iso	r	  1.340	0.014	  1.340	  0.618	3.797	  3.204	  3.240	 0.009	 0.478	 4.089	     5.20	 0.0000	   0.000	 2.69e-01
 9.5	iso	r	  1.355	0.014	  1.355	  0.643	3.795	  3.143	  3.184	 0.012	 0.486	 4.061	     5.34	 0.0000	   0.000	 2.69e-01
 9.5	iso	r	  1.362	0.014	  1.362	  0.655	3.794	  3.113	  3.156	 0.014	 0.491	 4.046	     5.43	 0.0000	   0.000	 2.69e-01
 9.5	iso	r	  1.370	0.014	  1.370	  0.667	3.792	  3.082	  3.129	 0.017	 0.496	 4.031	     5.52	 0.0000	   0.000	 2.69e-01
 9.5	iso	r	  1.377	0.014	  1.377	  0.679	3.791	  3.052	  3.102	 0.019	 0.501	 4.015	     5.58	 0.0000	   0.000	 2.69e-01
 9.5	iso	r	  1.385	0.014	  1.385	  0.691	3.790	  3.022	  3.075	 0.021	 0.507	 4.000	     5.66	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.400	0.014	  1.400	  0.718	3.787	  2.954	  3.013	 0.025	 0.516	 3.968	     5.80	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.407	0.014	  1.407	  0.738	3.787	  2.905	  2.964	 0.025	 0.516	 3.950	     5.91	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.411	0.014	  1.411	  0.754	3.788	  2.864	  2.920	 0.023	 0.511	 3.940	     6.02	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.413	0.014	  1.413	  0.767	3.790	  2.832	  2.884	 0.020	 0.504	 3.935	     6.14	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.414	0.014	  1.414	  0.777	3.792	  2.808	  2.857	 0.018	 0.499	 3.931	     6.22	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.415	0.014	  1.415	  0.791	3.794	  2.774	  2.817	 0.014	 0.490	 3.927	     6.36	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.415	0.014	  1.415	  0.800	3.796	  2.749	  2.788	 0.011	 0.484	 3.925	     6.45	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.416	0.014	  1.416	  0.813	3.798	  2.716	  2.750	 0.007	 0.474	 3.922	     6.56	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.416	0.014	  1.416	  0.821	3.800	  2.697	  2.727	 0.005	 0.468	 3.921	     6.63	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.416	0.014	  1.416	  0.830	3.802	  2.674	  2.700	 0.002	 0.462	 3.918	     6.70	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.416	0.014	  1.416	  0.841	3.803	  2.647	  2.669	 0.000	 0.456	 3.914	     6.78	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.417	0.014	  1.417	  0.857	3.804	  2.608	  2.628	-0.002	 0.452	 3.902	     6.81	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.417	0.014	  1.417	  0.861	3.802	  2.598	  2.623	 0.002	 0.461	 3.890	     6.69	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.418	0.014	  1.418	  0.866	3.800	  2.584	  2.614	 0.004	 0.468	 3.877	     6.63	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.420	0.014	  1.420	  0.873	3.799	  2.567	  2.600	 0.007	 0.473	 3.865	     6.61	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.422	0.014	  1.422	  0.879	3.797	  2.552	  2.588	 0.009	 0.478	 3.853	     6.64	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.424	0.014	  1.424	  0.885	3.796	  2.537	  2.576	 0.011	 0.484	 3.842	     6.65	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.426	0.014	  1.426	  0.891	3.794	  2.522	  2.564	 0.014	 0.489	 3.832	     6.66	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.427	0.014	  1.427	  0.897	3.793	  2.508	  2.553	 0.016	 0.494	 3.821	     6.68	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.429	0.014	  1.429	  0.902	3.792	  2.494	  2.544	 0.018	 0.500	 3.810	     6.67	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.431	0.014	  1.431	  0.907	3.790	  2.482	  2.535	 0.021	 0.506	 3.798	     6.65	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.433	0.014	  1.433	  0.912	3.788	  2.470	  2.528	 0.024	 0.514	 3.786	     6.62	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.435	0.014	  1.435	  0.916	3.785	  2.460	  2.523	 0.030	 0.523	 3.773	     6.58	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.436	0.014	  1.436	  0.918	3.784	  2.456	  2.521	 0.036	 0.528	 3.766	     6.55	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.437	0.014	  1.437	  0.919	3.782	  2.452	  2.520	 0.041	 0.534	 3.759	     6.51	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.438	0.014	  1.438	  0.920	3.781	  2.450	  2.520	 0.047	 0.541	 3.752	     6.47	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.439	0.014	  1.439	  0.921	3.779	  2.448	  2.520	 0.053	 0.547	 3.745	     6.42	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.440	0.014	  1.440	  0.921	3.777	  2.447	  2.523	 0.062	 0.555	 3.737	     6.37	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.440	0.014	  1.440	  0.921	3.775	  2.447	  2.528	 0.074	 0.564	 3.729	     6.32	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.441	0.014	  1.441	  0.920	3.773	  2.449	  2.535	 0.088	 0.574	 3.721	     6.24	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.442	0.014	  1.442	  0.920	3.772	  2.451	  2.539	 0.095	 0.579	 3.717	     6.19	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.442	0.014	  1.442	  0.919	3.770	  2.454	  2.544	 0.103	 0.584	 3.713	     6.15	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.443	0.014	  1.443	  0.917	3.769	  2.457	  2.550	 0.110	 0.590	 3.709	     6.10	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.443	0.014	  1.443	  0.916	3.768	  2.461	  2.557	 0.119	 0.596	 3.705	     6.05	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.444	0.014	  1.444	  0.914	3.766	  2.465	  2.565	 0.130	 0.604	 3.700	     6.00	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.444	0.014	  1.444	  0.911	3.764	  2.472	  2.574	 0.143	 0.612	 3.695	     5.94	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.445	0.014	  1.445	  0.909	3.762	  2.478	  2.585	 0.155	 0.621	 3.691	     5.87	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.445	0.014	  1.445	  0.905	3.760	  2.486	  2.596	 0.166	 0.629	 3.687	     5.81	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.446	0.014	  1.446	  0.902	3.758	  2.496	  2.608	 0.178	 0.638	 3.683	     5.76	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.446	0.014	  1.446	  0.900	3.757	  2.501	  2.615	 0.185	 0.643	 3.681	     5.72	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.446	0.014	  1.446	  0.895	3.755	  2.513	  2.631	 0.199	 0.653	 3.677	     5.65	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.447	0.014	  1.447	  0.889	3.753	  2.527	  2.648	 0.213	 0.663	 3.674	     5.57	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.447	0.014	  1.447	  0.886	3.752	  2.535	  2.658	 0.220	 0.668	 3.673	     5.53	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.447	0.014	  1.447	  0.883	3.751	  2.543	  2.667	 0.228	 0.673	 3.672	     5.48	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.447	0.014	  1.447	  0.879	3.749	  2.553	  2.678	 0.236	 0.679	 3.670	     5.44	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.448	0.014	  1.448	  0.875	3.748	  2.562	  2.690	 0.244	 0.685	 3.669	     5.39	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.448	0.014	  1.448	  0.871	3.747	  2.572	  2.701	 0.252	 0.691	 3.668	     5.35	 0.0000	   0.000	 2.70e-01
 9.5	iso	r	  1.448	0.014	  1.448	  0.867	3.746	  2.583	  2.714	 0.261	 0.696	 3.668	     5.31	 0.0000	   0.000	 2.70e-01
