#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-11-14T21:13:34 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-11-14T21:13:34	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-source=J/A+A/537/A146/iso&-order=I&-out=logAge&logAge=7&-out=iso&iso=iso&-out=Rot&Rot=r&-out=Mini&-out=Zini&Zini=0.014&-out=Mass&-out=logL&-out=logTe&-out=Mbol&-out=Vmag&-out=U-B&-out=B-V&-out=logg&-out=Veq&-out=OOc&-out=logdM/dtm&-out=He4&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35370146
#Name: J/A+A/537/A146
#Title: Stellar models with rotation. 0.8<M<120, Z=0.014 (Ekstrom+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/a+a/537/a146	    IVOID of underlying data collection
#INFO	creator=Ekstrom S.	    First author or institution
#INFO	cites=bibcode:2012A&A...537A.146E	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/537/A146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35370146	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-04-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_537_A146_iso:
#Name: J/A+A/537/A146/iso
#Title: Isochrnones
#Column	logAge	(F4.1)	Initial age	[ucd=time.age]
#Column	iso	(A3)	Isochrone for this age	[ucd=meta.ref.url]
#Column	Rot	(A1)	[nr] r for rotation, n for no rotation	[ucd=meta.code]
#Column	Mini	(F7.3)	Initial mass	[ucd=phys.mass]
#Column	Zini	(F5.3)	[0.014] Initial metallicity	[ucd=phys.abund.Z]
#Column	Mass	(F7.3)	Actual mass at the age of the isochrone	[ucd=phys.mass]
#Column	logL	(F7.3)	Luminosity in log scale	[ucd=phys.luminosity]
#Column	logTe	(F5.3)	Effective temperature in log scale	[ucd=phys.temperature.effective;instr.scale]
#Column	Mbol	(F7.3)	Bolometric magnitude	[ucd=phys.magAbs.bol]
#Column	Vmag	(F7.3)	V-band absolute magnitude	[ucd=phot.mag;em.opt.V]
#Column	U-B	(F6.3)	U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F6.3)	B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	logg	(F6.3)	Polar effective surface gravity in log scale	[ucd=instr.scale]
#Column	Veq	(F9.2)	Equatorial velocity	[ucd=phys.veloc;pos.eq]
#Column	OOc	(F7.4)	Actual {Omega}_surf_/{Omega}_crit_	[ucd=stat.fit.param]
#Column	logdM/dtm	(F8.3)	Mechanical mass loss in log scale	[ucd=phys.mass.loss]
#Column	He4	(E9.2)	4He surface abundance (mass fraction)	[ucd=phys.abund]
logAge	iso	Rot	Mini	Zini	Mass	logL	logTe	Mbol	Vmag	U-B	B-V	logg	Veq	OOc	logdM/dtm	He4
 7.0	iso	r	  0.871	0.014	  0.871	 -0.420	3.715	  5.799	  6.096	 0.357	 0.826	 4.609	    17.03	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.874	0.014	  0.874	 -0.411	3.716	  5.778	  6.070	 0.350	 0.820	 4.607	    17.49	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.878	0.014	  0.878	 -0.402	3.717	  5.756	  6.044	 0.344	 0.813	 4.606	    17.95	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.882	0.014	  0.882	 -0.394	3.718	  5.734	  6.018	 0.337	 0.807	 4.604	    18.41	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.886	0.014	  0.886	 -0.385	3.720	  5.713	  5.992	 0.331	 0.801	 4.603	    18.87	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.889	0.014	  0.889	 -0.377	3.721	  5.692	  5.966	 0.324	 0.794	 4.601	    19.32	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.893	0.014	  0.893	 -0.368	3.722	  5.671	  5.941	 0.318	 0.788	 4.600	    19.77	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.897	0.014	  0.897	 -0.360	3.724	  5.650	  5.915	 0.311	 0.781	 4.598	    20.22	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.901	0.014	  0.901	 -0.352	3.725	  5.629	  5.890	 0.305	 0.775	 4.597	    20.78	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.904	0.014	  0.904	 -0.343	3.726	  5.608	  5.865	 0.299	 0.769	 4.595	    21.93	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.908	0.014	  0.908	 -0.335	3.727	  5.587	  5.840	 0.294	 0.764	 4.593	    23.08	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.912	0.014	  0.912	 -0.326	3.728	  5.566	  5.815	 0.288	 0.758	 4.591	    24.22	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.915	0.014	  0.915	 -0.318	3.730	  5.545	  5.791	 0.282	 0.752	 4.589	    25.36	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.919	0.014	  0.919	 -0.310	3.731	  5.524	  5.766	 0.276	 0.746	 4.587	    26.49	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.923	0.014	  0.923	 -0.302	3.732	  5.504	  5.742	 0.271	 0.741	 4.585	    27.62	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.927	0.014	  0.927	 -0.293	3.733	  5.483	  5.717	 0.265	 0.735	 4.583	    28.74	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.930	0.014	  0.930	 -0.285	3.734	  5.463	  5.693	 0.260	 0.730	 4.581	    29.86	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.934	0.014	  0.934	 -0.277	3.735	  5.442	  5.669	 0.254	 0.724	 4.579	    30.98	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.938	0.014	  0.938	 -0.269	3.736	  5.422	  5.645	 0.248	 0.718	 4.577	    32.09	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.942	0.014	  0.942	 -0.261	3.737	  5.402	  5.621	 0.243	 0.713	 4.575	    33.19	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.945	0.014	  0.945	 -0.253	3.738	  5.382	  5.597	 0.237	 0.707	 4.573	    34.30	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.949	0.014	  0.949	 -0.245	3.740	  5.362	  5.573	 0.232	 0.702	 4.571	    35.39	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.956	0.014	  0.956	 -0.229	3.742	  5.322	  5.526	 0.221	 0.693	 4.568	    37.58	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.964	0.014	  0.964	 -0.213	3.744	  5.282	  5.479	 0.210	 0.684	 4.564	    39.74	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.971	0.014	  0.971	 -0.197	3.746	  5.243	  5.432	 0.199	 0.676	 4.560	    41.89	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.979	0.014	  0.979	 -0.182	3.748	  5.204	  5.386	 0.189	 0.667	 4.556	    44.02	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.986	0.014	  0.986	 -0.166	3.750	  5.166	  5.340	 0.178	 0.659	 4.553	    46.14	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  0.994	0.014	  0.994	 -0.151	3.752	  5.127	  5.295	 0.168	 0.651	 4.549	    48.24	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.001	0.014	  1.001	 -0.136	3.755	  5.089	  5.249	 0.157	 0.642	 4.545	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.009	0.014	  1.009	 -0.120	3.756	  5.050	  5.204	 0.148	 0.635	 4.540	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.016	0.014	  1.016	 -0.105	3.758	  5.012	  5.160	 0.139	 0.628	 4.535	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.023	0.014	  1.023	 -0.090	3.760	  4.974	  5.116	 0.130	 0.621	 4.531	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.031	0.014	  1.031	 -0.074	3.762	  4.936	  5.071	 0.121	 0.614	 4.526	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.038	0.014	  1.038	 -0.059	3.764	  4.899	  5.028	 0.112	 0.607	 4.521	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.046	0.014	  1.046	 -0.044	3.765	  4.861	  4.984	 0.103	 0.600	 4.516	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.053	0.014	  1.053	 -0.030	3.767	  4.824	  4.941	 0.094	 0.593	 4.512	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.061	0.014	  1.061	 -0.015	3.769	  4.788	  4.899	 0.085	 0.586	 4.507	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.068	0.014	  1.068	  0.000	3.771	  4.751	  4.856	 0.077	 0.579	 4.502	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.076	0.014	  1.076	  0.014	3.772	  4.715	  4.814	 0.068	 0.572	 4.498	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.083	0.014	  1.083	  0.028	3.774	  4.679	  4.772	 0.060	 0.565	 4.493	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.091	0.014	  1.091	  0.043	3.776	  4.643	  4.730	 0.051	 0.559	 4.489	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.098	0.014	  1.098	  0.057	3.778	  4.607	  4.689	 0.043	 0.552	 4.484	    50.00	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.105	0.014	  1.105	  0.070	3.779	  4.576	  4.654	 0.039	 0.547	 4.480	    51.93	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.120	0.014	  1.120	  0.094	3.782	  4.516	  4.588	 0.034	 0.537	 4.472	    57.17	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.135	0.014	  1.135	  0.117	3.784	  4.456	  4.523	 0.030	 0.528	 4.465	    62.34	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.150	0.014	  1.150	  0.141	3.786	  4.398	  4.459	 0.026	 0.518	 4.457	    67.44	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.165	0.014	  1.165	  0.164	3.789	  4.340	  4.395	 0.022	 0.509	 4.449	    72.47	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.180	0.014	  1.180	  0.187	3.791	  4.283	  4.333	 0.018	 0.500	 4.442	    77.44	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.195	0.014	  1.195	  0.209	3.794	  4.227	  4.271	 0.015	 0.491	 4.434	    82.35	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.210	0.014	  1.210	  0.231	3.796	  4.172	  4.210	 0.011	 0.482	 4.427	    87.20	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.225	0.014	  1.225	  0.253	3.799	  4.117	  4.150	 0.007	 0.474	 4.420	    91.99	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.240	0.014	  1.240	  0.275	3.801	  4.063	  4.090	 0.003	 0.465	 4.413	    96.72	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.254	0.014	  1.254	  0.298	3.803	  4.006	  4.028	-0.001	 0.456	 4.405	    96.82	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.262	0.014	  1.262	  0.310	3.805	  3.975	  3.994	-0.003	 0.450	 4.401	    91.53	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.269	0.014	  1.269	  0.322	3.806	  3.944	  3.960	-0.005	 0.445	 4.397	    86.27	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.277	0.014	  1.277	  0.335	3.808	  3.913	  3.926	-0.008	 0.440	 4.393	    81.04	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.284	0.014	  1.284	  0.347	3.809	  3.883	  3.892	-0.010	 0.435	 4.389	    75.84	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.292	0.014	  1.292	  0.359	3.810	  3.852	  3.858	-0.012	 0.429	 4.385	    70.66	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.299	0.014	  1.299	  0.371	3.812	  3.822	  3.825	-0.014	 0.424	 4.381	    65.52	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.314	0.014	  1.314	  0.395	3.815	  3.762	  3.760	-0.014	 0.415	 4.373	    55.33	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.329	0.014	  1.329	  0.419	3.817	  3.703	  3.697	-0.011	 0.406	 4.365	    45.25	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.344	0.014	  1.344	  0.442	3.820	  3.644	  3.635	-0.008	 0.398	 4.357	    35.28	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.359	0.014	  1.359	  0.465	3.823	  3.588	  3.576	-0.005	 0.389	 4.350	    38.48	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.374	0.014	  1.374	  0.486	3.826	  3.534	  3.519	-0.002	 0.381	 4.345	    50.78	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.389	0.014	  1.389	  0.507	3.828	  3.481	  3.462	 0.001	 0.372	 4.339	    62.95	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.403	0.014	  1.403	  0.528	3.831	  3.429	  3.406	 0.004	 0.364	 4.333	    74.98	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.418	0.014	  1.418	  0.549	3.834	  3.377	  3.351	 0.007	 0.356	 4.328	    86.89	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.433	0.014	  1.433	  0.570	3.836	  3.326	  3.296	 0.010	 0.348	 4.322	    98.67	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.448	0.014	  1.448	  0.590	3.839	  3.275	  3.242	 0.013	 0.340	 4.316	   110.33	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.463	0.014	  1.463	  0.610	3.841	  3.224	  3.189	 0.016	 0.332	 4.311	   121.88	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.478	0.014	  1.478	  0.630	3.844	  3.174	  3.136	 0.019	 0.324	 4.306	   133.30	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.493	0.014	  1.493	  0.650	3.846	  3.125	  3.085	 0.024	 0.317	 4.300	   144.61	 0.0000	   0.000	 2.66e-01
 7.0	iso	r	  1.508	0.014	  1.508	  0.669	3.850	  3.076	  3.036	 0.032	 0.309	 4.298	   151.07	 0.0262	   0.000	 2.66e-01
 7.0	iso	r	  1.523	0.014	  1.523	  0.688	3.854	  3.029	  2.989	 0.042	 0.300	 4.299	   153.11	 0.0762	   0.000	 2.66e-01
 7.0	iso	r	  1.538	0.014	  1.538	  0.707	3.857	  2.982	  2.942	 0.053	 0.291	 4.301	   155.14	 0.1256	   0.000	 2.66e-01
 7.0	iso	r	  1.552	0.014	  1.552	  0.726	3.861	  2.935	  2.895	 0.063	 0.282	 4.303	   157.14	 0.1747	   0.000	 2.66e-01
 7.0	iso	r	  1.567	0.014	  1.567	  0.744	3.865	  2.889	  2.849	 0.073	 0.274	 4.305	   159.12	 0.2232	   0.000	 2.66e-01
 7.0	iso	r	  1.582	0.014	  1.582	  0.763	3.869	  2.843	  2.803	 0.083	 0.265	 4.308	   161.09	 0.2713	   0.000	 2.66e-01
 7.0	iso	r	  1.597	0.014	  1.597	  0.781	3.872	  2.798	  2.758	 0.093	 0.256	 4.312	   163.04	 0.3189	   0.000	 2.66e-01
 7.0	iso	r	  1.612	0.014	  1.612	  0.799	3.876	  2.753	  2.713	 0.100	 0.248	 4.315	   164.97	 0.3661	   0.000	 2.66e-01
 7.0	iso	r	  1.627	0.014	  1.627	  0.817	3.880	  2.708	  2.671	 0.100	 0.238	 4.320	   166.88	 0.4128	   0.000	 2.66e-01
 7.0	iso	r	  1.642	0.014	  1.642	  0.834	3.883	  2.664	  2.630	 0.100	 0.229	 4.324	   168.77	 0.4592	   0.000	 2.66e-01
 7.0	iso	r	  1.657	0.014	  1.657	  0.852	3.887	  2.620	  2.589	 0.100	 0.220	 4.330	   170.65	 0.5051	   0.000	 2.66e-01
 7.0	iso	r	  1.672	0.014	  1.672	  0.869	3.890	  2.577	  2.548	 0.100	 0.212	 4.335	   172.51	 0.5506	   0.000	 2.66e-01
 7.0	iso	r	  1.687	0.014	  1.687	  0.886	3.894	  2.534	  2.507	 0.100	 0.203	 4.342	   174.35	 0.5957	   0.000	 2.66e-01
 7.0	iso	r	  1.701	0.014	  1.701	  0.903	3.897	  2.492	  2.468	 0.100	 0.194	 4.349	   176.05	 0.6360	   0.000	 2.66e-01
 7.0	iso	r	  1.716	0.014	  1.716	  0.919	3.901	  2.452	  2.430	 0.100	 0.186	 4.350	   176.59	 0.6360	   0.000	 2.66e-01
 7.0	iso	r	  1.731	0.014	  1.731	  0.935	3.904	  2.412	  2.394	 0.100	 0.177	 4.352	   177.12	 0.6359	   0.000	 2.66e-01
 7.0	iso	r	  1.746	0.014	  1.746	  0.951	3.908	  2.373	  2.360	 0.098	 0.170	 4.353	   177.65	 0.6358	   0.000	 2.66e-01
 7.0	iso	r	  1.761	0.014	  1.761	  0.966	3.911	  2.335	  2.327	 0.097	 0.162	 4.355	   178.17	 0.6358	   0.000	 2.66e-01
 7.0	iso	r	  1.776	0.014	  1.776	  0.982	3.914	  2.296	  2.293	 0.096	 0.154	 4.356	   178.69	 0.6357	   0.000	 2.66e-01
 7.0	iso	r	  1.791	0.014	  1.791	  0.997	3.917	  2.258	  2.260	 0.094	 0.147	 4.357	   179.20	 0.6356	   0.000	 2.66e-01
 7.0	iso	r	  1.806	0.014	  1.806	  1.012	3.921	  2.220	  2.227	 0.093	 0.140	 4.359	   179.71	 0.6355	   0.000	 2.66e-01
 7.0	iso	r	  1.821	0.014	  1.821	  1.027	3.924	  2.183	  2.195	 0.092	 0.132	 4.360	   180.22	 0.6355	   0.000	 2.66e-01
 7.0	iso	r	  1.836	0.014	  1.836	  1.042	3.927	  2.146	  2.163	 0.091	 0.125	 4.362	   180.72	 0.6354	   0.000	 2.66e-01
 7.0	iso	r	  1.850	0.014	  1.850	  1.056	3.930	  2.109	  2.132	 0.088	 0.117	 4.363	   181.22	 0.6354	   0.000	 2.66e-01
 7.0	iso	r	  1.865	0.014	  1.865	  1.071	3.933	  2.072	  2.104	 0.083	 0.108	 4.364	   181.71	 0.6353	   0.000	 2.66e-01
 7.0	iso	r	  1.880	0.014	  1.880	  1.086	3.936	  2.036	  2.077	 0.078	 0.099	 4.366	   182.20	 0.6352	   0.000	 2.66e-01
 7.0	iso	r	  1.895	0.014	  1.895	  1.100	3.939	  2.000	  2.049	 0.073	 0.091	 4.367	   182.69	 0.6352	   0.000	 2.66e-01
 7.0	iso	r	  1.910	0.014	  1.910	  1.114	3.942	  1.964	  2.022	 0.068	 0.082	 4.368	   183.17	 0.6351	   0.000	 2.66e-01
 7.0	iso	r	  1.925	0.014	  1.925	  1.128	3.946	  1.929	  1.995	 0.064	 0.074	 4.370	   183.65	 0.6350	   0.000	 2.66e-01
 7.0	iso	r	  1.940	0.014	  1.940	  1.142	3.948	  1.894	  1.969	 0.059	 0.065	 4.371	   184.12	 0.6350	   0.000	 2.66e-01
 7.0	iso	r	  1.955	0.014	  1.955	  1.156	3.952	  1.859	  1.942	 0.054	 0.057	 4.372	   184.59	 0.6349	   0.000	 2.66e-01
 7.0	iso	r	  1.970	0.014	  1.970	  1.170	3.954	  1.824	  1.916	 0.049	 0.049	 4.374	   185.06	 0.6348	   0.000	 2.66e-01
 7.0	iso	r	  1.985	0.014	  1.985	  1.184	3.957	  1.790	  1.890	 0.044	 0.043	 4.375	   185.39	 0.6344	   0.000	 2.66e-01
 7.0	iso	r	  1.999	0.014	  1.999	  1.198	3.960	  1.756	  1.864	 0.039	 0.037	 4.376	   185.70	 0.6339	   0.000	 2.66e-01
